sku_id,unit_cost,annual_demand,annual_consumption_value,abc_class
SKU_00158,122.63,25525,3130130.75,C
SKU_00892,415.96,7521,3128435.1599999997,C
SKU_00997,72.73,42785,3111753.0500000003,C
SKU_00130,211.62,14661,3102560.8200000003,C
SKU_00902,94.81,32596,3090426.7600000002,C
SKU_00870,189.79,16135,3062261.65,C
SKU_00319,128.87,23750,3060662.5,C
SKU_00625,187.61,16101,3020708.6100000003,C
SKU_00418,337.9,8883,3001565.6999999997,C
SKU_00049,96.5,31007,2992175.5,C
SKU_00927,273.11,10856,2964882.16,C
SKU_00866,81.84,36141,2957779.44,C
SKU_00811,420.25,6994,2939228.5,C
SKU_00445,473.89,6190,2933379.1,C
SKU_00326,279.41,10496,2932687.3600000003,C
SKU_00350,254.05,11525,2927926.25,C
SKU_00887,122.9,23811,2926371.9,C
SKU_00958,87.31,33500,2924885.0,C
SKU_00730,86.31,33868,2923147.08,C
SKU_00973,111.4,26216,2920462.4000000004,C
SKU_00636,268.65,10824,2907867.5999999996,C
SKU_00767,439.0,6571,2884669.0,C
SKU_00380,63.49,44959,2854446.91,C
SKU_00413,288.85,9868,2850371.8000000003,C
SKU_00366,480.79,5876,2825122.04,C
SKU_00604,64.71,43420,2809708.1999999997,C
SKU_00405,448.28,6254,2803543.1199999996,C
SKU_00262,74.34,37411,2781133.74,C
SKU_00519,79.46,34939,2776252.94,C
SKU_00097,216.63,12776,2767664.88,C
SKU_00479,263.93,10426,2751734.18,C
SKU_00087,320.59,8536,2736556.2399999998,C
SKU_00316,207.43,13125,2722518.75,C
SKU_00787,203.42,13278,2701010.76,C
SKU_00790,80.91,33274,2692199.34,C
SKU_00588,68.38,39298,2687197.2399999998,C
SKU_00729,86.01,31216,2684888.16,C
SKU_00028,298.25,8920,2660390.0,C
SKU_00644,64.28,41335,2657013.8000000003,C
SKU_00493,98.12,27011,2650319.3200000003,C
SKU_00135,164.99,16034,2645449.66,C
SKU_00555,204.72,12865,2633722.8,C
SKU_00011,485.11,5419,2628811.09,C
SKU_00156,337.71,7757,2619616.4699999997,C
SKU_00206,55.23,47427,2619393.21,C
SKU_00084,158.94,16471,2617900.7399999998,C
SKU_00520,299.09,8695,2600587.55,C
SKU_00546,61.21,42329,2590958.09,C
SKU_00133,172.12,14999,2581627.88,C
SKU_00784,94.89,27066,2568292.74,C
SKU_00294,67.89,37667,2557212.63,C
SKU_00425,277.02,9227,2556063.54,C
SKU_00975,134.82,18852,2541626.6399999997,C
SKU_00653,373.99,6738,2519944.62,C
SKU_00900,107.9,23264,2510185.6,C
SKU_00123,59.48,41998,2498041.04,C
SKU_00587,68.8,36242,2493449.6,C
SKU_00047,262.43,9474,2486261.82,C
SKU_00590,73.72,33497,2469398.84,C
SKU_00985,250.27,9815,2456400.0500000003,C
SKU_00422,50.15,48887,2451683.05,C
SKU_00967,152.08,16001,2433432.08,C
SKU_00372,51.75,46865,2425263.75,C
SKU_00218,326.57,7414,2421189.98,C
SKU_00330,181.21,13361,2421146.81,C
SKU_00750,62.86,38460,2417595.6,C
SKU_00562,72.5,33242,2410045.0,C
SKU_00346,319.37,7524,2402939.88,C
SKU_00014,95.0,25164,2390580.0,C
SKU_00297,111.83,21295,2381419.85,C
SKU_00283,51.52,45639,2351321.2800000003,C
SKU_00038,343.7,6837,2349876.9,C
SKU_00919,74.36,31467,2339886.12,C
SKU_00353,85.65,26531,2272380.1500000004,C
SKU_00676,60.46,37480,2266040.8,C
SKU_00805,369.54,6112,2258628.48,C
SKU_00837,184.38,12249,2258470.62,C
SKU_00708,131.05,17187,2252356.35,C
SKU_00214,357.53,6283,2246360.9899999998,C
SKU_00287,273.61,8173,2236214.5300000003,C
SKU_00867,95.05,23484,2232154.1999999997,C
SKU_00460,63.18,35298,2230127.64,C
SKU_00809,61.05,36478,2226981.9,C
SKU_00694,61.84,35940,2222529.6,C
SKU_00243,188.23,11800,2221114.0,C
SKU_00933,265.22,8358,2216708.7600000002,C
SKU_00284,291.25,7591,2210878.75,C
SKU_00454,60.04,36779,2208211.16,C
SKU_00434,46.63,47319,2206484.97,C
SKU_00260,309.43,7109,2199737.87,C
SKU_00830,116.18,18843,2189179.74,C
SKU_00602,92.62,23599,2185739.38,C
SKU_00650,48.03,45372,2179217.16,C
SKU_00163,270.21,8006,2163301.26,C
SKU_00066,74.76,28787,2152116.12,C
SKU_00147,253.83,8345,2118211.35,C
SKU_00339,53.43,39314,2100547.02,C
SKU_00111,84.8,24657,2090913.5999999999,C
SKU_00754,73.94,28244,2088361.3599999999,C
SKU_00681,132.66,15677,2079710.8199999998,C
SKU_00306,260.57,7913,2061890.41,C
SKU_00265,371.68,5545,2060965.6,C
SKU_00696,147.87,13698,2025523.26,C
SKU_00682,89.59,22573,2022315.07,C
SKU_00617,142.05,14235,2022081.7500000002,C
SKU_00601,142.9,14094,2014032.6,C
SKU_00897,448.69,4458,2000260.02,C
SKU_00965,181.06,10854,1965225.24,C
SKU_00530,407.39,4803,1956694.17,C
SKU_00776,118.48,16453,1949351.4400000002,C
SKU_00391,209.25,9308,1947699.0,C
SKU_00254,88.9,21827,1940420.3,C
SKU_00099,58.41,32833,1917775.5299999998,C
SKU_00672,44.72,42859,1916654.48,C
SKU_00468,115.68,16505,1909298.4000000001,C
SKU_00895,106.47,17827,1898040.69,C
SKU_00712,238.43,7948,1895041.6400000001,C
SKU_00841,333.45,5595,1865652.75,C
SKU_00571,392.91,4699,1846284.09,C
SKU_00320,276.87,6640,1838416.8,C
SKU_00832,74.72,24589,1837290.08,C
SKU_00411,475.28,3862,1835531.3599999999,C
SKU_00192,450.71,4072,1835291.1199999999,C
SKU_00037,53.35,34368,1833532.8,C
SKU_00202,85.01,21552,1832135.52,C
SKU_00278,352.47,5184,1827204.4800000002,C
SKU_00858,284.6,6395,1820017.0000000002,C
SKU_00969,240.64,7546,1815869.44,C
SKU_00539,68.93,26117,1800244.8100000003,C
SKU_00746,195.03,9208,1795836.24,C
SKU_00345,309.85,5726,1774201.1,C
SKU_00620,96.34,18409,1773523.06,C
SKU_00181,61.17,28941,1770320.97,C
SKU_00109,43.11,40700,1754577.0,C
SKU_00711,299.84,5804,1740271.3599999999,C
SKU_00429,62.95,27524,1732635.8,C
SKU_00443,188.47,9178,1729777.66,C
SKU_00775,79.21,21736,1721708.5599999998,C
SKU_00466,146.43,11753,1720991.79,C
SKU_00193,318.39,5395,1717714.0499999998,C
SKU_00179,73.07,23365,1707280.5499999998,C
SKU_00259,53.1,32066,1702704.6,C
SKU_00166,163.79,10322,1690640.38,C
SKU_00080,432.24,3910,1690058.4000000001,C
SKU_00400,56.05,30115,1687945.75,C
SKU_00040,65.41,25610,1675150.0999999999,C
SKU_00735,439.21,3812,1674268.52,C
SKU_00253,161.88,10277,1663640.76,C
SKU_00834,251.69,6541,1646304.29,C
SKU_00222,51.37,31390,1612504.2999999998,C
SKU_00528,32.91,48789,1605645.9899999998,C
SKU_00770,59.76,26623,1590990.48,C
SKU_00459,63.81,24926,1590528.06,C
SKU_00209,84.6,18646,1577451.5999999999,C
SKU_00132,64.33,24362,1567207.46,C
SKU_00441,493.39,3141,1549737.99,C
SKU_00753,170.78,9027,1541631.06,C
SKU_00641,164.43,9300,1529199.0,C
SKU_00230,398.43,3838,1529174.34,C
SKU_00083,36.46,41873,1526689.58,C
SKU_00899,47.33,32217,1524830.6099999999,C
SKU_00409,50.19,30187,1515085.53,C
SKU_00669,146.12,10325,1508689.0,C
SKU_00864,203.38,7327,1490165.26,C
SKU_00667,84.54,17375,1468882.5,C
SKU_00924,215.48,6804,1466125.92,C
SKU_00114,318.53,4594,1463326.8199999998,C
SKU_00383,439.35,3324,1460399.4000000001,C
SKU_00875,82.3,17733,1459425.9,C
SKU_00654,218.67,6670,1458528.9,C
SKU_00542,118.18,12301,1453732.1800000002,C
SKU_00908,133.41,10893,1453235.13,C
SKU_00888,54.22,26222,1421756.84,C
SKU_00151,123.58,11462,1416473.96,C
SKU_00152,76.72,18397,1411417.84,C
SKU_00565,297.01,4748,1410203.48,C
SKU_00818,32.11,43696,1403078.56,C
SKU_00063,181.59,7664,1391705.76,C
SKU_00828,370.06,3754,1389205.24,C
SKU_00333,62.46,22142,1382989.32,C
SKU_00053,447.94,3083,1380999.02,C
SKU_00722,37.92,36041,1366674.72,C
SKU_00859,37.53,36093,1354570.29,C
SKU_00960,45.99,29428,1353393.72,C
SKU_00288,146.84,9177,1347550.68,C
SKU_00241,477.19,2819,1345198.61,C
SKU_00656,145.47,9210,1339778.7,C
SKU_00060,197.4,6740,1330476.0,C
SKU_00030,305.73,4332,1324422.36,C
SKU_00013,110.11,12018,1323301.98,C
SKU_00057,102.01,12751,1300729.51,C
SKU_00311,43.84,29341,1286309.4400000002,C
SKU_00090,64.2,19995,1283679.0,C
SKU_00433,55.06,23216,1278272.96,C
SKU_00387,92.83,13647,1266851.01,C
SKU_00827,176.74,7152,1264044.48,C
SKU_00077,41.65,30069,1252373.8499999999,C
SKU_00374,40.24,30807,1239673.6800000002,C
SKU_00334,27.77,44513,1236126.01,C
SKU_00281,172.31,7159,1233567.29,C
SKU_00503,407.83,3020,1231646.5999999999,C
SKU_00613,45.47,27028,1228963.16,C
SKU_00599,25.23,48503,1223730.69,C
SKU_00199,391.04,3120,1220044.8,C
SKU_00331,380.13,3193,1213755.09,C
SKU_00335,25.16,47951,1206447.16,C
SKU_00299,47.25,25438,1201945.5,C
SKU_00916,150.76,7943,1197486.68,C
SKU_00239,92.67,12813,1187380.71,C
SKU_00318,82.44,14388,1186146.72,C
SKU_00959,370.33,3183,1178760.39,C
SKU_00889,125.37,9260,1160926.2,C
SKU_00792,255.41,4531,1157262.71,C
SKU_00291,23.49,49246,1156788.54,C
SKU_00428,178.7,6468,1155831.5999999999,C
SKU_00056,48.8,23610,1152168.0,C
SKU_00922,447.8,2572,1151741.6,C
SKU_00854,106.54,10717,1141789.1800000002,C
SKU_00603,48.91,23140,1131777.4,C
SKU_00058,27.39,41098,1125674.22,C
SKU_00782,129.64,8334,1080419.7599999998,C
SKU_00285,22.79,47395,1080132.05,C
SKU_00592,95.03,10931,1038772.93,C
SKU_00593,176.11,5824,1025664.6400000001,C
SKU_00292,412.19,2453,1011102.07,C
SKU_00031,89.41,11222,1003359.02,C
SKU_00392,189.15,5209,985282.35,C
SKU_00773,201.66,4860,980067.6,C
SKU_00201,46.65,20520,957258.0,C
SKU_00995,50.33,18980,955263.4,C
SKU_00096,263.75,3530,931037.5,C
SKU_00616,35.23,26255,924963.6499999999,C
SKU_00883,56.53,16114,910924.42,C
SKU_00021,74.05,12282,909482.1,C
SKU_00764,21.6,42086,909057.6000000001,C
SKU_00760,80.08,11307,905464.5599999999,C
SKU_00812,66.71,13567,905054.57,C
SKU_00117,97.35,9255,900974.25,C
SKU_00009,355.5,2521,896215.5,C
SKU_00351,428.96,2080,892236.7999999999,C
SKU_00071,103.36,8602,889102.72,C
SKU_00844,78.59,11230,882565.7000000001,C
SKU_00168,25.18,34801,876289.1799999999,C
SKU_00079,62.36,14019,874224.84,C
SKU_00874,17.57,49734,873826.38,C
SKU_00121,448.57,1928,864842.96,C
SKU_00449,46.33,18540,858958.2,C
SKU_00974,20.44,41423,846686.12,C
SKU_00237,17.04,49238,839015.5199999999,C
SKU_00379,144.52,5755,831712.6000000001,C
SKU_00514,27.38,30127,824877.26,C
SKU_00728,104.81,7861,823911.41,C
SKU_00042,22.02,37365,822777.2999999999,C
SKU_00928,318.57,2575,820317.75,C
SKU_00833,92.31,8736,806420.16,C
SKU_00354,39.93,19540,780232.2,C
SKU_00440,46.99,16469,773878.31,C
SKU_00491,311.97,2456,766198.3200000001,C
SKU_00190,51.09,14763,754241.67,C
SKU_00940,140.66,5349,752390.34,C
SKU_00988,126.97,5882,746837.54,C
SKU_00220,330.52,2239,740034.2799999999,C
SKU_00019,149.16,4906,731778.96,C
SKU_00846,47.25,15322,723964.5,C
SKU_00926,138.0,5151,710838.0,C
SKU_00487,144.08,4880,703110.4,C
SKU_00664,55.38,12695,703049.1,C
SKU_00273,457.05,1535,701571.75,C
SKU_00492,142.3,4890,695847.0,C
SKU_00619,375.39,1842,691468.38,C
SKU_00101,320.02,2150,688043.0,C
SKU_00001,475.6,1441,685339.6,C
SKU_00706,164.57,4133,680167.8099999999,C
SKU_00029,27.99,24170,676518.2999999999,C
SKU_00300,30.58,21830,667561.3999999999,C
SKU_00606,107.14,6199,664160.86,C
SKU_00957,28.25,23297,658140.25,C
SKU_00231,253.81,2569,652037.89,C
SKU_00377,16.52,38927,643074.04,C
SKU_00436,41.02,15625,640937.5,C
SKU_00476,41.53,15413,640101.89,C
SKU_00598,100.18,6376,638747.68,C
SKU_00936,14.1,45213,637503.2999999999,C
SKU_00010,15.19,39987,607402.53,C
SKU_00628,23.16,25992,601974.72,C
SKU_00741,154.18,3826,589892.68,C
SKU_00211,347.49,1691,587605.59,C
SKU_00901,18.13,32010,580341.2999999999,C
SKU_00481,349.4,1660,580004.0,C
SKU_00472,26.36,21388,563787.6799999999,C
SKU_00032,37.2,15123,562575.6000000001,C
SKU_00008,302.55,1850,559717.5,C
SKU_00486,27.5,20122,553355.0,C
SKU_00938,63.29,8633,546382.57,C
SKU_00312,17.55,30778,540153.9,C
SKU_00586,42.55,12688,539874.3999999999,C
SKU_00189,124.72,4233,527939.76,C
SKU_00518,493.7,1056,521347.2,C
SKU_00580,232.27,2213,514013.51,C
SKU_00724,289.36,1767,511299.12,C
SKU_00977,30.46,16769,510783.74,C
SKU_00323,143.57,3442,494167.94,C
SKU_00005,82.22,5995,492908.89999999997,C
SKU_00370,54.89,8882,487532.98,C
SKU_00264,439.3,1107,486305.10000000003,C
SKU_00439,45.27,10461,473569.47000000003,C
SKU_00983,42.19,11123,469279.37,C
SKU_00244,12.65,36609,463103.85000000003,C
SKU_00458,32.87,13729,451272.23,C
SKU_00640,14.94,29956,447542.64,C
SKU_00497,43.48,10281,447017.87999999995,C
SKU_00668,97.35,4570,444889.5,C
SKU_00871,139.02,3140,436522.80000000005,C
SKU_00407,10.36,41788,432923.68,C
SKU_00257,349.53,1236,432019.07999999996,C
SKU_00236,143.98,2908,418693.83999999997,C
SKU_00006,33.75,12354,416947.5,C
SKU_00100,20.56,20244,416216.63999999996,C
SKU_00701,30.65,13480,413162.0,C
SKU_00646,298.83,1339,400133.37,C
SKU_00068,41.9,9423,394823.7,C
SKU_00448,191.25,2025,387281.25,C
SKU_00470,11.02,33762,372057.24,C
SKU_00126,409.92,906,371387.52,C
SKU_00164,49.69,7387,367060.02999999997,C
SKU_00850,38.2,9535,364237.0,C
SKU_00347,27.43,12957,355410.51,C
SKU_00368,101.92,3480,354681.60000000003,C
SKU_00369,39.33,8811,346536.63,C
SKU_00145,23.26,14299,332594.74000000005,C
SKU_00563,12.2,27016,329595.19999999995,C
SKU_00898,11.44,28582,326978.07999999996,C
SKU_00930,73.98,4355,322182.9,C
SKU_00952,91.81,3474,318947.94,C
SKU_00356,18.12,17275,313023.0,C
SKU_00726,74.19,4214,312636.66,C
SKU_00576,77.8,3914,304509.2,C
SKU_00794,13.96,21727,303308.92000000004,C
SKU_00424,33.49,9005,301577.45,C
SKU_00704,36.37,8225,299143.25,C
SKU_00736,199.26,1467,292314.42,C
SKU_00982,57.77,4995,288561.15,C
SKU_00878,18.41,15096,277917.36,C
SKU_00500,350.59,761,266798.99,C
SKU_00128,8.44,29857,251993.08,C
SKU_00840,11.48,21775,249977.0,C
SKU_00626,233.95,1068,249858.59999999998,C
SKU_00371,14.02,17534,245826.68,C
SKU_00171,13.21,17774,234794.54,C
SKU_00290,20.1,11483,230808.30000000002,C
SKU_00856,23.09,9952,229791.68,C
SKU_00655,68.15,3349,228234.35,C
SKU_00557,19.25,11661,224474.25,C
SKU_00148,30.48,7314,222930.72,C
SKU_00382,316.33,626,198022.58,C
SKU_00559,312.05,625,195031.25,C
SKU_00098,17.58,10916,191903.27999999997,C
SKU_00465,190.56,999,190369.44,C
SKU_00665,80.67,2069,166906.23,C
SKU_00821,7.29,20929,152572.41,C
SKU_00610,24.46,6216,152043.36000000002,C
SKU_00332,12.12,11822,143282.63999999998,C
SKU_00630,358.11,381,136439.91,C
SKU_00515,18.05,7105,128245.25,C
SKU_00149,142.93,826,118060.18000000001,C
SKU_00868,431.58,245,105737.09999999999,C
SKU_00044,133.1,714,95033.4,C
SKU_00205,9.55,9616,91832.8,C
SKU_00772,68.11,1277,86976.47,C
SKU_00621,108.63,719,78104.97,C
SKU_00634,58.05,1158,67221.9,C
SKU_00925,16.12,3813,61465.560000000005,C
SKU_00955,194.65,307,59757.55,C
SKU_00687,143.59,402,57723.18,C
SKU_00649,251.73,225,56639.25,C
SKU_00882,14.76,2952,43571.52,C
SKU_00718,66.53,588,39119.64,C
SKU_00442,190.26,205,39003.299999999996,C
SKU_00456,10.62,3489,37053.18,C
SKU_00004,82.23,438,36016.740000000005,C
SKU_00208,7.51,2496,18744.96,C
SKU_00945,10.44,761,7944.839999999999,C
SKU_00072,7.73,645,4985.85,C
