bin_id,zone,aisle,rack,bin,x_coord,y_coord
BIN_000733,B,2,3,3,23,3
BIN_000734,B,2,3,4,23,4
BIN_000735,B,2,3,5,23,5
BIN_000736,B,2,3,6,23,6
BIN_000737,B,2,3,7,23,7
BIN_000738,B,2,3,8,23,8
BIN_000739,B,2,3,9,23,9
BIN_000740,B,2,4,0,24,0
BIN_000741,B,2,4,1,24,1
BIN_000742,B,2,4,2,24,2
BIN_000743,B,2,4,3,24,3
BIN_000744,B,2,4,4,24,4
BIN_000745,B,2,4,5,24,5
BIN_000746,B,2,4,6,24,6
BIN_000747,B,2,4,7,24,7
BIN_000748,B,2,4,8,24,8
BIN_000749,B,2,4,9,24,9
BIN_000750,B,2,5,0,25,0
BIN_000751,B,2,5,1,25,1
BIN_000752,B,2,5,2,25,2
BIN_000753,B,2,5,3,25,3
BIN_000754,B,2,5,4,25,4
BIN_000755,B,2,5,5,25,5
BIN_000756,B,2,5,6,25,6
BIN_000757,B,2,5,7,25,7
BIN_000758,B,2,5,8,25,8
BIN_000759,B,2,5,9,25,9
BIN_000760,B,2,6,0,26,0
BIN_000761,B,2,6,1,26,1
BIN_000762,B,2,6,2,26,2
BIN_000763,B,2,6,3,26,3
BIN_000764,B,2,6,4,26,4
BIN_000765,B,2,6,5,26,5
BIN_000766,B,2,6,6,26,6
BIN_000767,B,2,6,7,26,7
BIN_000768,B,2,6,8,26,8
BIN_000769,B,2,6,9,26,9
BIN_000770,B,2,7,0,27,0
BIN_000771,B,2,7,1,27,1
BIN_000772,B,2,7,2,27,2
BIN_000773,B,2,7,3,27,3
BIN_000774,B,2,7,4,27,4
BIN_000775,B,2,7,5,27,5
BIN_000776,B,2,7,6,27,6
BIN_000777,B,2,7,7,27,7
BIN_000778,B,2,7,8,27,8
BIN_000779,B,2,7,9,27,9
BIN_000780,B,2,8,0,28,0
BIN_000781,B,2,8,1,28,1
BIN_000782,B,2,8,2,28,2
BIN_000783,B,2,8,3,28,3
BIN_000784,B,2,8,4,28,4
BIN_000785,B,2,8,5,28,5
BIN_000786,B,2,8,6,28,6
BIN_000787,B,2,8,7,28,7
BIN_000788,B,2,8,8,28,8
BIN_000789,B,2,8,9,28,9
BIN_000790,B,2,9,0,29,0
BIN_000791,B,2,9,1,29,1
BIN_000792,B,2,9,2,29,2
BIN_000793,B,2,9,3,29,3
BIN_000794,B,2,9,4,29,4
BIN_000795,B,2,9,5,29,5
BIN_000796,B,2,9,6,29,6
BIN_000797,B,2,9,7,29,7
BIN_000798,B,2,9,8,29,8
BIN_000799,B,2,9,9,29,9
BIN_000800,B,3,0,0,30,0
BIN_000801,B,3,0,1,30,1
BIN_000802,B,3,0,2,30,2
BIN_000803,B,3,0,3,30,3
BIN_000804,B,3,0,4,30,4
BIN_000805,B,3,0,5,30,5
BIN_000806,B,3,0,6,30,6
BIN_000807,B,3,0,7,30,7
BIN_000808,B,3,0,8,30,8
BIN_000809,B,3,0,9,30,9
BIN_000810,B,3,1,0,31,0
BIN_000811,B,3,1,1,31,1
BIN_000812,B,3,1,2,31,2
BIN_000813,B,3,1,3,31,3
BIN_000814,B,3,1,4,31,4
BIN_000815,B,3,1,5,31,5
BIN_000816,B,3,1,6,31,6
BIN_000817,B,3,1,7,31,7
BIN_000818,B,3,1,8,31,8
BIN_000819,B,3,1,9,31,9
BIN_000820,B,3,2,0,32,0
BIN_000821,B,3,2,1,32,1
BIN_000822,B,3,2,2,32,2
BIN_000823,B,3,2,3,32,3
BIN_000824,B,3,2,4,32,4
BIN_000825,B,3,2,5,32,5
BIN_000826,B,3,2,6,32,6
BIN_000827,B,3,2,7,32,7
BIN_000828,B,3,2,8,32,8
BIN_000829,B,3,2,9,32,9
BIN_000830,B,3,3,0,33,0
BIN_000831,B,3,3,1,33,1
BIN_000832,B,3,3,2,33,2
BIN_000833,B,3,3,3,33,3
BIN_000834,B,3,3,4,33,4
BIN_000835,B,3,3,5,33,5
BIN_000836,B,3,3,6,33,6
BIN_000837,B,3,3,7,33,7
BIN_000838,B,3,3,8,33,8
BIN_000839,B,3,3,9,33,9
BIN_000840,B,3,4,0,34,0
BIN_000841,B,3,4,1,34,1
BIN_000842,B,3,4,2,34,2
BIN_000843,B,3,4,3,34,3
BIN_000844,B,3,4,4,34,4
BIN_000845,B,3,4,5,34,5
BIN_000846,B,3,4,6,34,6
BIN_000847,B,3,4,7,34,7
BIN_000848,B,3,4,8,34,8
BIN_000849,B,3,4,9,34,9
BIN_000850,B,3,5,0,35,0
BIN_000851,B,3,5,1,35,1
BIN_000852,B,3,5,2,35,2
BIN_000853,B,3,5,3,35,3
BIN_000854,B,3,5,4,35,4
BIN_000855,B,3,5,5,35,5
BIN_000856,B,3,5,6,35,6
BIN_000857,B,3,5,7,35,7
BIN_000858,B,3,5,8,35,8
BIN_000859,B,3,5,9,35,9
BIN_000860,B,3,6,0,36,0
BIN_000861,B,3,6,1,36,1
BIN_000862,B,3,6,2,36,2
BIN_000863,B,3,6,3,36,3
BIN_000864,B,3,6,4,36,4
BIN_000865,B,3,6,5,36,5
BIN_000866,B,3,6,6,36,6
BIN_000867,B,3,6,7,36,7
BIN_000868,B,3,6,8,36,8
BIN_000869,B,3,6,9,36,9
BIN_000870,B,3,7,0,37,0
BIN_000871,B,3,7,1,37,1
BIN_000872,B,3,7,2,37,2
BIN_000873,B,3,7,3,37,3
BIN_000874,B,3,7,4,37,4
BIN_000875,B,3,7,5,37,5
BIN_000876,B,3,7,6,37,6
BIN_000877,B,3,7,7,37,7
BIN_000878,B,3,7,8,37,8
BIN_000879,B,3,7,9,37,9
BIN_000880,B,3,8,0,38,0
BIN_000881,B,3,8,1,38,1
BIN_000882,B,3,8,2,38,2
BIN_000883,B,3,8,3,38,3
BIN_000884,B,3,8,4,38,4
BIN_000885,B,3,8,5,38,5
BIN_000886,B,3,8,6,38,6
BIN_000887,B,3,8,7,38,7
BIN_000888,B,3,8,8,38,8
BIN_000889,B,3,8,9,38,9
BIN_000890,B,3,9,0,39,0
BIN_000891,B,3,9,1,39,1
BIN_000892,B,3,9,2,39,2
BIN_000893,B,3,9,3,39,3
BIN_000894,B,3,9,4,39,4
BIN_000895,B,3,9,5,39,5
BIN_000896,B,3,9,6,39,6
BIN_000897,B,3,9,7,39,7
BIN_000898,B,3,9,8,39,8
BIN_000899,B,3,9,9,39,9
BIN_000900,B,4,0,0,40,0
BIN_000901,B,4,0,1,40,1
BIN_000902,B,4,0,2,40,2
BIN_000903,B,4,0,3,40,3
BIN_000904,B,4,0,4,40,4
BIN_000905,B,4,0,5,40,5
BIN_000906,B,4,0,6,40,6
BIN_000907,B,4,0,7,40,7
BIN_000908,B,4,0,8,40,8
BIN_000909,B,4,0,9,40,9
BIN_000910,B,4,1,0,41,0
BIN_000911,B,4,1,1,41,1
BIN_000912,B,4,1,2,41,2
BIN_000913,B,4,1,3,41,3
BIN_000914,B,4,1,4,41,4
BIN_000915,B,4,1,5,41,5
BIN_000916,B,4,1,6,41,6
BIN_000917,B,4,1,7,41,7
BIN_000918,B,4,1,8,41,8
BIN_000919,B,4,1,9,41,9
BIN_000920,B,4,2,0,42,0
BIN_000921,B,4,2,1,42,1
BIN_000922,B,4,2,2,42,2
BIN_000923,B,4,2,3,42,3
BIN_000924,B,4,2,4,42,4
BIN_000925,B,4,2,5,42,5
BIN_000926,B,4,2,6,42,6
BIN_000927,B,4,2,7,42,7
BIN_000928,B,4,2,8,42,8
BIN_000929,B,4,2,9,42,9
BIN_000930,B,4,3,0,43,0
BIN_000931,B,4,3,1,43,1
BIN_000932,B,4,3,2,43,2
BIN_000933,B,4,3,3,43,3
BIN_000934,B,4,3,4,43,4
BIN_000935,B,4,3,5,43,5
BIN_000936,B,4,3,6,43,6
BIN_000937,B,4,3,7,43,7
BIN_000938,B,4,3,8,43,8
BIN_000939,B,4,3,9,43,9
BIN_000940,B,4,4,0,44,0
BIN_000941,B,4,4,1,44,1
BIN_000942,B,4,4,2,44,2
BIN_000943,B,4,4,3,44,3
BIN_000944,B,4,4,4,44,4
BIN_000945,B,4,4,5,44,5
BIN_000946,B,4,4,6,44,6
BIN_000947,B,4,4,7,44,7
BIN_000948,B,4,4,8,44,8
BIN_000949,B,4,4,9,44,9
BIN_000950,B,4,5,0,45,0
BIN_000951,B,4,5,1,45,1
BIN_000952,B,4,5,2,45,2
BIN_000953,B,4,5,3,45,3
BIN_000954,B,4,5,4,45,4
BIN_000955,B,4,5,5,45,5
BIN_000956,B,4,5,6,45,6
BIN_000957,B,4,5,7,45,7
BIN_000958,B,4,5,8,45,8
BIN_000959,B,4,5,9,45,9
BIN_000960,B,4,6,0,46,0
BIN_000961,B,4,6,1,46,1
BIN_000962,B,4,6,2,46,2
BIN_000963,B,4,6,3,46,3
BIN_000964,B,4,6,4,46,4
BIN_000965,B,4,6,5,46,5
BIN_000966,B,4,6,6,46,6
BIN_000967,B,4,6,7,46,7
BIN_000968,B,4,6,8,46,8
BIN_000969,B,4,6,9,46,9
BIN_000970,B,4,7,0,47,0
BIN_000971,B,4,7,1,47,1
BIN_000972,B,4,7,2,47,2
BIN_000973,B,4,7,3,47,3
BIN_000974,B,4,7,4,47,4
BIN_000975,B,4,7,5,47,5
BIN_000976,B,4,7,6,47,6
BIN_000977,B,4,7,7,47,7
BIN_000978,B,4,7,8,47,8
BIN_000979,B,4,7,9,47,9
BIN_000980,B,4,8,0,48,0
BIN_000981,B,4,8,1,48,1
BIN_000982,B,4,8,2,48,2
BIN_000983,B,4,8,3,48,3
BIN_000984,B,4,8,4,48,4
BIN_000985,B,4,8,5,48,5
BIN_000986,B,4,8,6,48,6
BIN_000987,B,4,8,7,48,7
BIN_000988,B,4,8,8,48,8
BIN_000989,B,4,8,9,48,9
BIN_000990,B,4,9,0,49,0
BIN_000991,B,4,9,1,49,1
BIN_000992,B,4,9,2,49,2
BIN_000993,B,4,9,3,49,3
BIN_000994,B,4,9,4,49,4
BIN_000995,B,4,9,5,49,5
BIN_000996,B,4,9,6,49,6
BIN_000997,B,4,9,7,49,7
BIN_000998,B,4,9,8,49,8
BIN_000999,B,4,9,9,49,9
BIN_001000,C,0,0,0,0,0
BIN_001001,C,0,0,1,0,1
BIN_001002,C,0,0,2,0,2
BIN_001003,C,0,0,3,0,3
BIN_001004,C,0,0,4,0,4
BIN_001005,C,0,0,5,0,5
BIN_001006,C,0,0,6,0,6
BIN_001007,C,0,0,7,0,7
BIN_001008,C,0,0,8,0,8
BIN_001009,C,0,0,9,0,9
BIN_001010,C,0,1,0,1,0
BIN_001011,C,0,1,1,1,1
BIN_001012,C,0,1,2,1,2
BIN_001013,C,0,1,3,1,3
BIN_001014,C,0,1,4,1,4
BIN_001015,C,0,1,5,1,5
BIN_001016,C,0,1,6,1,6
BIN_001017,C,0,1,7,1,7
BIN_001018,C,0,1,8,1,8
BIN_001019,C,0,1,9,1,9
BIN_001020,C,0,2,0,2,0
BIN_001021,C,0,2,1,2,1
BIN_001022,C,0,2,2,2,2
BIN_001023,C,0,2,3,2,3
BIN_001024,C,0,2,4,2,4
BIN_001025,C,0,2,5,2,5
BIN_001026,C,0,2,6,2,6
BIN_001027,C,0,2,7,2,7
BIN_001028,C,0,2,8,2,8
BIN_001029,C,0,2,9,2,9
BIN_001030,C,0,3,0,3,0
BIN_001031,C,0,3,1,3,1
BIN_001032,C,0,3,2,3,2
BIN_001033,C,0,3,3,3,3
BIN_001034,C,0,3,4,3,4
BIN_001035,C,0,3,5,3,5
BIN_001036,C,0,3,6,3,6
BIN_001037,C,0,3,7,3,7
BIN_001038,C,0,3,8,3,8
BIN_001039,C,0,3,9,3,9
BIN_001040,C,0,4,0,4,0
BIN_001041,C,0,4,1,4,1
BIN_001042,C,0,4,2,4,2
BIN_001043,C,0,4,3,4,3
BIN_001044,C,0,4,4,4,4
BIN_001045,C,0,4,5,4,5
BIN_001046,C,0,4,6,4,6
BIN_001047,C,0,4,7,4,7
BIN_001048,C,0,4,8,4,8
BIN_001049,C,0,4,9,4,9
BIN_001050,C,0,5,0,5,0
BIN_001051,C,0,5,1,5,1
BIN_001052,C,0,5,2,5,2
BIN_001053,C,0,5,3,5,3
BIN_001054,C,0,5,4,5,4
BIN_001055,C,0,5,5,5,5
BIN_001056,C,0,5,6,5,6
BIN_001057,C,0,5,7,5,7
BIN_001058,C,0,5,8,5,8
BIN_001059,C,0,5,9,5,9
BIN_001060,C,0,6,0,6,0
BIN_001061,C,0,6,1,6,1
BIN_001062,C,0,6,2,6,2
BIN_001063,C,0,6,3,6,3
BIN_001064,C,0,6,4,6,4
BIN_001065,C,0,6,5,6,5
BIN_001066,C,0,6,6,6,6
BIN_001067,C,0,6,7,6,7
BIN_001068,C,0,6,8,6,8
BIN_001069,C,0,6,9,6,9
BIN_001070,C,0,7,0,7,0
BIN_001071,C,0,7,1,7,1
BIN_001072,C,0,7,2,7,2
BIN_001073,C,0,7,3,7,3
BIN_001074,C,0,7,4,7,4
BIN_001075,C,0,7,5,7,5
BIN_001076,C,0,7,6,7,6
BIN_001077,C,0,7,7,7,7
BIN_001078,C,0,7,8,7,8
BIN_001079,C,0,7,9,7,9
BIN_001080,C,0,8,0,8,0
BIN_001081,C,0,8,1,8,1
BIN_001082,C,0,8,2,8,2
BIN_001083,C,0,8,3,8,3
BIN_001084,C,0,8,4,8,4
BIN_001085,C,0,8,5,8,5
BIN_001086,C,0,8,6,8,6
BIN_001087,C,0,8,7,8,7
BIN_001088,C,0,8,8,8,8
BIN_001089,C,0,8,9,8,9
BIN_001090,C,0,9,0,9,0
BIN_001091,C,0,9,1,9,1
BIN_001092,C,0,9,2,9,2
BIN_001093,C,0,9,3,9,3
BIN_001094,C,0,9,4,9,4
BIN_001095,C,0,9,5,9,5
BIN_001096,C,0,9,6,9,6
BIN_001097,C,0,9,7,9,7
BIN_001098,C,0,9,8,9,8
BIN_001099,C,0,9,9,9,9
BIN_001100,C,1,0,0,10,0
BIN_001101,C,1,0,1,10,1
BIN_001102,C,1,0,2,10,2
BIN_001103,C,1,0,3,10,3
BIN_001104,C,1,0,4,10,4
BIN_001105,C,1,0,5,10,5
BIN_001106,C,1,0,6,10,6
BIN_001107,C,1,0,7,10,7
BIN_001108,C,1,0,8,10,8
BIN_001109,C,1,0,9,10,9
BIN_001110,C,1,1,0,11,0
BIN_001111,C,1,1,1,11,1
BIN_001112,C,1,1,2,11,2
BIN_001113,C,1,1,3,11,3
BIN_001114,C,1,1,4,11,4
BIN_001115,C,1,1,5,11,5
BIN_001116,C,1,1,6,11,6
BIN_001117,C,1,1,7,11,7
BIN_001118,C,1,1,8,11,8
BIN_001119,C,1,1,9,11,9
BIN_001120,C,1,2,0,12,0
BIN_001121,C,1,2,1,12,1
BIN_001122,C,1,2,2,12,2
BIN_001123,C,1,2,3,12,3
BIN_001124,C,1,2,4,12,4
BIN_001125,C,1,2,5,12,5
BIN_001126,C,1,2,6,12,6
BIN_001127,C,1,2,7,12,7
BIN_001128,C,1,2,8,12,8
BIN_001129,C,1,2,9,12,9
BIN_001130,C,1,3,0,13,0
BIN_001131,C,1,3,1,13,1
BIN_001132,C,1,3,2,13,2
BIN_001133,C,1,3,3,13,3
BIN_001134,C,1,3,4,13,4
BIN_001135,C,1,3,5,13,5
BIN_001136,C,1,3,6,13,6
BIN_001137,C,1,3,7,13,7
BIN_001138,C,1,3,8,13,8
BIN_001139,C,1,3,9,13,9
BIN_001140,C,1,4,0,14,0
BIN_001141,C,1,4,1,14,1
BIN_001142,C,1,4,2,14,2
BIN_001143,C,1,4,3,14,3
BIN_001144,C,1,4,4,14,4
BIN_001145,C,1,4,5,14,5
BIN_001146,C,1,4,6,14,6
BIN_001147,C,1,4,7,14,7
BIN_001148,C,1,4,8,14,8
BIN_001149,C,1,4,9,14,9
BIN_001150,C,1,5,0,15,0
BIN_001151,C,1,5,1,15,1
BIN_001152,C,1,5,2,15,2
BIN_001153,C,1,5,3,15,3
BIN_001154,C,1,5,4,15,4
BIN_001155,C,1,5,5,15,5
BIN_001156,C,1,5,6,15,6
BIN_001157,C,1,5,7,15,7
BIN_001158,C,1,5,8,15,8
BIN_001159,C,1,5,9,15,9
BIN_001160,C,1,6,0,16,0
BIN_001161,C,1,6,1,16,1
BIN_001162,C,1,6,2,16,2
BIN_001163,C,1,6,3,16,3
BIN_001164,C,1,6,4,16,4
BIN_001165,C,1,6,5,16,5
BIN_001166,C,1,6,6,16,6
BIN_001167,C,1,6,7,16,7
BIN_001168,C,1,6,8,16,8
BIN_001169,C,1,6,9,16,9
BIN_001170,C,1,7,0,17,0
BIN_001171,C,1,7,1,17,1
BIN_001172,C,1,7,2,17,2
BIN_001173,C,1,7,3,17,3
BIN_001174,C,1,7,4,17,4
BIN_001175,C,1,7,5,17,5
BIN_001176,C,1,7,6,17,6
BIN_001177,C,1,7,7,17,7
BIN_001178,C,1,7,8,17,8
BIN_001179,C,1,7,9,17,9
BIN_001180,C,1,8,0,18,0
BIN_001181,C,1,8,1,18,1
BIN_001182,C,1,8,2,18,2
BIN_001183,C,1,8,3,18,3
BIN_001184,C,1,8,4,18,4
BIN_001185,C,1,8,5,18,5
BIN_001186,C,1,8,6,18,6
BIN_001187,C,1,8,7,18,7
BIN_001188,C,1,8,8,18,8
BIN_001189,C,1,8,9,18,9
BIN_001190,C,1,9,0,19,0
BIN_001191,C,1,9,1,19,1
BIN_001192,C,1,9,2,19,2
BIN_001193,C,1,9,3,19,3
BIN_001194,C,1,9,4,19,4
BIN_001195,C,1,9,5,19,5
BIN_001196,C,1,9,6,19,6
BIN_001197,C,1,9,7,19,7
BIN_001198,C,1,9,8,19,8
BIN_001199,C,1,9,9,19,9
BIN_001200,C,2,0,0,20,0
BIN_001201,C,2,0,1,20,1
BIN_001202,C,2,0,2,20,2
BIN_001203,C,2,0,3,20,3
BIN_001204,C,2,0,4,20,4
BIN_001205,C,2,0,5,20,5
BIN_001206,C,2,0,6,20,6
BIN_001207,C,2,0,7,20,7
BIN_001208,C,2,0,8,20,8
BIN_001209,C,2,0,9,20,9
BIN_001210,C,2,1,0,21,0
BIN_001211,C,2,1,1,21,1
BIN_001212,C,2,1,2,21,2
BIN_001213,C,2,1,3,21,3
BIN_001214,C,2,1,4,21,4
BIN_001215,C,2,1,5,21,5
BIN_001216,C,2,1,6,21,6
BIN_001217,C,2,1,7,21,7
BIN_001218,C,2,1,8,21,8
BIN_001219,C,2,1,9,21,9
BIN_001220,C,2,2,0,22,0
BIN_001221,C,2,2,1,22,1
BIN_001222,C,2,2,2,22,2
BIN_001223,C,2,2,3,22,3
BIN_001224,C,2,2,4,22,4
BIN_001225,C,2,2,5,22,5
BIN_001226,C,2,2,6,22,6
BIN_001227,C,2,2,7,22,7
BIN_001228,C,2,2,8,22,8
BIN_001229,C,2,2,9,22,9
BIN_001230,C,2,3,0,23,0
BIN_001231,C,2,3,1,23,1
BIN_001232,C,2,3,2,23,2
BIN_001233,C,2,3,3,23,3
BIN_001234,C,2,3,4,23,4
BIN_001235,C,2,3,5,23,5
BIN_001236,C,2,3,6,23,6
BIN_001237,C,2,3,7,23,7
BIN_001238,C,2,3,8,23,8
BIN_001239,C,2,3,9,23,9
BIN_001240,C,2,4,0,24,0
BIN_001241,C,2,4,1,24,1
BIN_001242,C,2,4,2,24,2
BIN_001243,C,2,4,3,24,3
BIN_001244,C,2,4,4,24,4
BIN_001245,C,2,4,5,24,5
BIN_001246,C,2,4,6,24,6
BIN_001247,C,2,4,7,24,7
BIN_001248,C,2,4,8,24,8
BIN_001249,C,2,4,9,24,9
BIN_001250,C,2,5,0,25,0
BIN_001251,C,2,5,1,25,1
BIN_001252,C,2,5,2,25,2
BIN_001253,C,2,5,3,25,3
BIN_001254,C,2,5,4,25,4
BIN_001255,C,2,5,5,25,5
BIN_001256,C,2,5,6,25,6
BIN_001257,C,2,5,7,25,7
BIN_001258,C,2,5,8,25,8
BIN_001259,C,2,5,9,25,9
BIN_001260,C,2,6,0,26,0
BIN_001261,C,2,6,1,26,1
BIN_001262,C,2,6,2,26,2
BIN_001263,C,2,6,3,26,3
BIN_001264,C,2,6,4,26,4
BIN_001265,C,2,6,5,26,5
BIN_001266,C,2,6,6,26,6
BIN_001267,C,2,6,7,26,7
BIN_001268,C,2,6,8,26,8
BIN_001269,C,2,6,9,26,9
BIN_001270,C,2,7,0,27,0
BIN_001271,C,2,7,1,27,1
BIN_001272,C,2,7,2,27,2
BIN_001273,C,2,7,3,27,3
BIN_001274,C,2,7,4,27,4
BIN_001275,C,2,7,5,27,5
BIN_001276,C,2,7,6,27,6
BIN_001277,C,2,7,7,27,7
BIN_001278,C,2,7,8,27,8
BIN_001279,C,2,7,9,27,9
BIN_001280,C,2,8,0,28,0
BIN_001281,C,2,8,1,28,1
BIN_001282,C,2,8,2,28,2
BIN_001283,C,2,8,3,28,3
BIN_001284,C,2,8,4,28,4
BIN_001285,C,2,8,5,28,5
BIN_001286,C,2,8,6,28,6
BIN_001287,C,2,8,7,28,7
BIN_001288,C,2,8,8,28,8
BIN_001289,C,2,8,9,28,9
BIN_001290,C,2,9,0,29,0
BIN_001291,C,2,9,1,29,1
BIN_001292,C,2,9,2,29,2
BIN_001293,C,2,9,3,29,3
BIN_001294,C,2,9,4,29,4
BIN_001295,C,2,9,5,29,5
BIN_001296,C,2,9,6,29,6
BIN_001297,C,2,9,7,29,7
BIN_001298,C,2,9,8,29,8
BIN_001299,C,2,9,9,29,9
BIN_001300,C,3,0,0,30,0
BIN_001301,C,3,0,1,30,1
BIN_001302,C,3,0,2,30,2
BIN_001303,C,3,0,3,30,3
BIN_001304,C,3,0,4,30,4
BIN_001305,C,3,0,5,30,5
BIN_001306,C,3,0,6,30,6
BIN_001307,C,3,0,7,30,7
BIN_001308,C,3,0,8,30,8
BIN_001309,C,3,0,9,30,9
BIN_001310,C,3,1,0,31,0
BIN_001311,C,3,1,1,31,1
BIN_001312,C,3,1,2,31,2
BIN_001313,C,3,1,3,31,3
BIN_001314,C,3,1,4,31,4
BIN_001315,C,3,1,5,31,5
BIN_001316,C,3,1,6,31,6
BIN_001317,C,3,1,7,31,7
BIN_001318,C,3,1,8,31,8
BIN_001319,C,3,1,9,31,9
BIN_001320,C,3,2,0,32,0
BIN_001321,C,3,2,1,32,1
BIN_001322,C,3,2,2,32,2
BIN_001323,C,3,2,3,32,3
BIN_001324,C,3,2,4,32,4
BIN_001325,C,3,2,5,32,5
BIN_001326,C,3,2,6,32,6
BIN_001327,C,3,2,7,32,7
BIN_001328,C,3,2,8,32,8
BIN_001329,C,3,2,9,32,9
BIN_001330,C,3,3,0,33,0
BIN_001331,C,3,3,1,33,1
BIN_001332,C,3,3,2,33,2
BIN_001333,C,3,3,3,33,3
BIN_001334,C,3,3,4,33,4
BIN_001335,C,3,3,5,33,5
BIN_001336,C,3,3,6,33,6
BIN_001337,C,3,3,7,33,7
BIN_001338,C,3,3,8,33,8
BIN_001339,C,3,3,9,33,9
BIN_001340,C,3,4,0,34,0
BIN_001341,C,3,4,1,34,1
BIN_001342,C,3,4,2,34,2
BIN_001343,C,3,4,3,34,3
BIN_001344,C,3,4,4,34,4
BIN_001345,C,3,4,5,34,5
BIN_001346,C,3,4,6,34,6
BIN_001347,C,3,4,7,34,7
BIN_001348,C,3,4,8,34,8
BIN_001349,C,3,4,9,34,9
BIN_001350,C,3,5,0,35,0
BIN_001351,C,3,5,1,35,1
BIN_001352,C,3,5,2,35,2
BIN_001353,C,3,5,3,35,3
BIN_001354,C,3,5,4,35,4
BIN_001355,C,3,5,5,35,5
BIN_001356,C,3,5,6,35,6
BIN_001357,C,3,5,7,35,7
BIN_001358,C,3,5,8,35,8
BIN_001359,C,3,5,9,35,9
BIN_001360,C,3,6,0,36,0
BIN_001361,C,3,6,1,36,1
BIN_001362,C,3,6,2,36,2
BIN_001363,C,3,6,3,36,3
BIN_001364,C,3,6,4,36,4
BIN_001365,C,3,6,5,36,5
BIN_001366,C,3,6,6,36,6
BIN_001367,C,3,6,7,36,7
BIN_001368,C,3,6,8,36,8
BIN_001369,C,3,6,9,36,9
BIN_001370,C,3,7,0,37,0
BIN_001371,C,3,7,1,37,1
BIN_001372,C,3,7,2,37,2
BIN_001373,C,3,7,3,37,3
BIN_001374,C,3,7,4,37,4
BIN_001375,C,3,7,5,37,5
BIN_001376,C,3,7,6,37,6
BIN_001377,C,3,7,7,37,7
BIN_001378,C,3,7,8,37,8
BIN_001379,C,3,7,9,37,9
BIN_001380,C,3,8,0,38,0
BIN_001381,C,3,8,1,38,1
BIN_001382,C,3,8,2,38,2
BIN_001383,C,3,8,3,38,3
BIN_001384,C,3,8,4,38,4
BIN_001385,C,3,8,5,38,5
BIN_001386,C,3,8,6,38,6
BIN_001387,C,3,8,7,38,7
BIN_001388,C,3,8,8,38,8
BIN_001389,C,3,8,9,38,9
BIN_001390,C,3,9,0,39,0
BIN_001391,C,3,9,1,39,1
BIN_001392,C,3,9,2,39,2
BIN_001393,C,3,9,3,39,3
BIN_001394,C,3,9,4,39,4
BIN_001395,C,3,9,5,39,5
BIN_001396,C,3,9,6,39,6
BIN_001397,C,3,9,7,39,7
BIN_001398,C,3,9,8,39,8
BIN_001399,C,3,9,9,39,9
BIN_001400,C,4,0,0,40,0
BIN_001401,C,4,0,1,40,1
BIN_001402,C,4,0,2,40,2
BIN_001403,C,4,0,3,40,3
BIN_001404,C,4,0,4,40,4
BIN_001405,C,4,0,5,40,5
BIN_001406,C,4,0,6,40,6
BIN_001407,C,4,0,7,40,7
BIN_001408,C,4,0,8,40,8
BIN_001409,C,4,0,9,40,9
BIN_001410,C,4,1,0,41,0
BIN_001411,C,4,1,1,41,1
BIN_001412,C,4,1,2,41,2
BIN_001413,C,4,1,3,41,3
BIN_001414,C,4,1,4,41,4
BIN_001415,C,4,1,5,41,5
BIN_001416,C,4,1,6,41,6
BIN_001417,C,4,1,7,41,7
BIN_001418,C,4,1,8,41,8
BIN_001419,C,4,1,9,41,9
BIN_001420,C,4,2,0,42,0
BIN_001421,C,4,2,1,42,1
BIN_001422,C,4,2,2,42,2
BIN_001423,C,4,2,3,42,3
BIN_001424,C,4,2,4,42,4
BIN_001425,C,4,2,5,42,5
BIN_001426,C,4,2,6,42,6
BIN_001427,C,4,2,7,42,7
BIN_001428,C,4,2,8,42,8
BIN_001429,C,4,2,9,42,9
BIN_001430,C,4,3,0,43,0
BIN_001431,C,4,3,1,43,1
BIN_001432,C,4,3,2,43,2
BIN_001433,C,4,3,3,43,3
BIN_001434,C,4,3,4,43,4
BIN_001435,C,4,3,5,43,5
BIN_001436,C,4,3,6,43,6
BIN_001437,C,4,3,7,43,7
BIN_001438,C,4,3,8,43,8
BIN_001439,C,4,3,9,43,9
BIN_001440,C,4,4,0,44,0
BIN_001441,C,4,4,1,44,1
BIN_001442,C,4,4,2,44,2
BIN_001443,C,4,4,3,44,3
BIN_001444,C,4,4,4,44,4
BIN_001445,C,4,4,5,44,5
BIN_001446,C,4,4,6,44,6
BIN_001447,C,4,4,7,44,7
BIN_001448,C,4,4,8,44,8
BIN_001449,C,4,4,9,44,9
BIN_001450,C,4,5,0,45,0
BIN_001451,C,4,5,1,45,1
BIN_001452,C,4,5,2,45,2
BIN_001453,C,4,5,3,45,3
BIN_001454,C,4,5,4,45,4
BIN_001455,C,4,5,5,45,5
BIN_001456,C,4,5,6,45,6
BIN_001457,C,4,5,7,45,7
BIN_001458,C,4,5,8,45,8
BIN_001459,C,4,5,9,45,9
BIN_001460,C,4,6,0,46,0
BIN_001461,C,4,6,1,46,1
BIN_001462,C,4,6,2,46,2
BIN_001463,C,4,6,3,46,3
BIN_001464,C,4,6,4,46,4
BIN_001465,C,4,6,5,46,5
BIN_001466,C,4,6,6,46,6
BIN_001467,C,4,6,7,46,7
