sku_id,bin_id,on_hand_qty,reorder_point,safety_stock
SKU_00975,BIN_000875,472,492,82
SKU_00653,BIN_000190,4682,831,172
SKU_00900,BIN_000961,1894,997,259
SKU_00123,BIN_001008,3314,890,345
SKU_00587,BIN_001080,1224,624,82
SKU_00047,BIN_001069,1891,918,314
SKU_00590,BIN_000213,4162,983,131
SKU_00985,BIN_001497,225,670,161
SKU_00422,BIN_000687,3726,624,439
SKU_00967,BIN_000162,3616,516,155
SKU_00372,BIN_001092,3227,782,299
SKU_00218,BIN_000066,3107,914,353
SKU_00330,BIN_000847,922,584,494
SKU_00750,BIN_000059,4515,451,136
SKU_00562,BIN_000240,781,428,195
SKU_00346,BIN_000532,875,576,284
SKU_00014,BIN_000674,1672,479,483
SKU_00297,BIN_001250,417,521,191
SKU_00283,BIN_000998,2187,283,444
SKU_00038,BIN_000251,4942,325,335
SKU_00919,BIN_000112,4342,811,137
SKU_00353,BIN_001181,1596,782,439
SKU_00676,BIN_000529,1002,961,197
SKU_00805,BIN_000236,1269,239,158
SKU_00837,BIN_000893,1087,135,110
SKU_00708,BIN_000231,1738,271,136
SKU_00214,BIN_001040,3737,800,328
SKU_00287,BIN_000419,2898,340,134
SKU_00867,BIN_000000,2305,316,108
SKU_00460,BIN_000411,913,621,331
SKU_00809,BIN_000864,853,956,89
SKU_00694,BIN_000706,2400,601,197
SKU_00243,BIN_000859,4511,860,169
SKU_00933,BIN_000053,1285,135,51
SKU_00284,BIN_001058,3067,223,444
SKU_00454,BIN_001417,1085,972,199
SKU_00434,BIN_000976,840,339,424
SKU_00260,BIN_001180,4104,615,164
SKU_00830,BIN_001157,3027,886,374
SKU_00602,BIN_001248,3741,862,333
SKU_00650,BIN_001467,2547,867,384
SKU_00163,BIN_000826,4148,680,456
SKU_00066,BIN_001384,1892,854,334
SKU_00147,BIN_001132,4805,405,240
SKU_00339,BIN_000225,1719,795,418
SKU_00111,BIN_000991,3065,964,411
SKU_00754,BIN_000512,4955,918,63
SKU_00681,BIN_000379,2605,113,111
SKU_00306,BIN_001160,567,605,161
SKU_00265,BIN_001349,3321,141,412
SKU_00696,BIN_001195,2176,522,464
SKU_00682,BIN_001260,4030,614,397
SKU_00617,BIN_000005,815,222,393
SKU_00601,BIN_000885,3218,687,214
SKU_00897,BIN_000035,2426,219,418
SKU_00965,BIN_001086,2132,663,142
SKU_00530,BIN_000301,2686,678,172
SKU_00776,BIN_000572,3027,479,267
SKU_00391,BIN_000248,1866,411,450
SKU_00254,BIN_001223,1982,895,219
SKU_00099,BIN_001285,718,907,440
SKU_00672,BIN_000855,4793,406,265
SKU_00468,BIN_000014,2771,566,307
SKU_00895,BIN_000090,3792,761,92
SKU_00712,BIN_000265,659,614,459
SKU_00841,BIN_000589,3243,936,386
SKU_00571,BIN_000802,3853,288,300
SKU_00320,BIN_000432,549,219,464
SKU_00832,BIN_001202,3878,560,229
SKU_00411,BIN_001370,2325,180,345
SKU_00192,BIN_000650,3662,912,488
SKU_00037,BIN_000278,3256,918,316
SKU_00202,BIN_001097,4836,962,395
SKU_00278,BIN_000485,2924,876,70
SKU_00858,BIN_000285,2591,667,451
SKU_00969,BIN_001300,399,468,278
SKU_00539,BIN_001193,4279,440,404
SKU_00746,BIN_001078,742,349,443
SKU_00345,BIN_000972,1796,193,443
SKU_00620,BIN_000611,3940,130,208
SKU_00181,BIN_000233,2595,961,194
SKU_00109,BIN_001288,4826,727,141
SKU_00711,BIN_001113,4477,831,170
SKU_00429,BIN_000666,176,956,285
SKU_00443,BIN_000504,1343,168,87
SKU_00775,BIN_000657,2515,748,139
SKU_00466,BIN_001328,3671,727,166
SKU_00193,BIN_000787,1639,100,138
SKU_00179,BIN_000766,1804,231,339
SKU_00259,BIN_001104,4989,197,60
SKU_00166,BIN_001294,2193,387,372
SKU_00080,BIN_001312,801,638,64
SKU_00400,BIN_001376,2990,729,188
SKU_00040,BIN_001196,3048,230,150
SKU_00735,BIN_001096,942,477,375
SKU_00253,BIN_000781,1829,449,475
SKU_00834,BIN_001034,3114,861,350
SKU_00222,BIN_000238,241,757,186
SKU_00528,BIN_001415,1653,920,85
SKU_00770,BIN_000052,345,698,187
SKU_00459,BIN_001172,3677,477,468
SKU_00209,BIN_001229,1378,289,143
SKU_00132,BIN_000028,3959,107,296
SKU_00441,BIN_000469,1671,876,241
SKU_00753,BIN_000874,2306,927,399
SKU_00641,BIN_001263,3709,336,397
SKU_00230,BIN_001091,1166,481,378
SKU_00083,BIN_000336,3092,975,197
SKU_00899,BIN_001373,4115,500,69
SKU_00409,BIN_000624,2074,574,134
SKU_00669,BIN_000696,2068,155,100
SKU_00864,BIN_000467,60,605,338
SKU_00667,BIN_000617,4033,204,84
SKU_00924,BIN_001295,468,656,436
SKU_00114,BIN_000891,3429,480,487
SKU_00383,BIN_000222,4203,704,71
SKU_00875,BIN_001187,4936,414,256
SKU_00654,BIN_000126,4947,261,335
SKU_00542,BIN_001199,811,286,69
SKU_00908,BIN_001045,2879,268,161
SKU_00888,BIN_001477,4140,855,209
SKU_00151,BIN_001319,3532,428,321
SKU_00152,BIN_000993,4188,252,51
SKU_00565,BIN_000757,3027,996,96
SKU_00818,BIN_001453,2389,128,182
SKU_00063,BIN_000774,4413,808,146
SKU_00828,BIN_001224,3530,309,467
SKU_00333,BIN_001372,917,148,478
SKU_00053,BIN_000156,1914,263,163
SKU_00722,BIN_000439,2745,823,178
SKU_00859,BIN_000024,3903,549,459
SKU_00960,BIN_000011,4184,856,460
SKU_00288,BIN_001044,3498,464,467
SKU_00241,BIN_001122,4463,669,109
SKU_00656,BIN_000044,1415,656,466
SKU_00060,BIN_000978,728,924,143
SKU_00030,BIN_001275,598,912,104
SKU_00013,BIN_001352,607,160,458
SKU_00057,BIN_000540,4826,871,421
SKU_00311,BIN_000091,4668,970,395
SKU_00090,BIN_001102,1182,945,406
SKU_00433,BIN_000145,4116,414,365
SKU_00387,BIN_000895,615,262,142
SKU_00827,BIN_000735,835,563,317
SKU_00077,BIN_001155,944,991,429
SKU_00374,BIN_001389,3287,303,113
SKU_00334,BIN_000434,3836,641,190
SKU_00281,BIN_000568,994,950,169
SKU_00503,BIN_001029,3743,889,255
SKU_00613,BIN_000882,471,815,72
SKU_00599,BIN_000269,4800,296,274
SKU_00199,BIN_001161,3766,480,423
SKU_00331,BIN_001094,2152,560,325
SKU_00335,BIN_000114,581,548,170
SKU_00299,BIN_001221,1697,940,150
SKU_00916,BIN_001236,3757,100,185
SKU_00239,BIN_000047,4052,800,370
SKU_00318,BIN_000349,2598,852,259
SKU_00959,BIN_000870,76,970,306
SKU_00889,BIN_000548,3475,551,441
SKU_00792,BIN_000475,3471,823,84
SKU_00291,BIN_001103,1830,376,270
SKU_00428,BIN_000357,3344,718,159
SKU_00056,BIN_000431,3773,312,231
SKU_00922,BIN_000391,1247,664,246
SKU_00854,BIN_000786,2078,470,311
SKU_00603,BIN_000340,1187,954,348
SKU_00058,BIN_000316,3327,579,406
SKU_00782,BIN_001159,4845,933,228
SKU_00285,BIN_000082,442,648,374
SKU_00592,BIN_000373,2417,198,95
SKU_00593,BIN_000308,1666,708,452
SKU_00292,BIN_000960,1878,730,381
SKU_00031,BIN_001257,2666,324,213
SKU_00392,BIN_001232,1548,934,417
SKU_00773,BIN_000720,694,216,199
SKU_00201,BIN_000159,460,835,279
SKU_00995,BIN_000820,2293,251,439
SKU_00096,BIN_000670,506,419,312
SKU_00616,BIN_000831,999,242,126
SKU_00883,BIN_000997,2903,728,121
SKU_00021,BIN_001258,453,336,449
SKU_00764,BIN_001112,1170,856,168
SKU_00760,BIN_001306,4498,835,112
SKU_00812,BIN_001428,3142,390,115
SKU_00117,BIN_000630,1156,114,460
SKU_00009,BIN_000653,1711,319,303
SKU_00351,BIN_000554,2581,146,183
SKU_00071,BIN_000934,4229,319,76
SKU_00844,BIN_000527,262,838,491
SKU_00168,BIN_001478,3705,438,340
SKU_00079,BIN_000988,3226,373,115
SKU_00874,BIN_000407,318,286,279
SKU_00121,BIN_001203,1648,703,347
SKU_00449,BIN_000979,4013,731,401
SKU_00974,BIN_001171,2046,864,362
SKU_00237,BIN_000599,255,150,246
SKU_00379,BIN_000490,117,806,394
SKU_00514,BIN_000796,63,403,184
SKU_00728,BIN_000894,873,642,94
SKU_00042,BIN_000499,1348,249,144
SKU_00928,BIN_001037,566,985,212
SKU_00833,BIN_001019,2528,203,62
SKU_00354,BIN_000741,3727,889,375
SKU_00440,BIN_000958,2308,291,399
SKU_00491,BIN_001077,987,509,299
SKU_00190,BIN_000477,1340,604,291
SKU_00940,BIN_000374,2797,173,112
SKU_00988,BIN_000294,4846,530,233
SKU_00220,BIN_001156,1381,397,322
SKU_00019,BIN_001049,1559,128,296
SKU_00846,BIN_000698,1382,606,109
SKU_00926,BIN_000347,598,771,246
SKU_00487,BIN_000122,1400,280,341
SKU_00664,BIN_000970,4917,702,287
SKU_00273,BIN_001114,3353,751,60
SKU_00492,BIN_000943,1395,100,153
SKU_00619,BIN_001329,1008,515,62
SKU_00101,BIN_000762,1898,925,439
SKU_00001,BIN_000908,3750,975,82
SKU_00706,BIN_000551,888,721,228
SKU_00029,BIN_000445,730,305,280
SKU_00300,BIN_000559,3240,298,118
SKU_00606,BIN_001079,3292,707,208
SKU_00957,BIN_000260,4281,964,420
SKU_00231,BIN_001289,4703,142,146
SKU_00377,BIN_000518,1171,582,219
SKU_00436,BIN_001476,2923,779,204
SKU_00476,BIN_000669,2735,143,445
SKU_00598,BIN_001345,1951,603,183
SKU_00936,BIN_000921,4215,758,79
SKU_00010,BIN_000478,4231,277,332
SKU_00628,BIN_000410,1487,728,76
SKU_00741,BIN_000358,139,538,177
SKU_00211,BIN_001154,233,445,144
SKU_00901,BIN_001126,295,601,219
SKU_00481,BIN_000104,4151,614,268
SKU_00472,BIN_000665,1450,594,488
SKU_00032,BIN_001262,3523,857,258
SKU_00008,BIN_000133,2285,663,114
SKU_00486,BIN_000571,3001,455,278
SKU_00938,BIN_000069,2524,673,281
SKU_00312,BIN_000858,2268,830,395
SKU_00586,BIN_001175,1611,285,341
SKU_00189,BIN_001123,289,312,272
SKU_00518,BIN_001414,2335,555,141
SKU_00580,BIN_001266,1848,254,193
SKU_00724,BIN_000078,2898,996,445
SKU_00977,BIN_000886,919,885,384
SKU_00323,BIN_001279,86,267,125
SKU_00005,BIN_001367,3405,596,191
SKU_00370,BIN_000460,4980,184,414
SKU_00264,BIN_001366,3965,861,275
SKU_00439,BIN_001330,2088,501,105
SKU_00983,BIN_000386,3896,489,244
SKU_00244,BIN_000763,909,912,217
SKU_00458,BIN_000646,160,752,52
SKU_00640,BIN_000823,2968,810,227
SKU_00497,BIN_000067,3159,704,72
SKU_00668,BIN_000461,1337,724,176
SKU_00871,BIN_000813,2747,782,87
SKU_00407,BIN_001264,3245,991,107
SKU_00257,BIN_001083,3698,371,312
SKU_00236,BIN_000867,3883,336,234
SKU_00006,BIN_000619,3880,709,385
SKU_00100,BIN_001355,607,508,290
SKU_00701,BIN_001360,3313,637,143
SKU_00646,BIN_000784,4161,962,277
SKU_00068,BIN_001148,55,564,422
SKU_00448,BIN_001479,4293,763,480
SKU_00470,BIN_001039,764,192,490
SKU_00126,BIN_001214,4233,188,163
SKU_00164,BIN_000319,3205,201,106
SKU_00850,BIN_000711,2954,371,115
SKU_00347,BIN_000798,709,384,457
SKU_00368,BIN_001169,2167,626,440
SKU_00369,BIN_000116,2191,353,392
SKU_00145,BIN_000362,3715,617,55
SKU_00563,BIN_001487,2065,418,381
SKU_00898,BIN_000482,4713,522,387
SKU_00930,BIN_000586,4367,427,492
SKU_00952,BIN_000615,4847,778,432
SKU_00356,BIN_000297,2459,239,385
SKU_00726,BIN_000457,2895,929,420
SKU_00576,BIN_000435,602,815,182
SKU_00794,BIN_001337,922,925,255
SKU_00424,BIN_000853,1545,898,98
SKU_00704,BIN_000141,3931,656,157
SKU_00736,BIN_000253,3611,658,329
SKU_00982,BIN_000148,1966,559,466
SKU_00878,BIN_001443,2968,974,401
SKU_00500,BIN_000227,1232,446,494
SKU_00128,BIN_001499,2408,269,389
SKU_00840,BIN_000595,1644,458,338
SKU_00626,BIN_000346,4623,447,277
SKU_00371,BIN_000797,2785,693,356
SKU_00171,BIN_000132,887,484,194
SKU_00290,BIN_000370,953,740,334
SKU_00856,BIN_000186,4285,185,184
SKU_00655,BIN_001381,2048,201,173
SKU_00557,BIN_001150,3218,361,327
SKU_00148,BIN_000506,559,736,74
SKU_00382,BIN_000230,3827,343,145
SKU_00559,BIN_001246,2788,399,138
SKU_00098,BIN_000057,4888,330,150
SKU_00465,BIN_000209,1342,613,250
SKU_00665,BIN_000628,852,258,126
SKU_00821,BIN_001210,977,195,289
SKU_00610,BIN_000904,257,114,71
SKU_00332,BIN_001303,3036,928,198
SKU_00630,BIN_001059,2620,551,269
SKU_00515,BIN_001012,4127,782,373
SKU_00149,BIN_000525,3922,467,262
SKU_00868,BIN_000738,1090,495,84
SKU_00044,BIN_000438,3066,886,94
SKU_00205,BIN_000276,2368,649,202
SKU_00772,BIN_001405,1473,293,422
SKU_00621,BIN_000341,1515,975,257
SKU_00634,BIN_000819,3540,779,401
SKU_00925,BIN_000352,2269,747,233
SKU_00955,BIN_000837,4710,254,204
SKU_00687,BIN_001276,2011,305,103
SKU_00649,BIN_001325,4203,766,342
SKU_00882,BIN_000767,4401,820,400
SKU_00718,BIN_000318,4031,117,165
SKU_00442,BIN_001185,4647,711,282
SKU_00456,BIN_000592,1656,910,175
SKU_00004,BIN_000366,2883,811,314
SKU_00208,BIN_000861,4824,803,265
SKU_00945,BIN_001060,3290,167,95
SKU_00072,BIN_000633,4676,622,161
