sku_1,sku_2,co_pick_frequency
SKU_00595,SKU_00976,1
SKU_00788,SKU_00803,2
SKU_00788,SKU_00864,2
SKU_00803,SKU_00864,1
SKU_00803,SKU_00976,2
SKU_00864,SKU_00976,1
SKU_00154,SKU_00399,2
SKU_00154,SKU_00667,1
SKU_00154,SKU_00679,1
SKU_00399,SKU_00667,2
SKU_00667,SKU_00679,2
SKU_00078,SKU_00081,3
SKU_00078,SKU_00463,1
SKU_00078,SKU_00702,1
SKU_00078,SKU_00929,2
SKU_00078,SKU_00992,3
SKU_00081,SKU_00253,2
SKU_00081,SKU_00463,3
SKU_00081,SKU_00702,1
SKU_00081,SKU_00992,1
SKU_00253,SKU_00463,2
SKU_00253,SKU_00702,1
SKU_00253,SKU_00929,1
SKU_00253,SKU_00992,5
SKU_00463,SKU_00702,1
SKU_00463,SKU_00929,1
SKU_00463,SKU_00992,1
SKU_00702,SKU_00929,1
SKU_00702,SKU_00992,2
SKU_00929,SKU_00992,2
SKU_00049,SKU_00069,1
SKU_00049,SKU_00200,1
SKU_00069,SKU_00200,2
SKU_00115,SKU_00192,2
SKU_00115,SKU_00250,2
SKU_00115,SKU_00357,1
SKU_00115,SKU_00665,1
SKU_00115,SKU_00943,3
SKU_00192,SKU_00665,1
SKU_00192,SKU_00943,1
SKU_00250,SKU_00357,3
SKU_00250,SKU_00665,1
SKU_00250,SKU_00943,1
SKU_00357,SKU_00665,2
SKU_00357,SKU_00943,1
SKU_00665,SKU_00943,2
SKU_00341,SKU_00873,1
SKU_00181,SKU_00408,4
SKU_00408,SKU_00616,1
SKU_00408,SKU_00697,1
SKU_00616,SKU_00697,1
SKU_00232,SKU_00272,1
SKU_00232,SKU_00276,1
SKU_00232,SKU_00795,2
SKU_00232,SKU_00989,1
SKU_00272,SKU_00276,2
SKU_00272,SKU_00795,2
SKU_00272,SKU_00989,3
SKU_00276,SKU_00795,1
SKU_00276,SKU_00989,2
SKU_00795,SKU_00989,1
SKU_00045,SKU_00115,1
SKU_00045,SKU_00212,3
SKU_00045,SKU_00221,1
SKU_00045,SKU_00318,2
SKU_00045,SKU_00896,2
SKU_00045,SKU_00999,2
SKU_00115,SKU_00212,2
SKU_00115,SKU_00221,1
SKU_00115,SKU_00318,3
SKU_00115,SKU_00999,1
SKU_00212,SKU_00318,1
SKU_00212,SKU_00896,2
SKU_00212,SKU_00999,2
SKU_00221,SKU_00318,2
SKU_00221,SKU_00896,1
SKU_00221,SKU_00999,1
SKU_00318,SKU_00896,1
SKU_00318,SKU_00999,1
SKU_00896,SKU_00999,1
SKU_00778,SKU_00919,1
SKU_00095,SKU_00148,1
SKU_00095,SKU_00248,2
SKU_00095,SKU_00555,1
SKU_00095,SKU_00847,1
SKU_00095,SKU_00875,1
SKU_00148,SKU_00248,2
SKU_00148,SKU_00555,1
SKU_00148,SKU_00875,1
SKU_00248,SKU_00555,1
SKU_00248,SKU_00847,1
SKU_00248,SKU_00875,1
SKU_00555,SKU_00847,1
SKU_00555,SKU_00875,1
SKU_00847,SKU_00875,1
SKU_00307,SKU_00346,2
SKU_00307,SKU_00398,1
SKU_00307,SKU_00425,2
SKU_00307,SKU_00494,1
SKU_00307,SKU_00591,2
SKU_00307,SKU_00841,1
SKU_00307,SKU_00974,1
SKU_00346,SKU_00398,2
SKU_00346,SKU_00425,1
SKU_00346,SKU_00494,1
SKU_00346,SKU_00591,1
SKU_00346,SKU_00841,2
SKU_00346,SKU_00974,1
SKU_00398,SKU_00494,3
SKU_00398,SKU_00591,1
SKU_00398,SKU_00841,3
SKU_00398,SKU_00974,1
SKU_00425,SKU_00494,2
SKU_00425,SKU_00591,1
SKU_00425,SKU_00841,3
SKU_00425,SKU_00974,1
SKU_00494,SKU_00591,1
SKU_00494,SKU_00841,2
SKU_00494,SKU_00974,1
SKU_00591,SKU_00841,1
SKU_00591,SKU_00974,1
SKU_00841,SKU_00974,2
SKU_00451,SKU_00482,3
SKU_00451,SKU_00614,1
SKU_00451,SKU_00631,2
SKU_00451,SKU_00646,2
SKU_00451,SKU_00684,1
SKU_00451,SKU_00824,1
SKU_00451,SKU_00922,2
SKU_00482,SKU_00614,2
SKU_00482,SKU_00631,1
SKU_00482,SKU_00646,2
SKU_00482,SKU_00684,2
SKU_00482,SKU_00824,1
SKU_00482,SKU_00922,1
SKU_00614,SKU_00631,2
SKU_00614,SKU_00646,1
SKU_00614,SKU_00684,2
SKU_00614,SKU_00824,2
SKU_00614,SKU_00922,2
SKU_00631,SKU_00646,1
SKU_00631,SKU_00684,2
SKU_00631,SKU_00824,2
SKU_00631,SKU_00922,2
SKU_00646,SKU_00684,1
SKU_00646,SKU_00824,1
SKU_00646,SKU_00922,1
SKU_00684,SKU_00824,1
SKU_00684,SKU_00922,1
SKU_00824,SKU_00922,2
SKU_00033,SKU_00044,2
SKU_00033,SKU_00348,1
SKU_00033,SKU_00505,2
SKU_00033,SKU_00910,1
SKU_00044,SKU_00348,2
SKU_00044,SKU_00505,1
SKU_00348,SKU_00505,1
SKU_00348,SKU_00910,3
SKU_00014,SKU_00185,2
SKU_00014,SKU_00224,1
SKU_00014,SKU_00255,2
SKU_00014,SKU_00336,1
SKU_00014,SKU_00387,1
SKU_00185,SKU_00224,6
SKU_00185,SKU_00255,1
SKU_00185,SKU_00336,2
SKU_00185,SKU_00387,1
SKU_00224,SKU_00255,2
SKU_00224,SKU_00336,1
SKU_00224,SKU_00387,1
SKU_00255,SKU_00336,1
SKU_00175,SKU_00448,1
SKU_00132,SKU_00268,1
SKU_00132,SKU_00345,1
SKU_00132,SKU_00902,2
SKU_00132,SKU_00968,1
SKU_00268,SKU_00345,1
SKU_00268,SKU_00902,1
SKU_00268,SKU_00968,2
SKU_00345,SKU_00902,2
SKU_00034,SKU_00075,1
SKU_00034,SKU_00129,2
SKU_00034,SKU_00177,3
SKU_00034,SKU_00265,1
SKU_00034,SKU_00712,1
SKU_00034,SKU_00776,3
SKU_00075,SKU_00129,1
SKU_00075,SKU_00177,1
SKU_00075,SKU_00265,2
SKU_00075,SKU_00712,3
SKU_00075,SKU_00776,1
SKU_00129,SKU_00177,1
SKU_00129,SKU_00265,2
SKU_00129,SKU_00712,1
SKU_00129,SKU_00776,1
SKU_00177,SKU_00712,1
SKU_00177,SKU_00776,1
SKU_00265,SKU_00712,1
SKU_00265,SKU_00776,1
SKU_00579,SKU_00610,1
SKU_00092,SKU_00119,1
SKU_00092,SKU_00443,1
SKU_00092,SKU_00982,2
SKU_00092,SKU_00993,1
SKU_00119,SKU_00424,2
SKU_00119,SKU_00443,1
SKU_00119,SKU_00982,2
SKU_00119,SKU_00993,2
SKU_00424,SKU_00443,1
SKU_00424,SKU_00982,1
SKU_00424,SKU_00993,1
SKU_00443,SKU_00982,3
SKU_00443,SKU_00993,2
SKU_00007,SKU_00203,2
SKU_00007,SKU_00433,1
SKU_00007,SKU_00484,1
SKU_00007,SKU_00584,1
SKU_00007,SKU_00691,1
SKU_00007,SKU_00855,1
SKU_00156,SKU_00203,1
SKU_00156,SKU_00433,1
SKU_00156,SKU_00484,2
SKU_00156,SKU_00584,3
SKU_00156,SKU_00691,1
SKU_00156,SKU_00855,1
SKU_00203,SKU_00433,1
SKU_00203,SKU_00484,2
SKU_00203,SKU_00584,1
SKU_00203,SKU_00691,1
SKU_00203,SKU_00855,2
SKU_00433,SKU_00484,1
SKU_00433,SKU_00584,2
SKU_00433,SKU_00691,1
SKU_00433,SKU_00855,1
SKU_00484,SKU_00584,2
SKU_00484,SKU_00691,3
SKU_00484,SKU_00855,1
SKU_00584,SKU_00855,1
SKU_00691,SKU_00855,1
SKU_00084,SKU_00468,1
SKU_00084,SKU_00483,2
SKU_00084,SKU_00926,1
SKU_00468,SKU_00483,1
SKU_00468,SKU_00926,2
SKU_00483,SKU_00926,2
SKU_00166,SKU_00179,1
SKU_00166,SKU_00212,2
SKU_00166,SKU_00218,1
SKU_00166,SKU_00321,2
SKU_00166,SKU_00377,2
SKU_00166,SKU_00850,1
SKU_00179,SKU_00212,1
SKU_00179,SKU_00218,1
SKU_00179,SKU_00321,3
SKU_00179,SKU_00377,2
SKU_00179,SKU_00850,3
SKU_00212,SKU_00218,2
SKU_00212,SKU_00321,2
SKU_00212,SKU_00377,1
SKU_00212,SKU_00850,1
SKU_00218,SKU_00321,1
SKU_00218,SKU_00377,2
SKU_00218,SKU_00850,1
SKU_00321,SKU_00377,2
SKU_00321,SKU_00850,1
SKU_00377,SKU_00850,2
SKU_00489,SKU_00533,1
SKU_00039,SKU_00127,1
SKU_00039,SKU_00191,2
SKU_00039,SKU_00240,2
SKU_00039,SKU_00637,1
SKU_00039,SKU_00937,2
SKU_00127,SKU_00240,2
SKU_00127,SKU_00637,3
SKU_00127,SKU_00891,1
SKU_00127,SKU_00937,2
SKU_00191,SKU_00240,1
SKU_00191,SKU_00891,1
SKU_00191,SKU_00937,1
SKU_00240,SKU_00637,1
SKU_00240,SKU_00891,1
SKU_00240,SKU_00937,2
SKU_00637,SKU_00891,2
SKU_00637,SKU_00937,2
SKU_00891,SKU_00937,1
SKU_00059,SKU_00287,1
SKU_00059,SKU_00441,1
SKU_00059,SKU_00497,1
SKU_00059,SKU_00922,1
SKU_00287,SKU_00441,2
SKU_00287,SKU_00497,2
SKU_00287,SKU_00922,2
SKU_00441,SKU_00497,1
SKU_00441,SKU_00922,2
SKU_00497,SKU_00922,1
SKU_00050,SKU_00080,1
SKU_00050,SKU_00237,1
SKU_00050,SKU_00350,1
SKU_00050,SKU_00528,1
SKU_00050,SKU_00731,1
SKU_00050,SKU_00898,1
SKU_00080,SKU_00237,2
SKU_00080,SKU_00350,1
SKU_00080,SKU_00528,2
SKU_00080,SKU_00731,1
SKU_00080,SKU_00898,2
SKU_00237,SKU_00350,1
SKU_00237,SKU_00528,2
SKU_00237,SKU_00731,2
SKU_00237,SKU_00898,2
SKU_00350,SKU_00528,2
SKU_00350,SKU_00731,2
SKU_00350,SKU_00898,1
SKU_00528,SKU_00731,2
SKU_00528,SKU_00898,2
SKU_00731,SKU_00898,1
SKU_00135,SKU_00288,3
SKU_00135,SKU_00363,2
SKU_00135,SKU_00803,1
SKU_00288,SKU_00363,2
SKU_00288,SKU_00803,1
SKU_00363,SKU_00803,1
SKU_00227,SKU_00310,1
SKU_00227,SKU_00506,3
SKU_00310,SKU_00413,1
SKU_00310,SKU_00506,2
SKU_00413,SKU_00506,2
SKU_00222,SKU_00424,2
SKU_00415,SKU_00861,2
SKU_00145,SKU_00437,2
SKU_00145,SKU_00518,2
SKU_00145,SKU_00774,1
SKU_00145,SKU_00947,2
SKU_00437,SKU_00774,1
SKU_00437,SKU_00947,2
SKU_00518,SKU_00947,1
SKU_00774,SKU_00947,2
SKU_00189,SKU_00525,2
SKU_00189,SKU_00706,1
SKU_00189,SKU_00999,1
SKU_00525,SKU_00608,3
SKU_00525,SKU_00706,1
SKU_00525,SKU_00999,2
SKU_00140,SKU_00157,1
SKU_00140,SKU_00285,2
SKU_00140,SKU_00316,1
SKU_00140,SKU_00529,1
SKU_00140,SKU_00589,2
SKU_00140,SKU_00624,1
SKU_00140,SKU_00740,1
SKU_00157,SKU_00285,2
SKU_00157,SKU_00316,1
SKU_00157,SKU_00529,1
SKU_00157,SKU_00589,1
SKU_00157,SKU_00624,2
SKU_00157,SKU_00740,1
SKU_00285,SKU_00316,1
SKU_00285,SKU_00529,2
SKU_00285,SKU_00589,1
SKU_00285,SKU_00624,1
SKU_00285,SKU_00740,1
SKU_00316,SKU_00529,1
SKU_00316,SKU_00624,2
SKU_00316,SKU_00740,1
SKU_00529,SKU_00589,1
SKU_00529,SKU_00624,1
SKU_00529,SKU_00740,1
SKU_00589,SKU_00624,2
SKU_00589,SKU_00740,2
SKU_00624,SKU_00740,1
SKU_00053,SKU_00635,2
SKU_00053,SKU_00796,1
SKU_00053,SKU_00969,1
SKU_00635,SKU_00796,1
SKU_00635,SKU_00969,1
SKU_00796,SKU_00969,3
SKU_00233,SKU_00363,1
SKU_00233,SKU_00403,3
SKU_00233,SKU_00476,2
SKU_00233,SKU_00482,1
SKU_00233,SKU_00550,4
SKU_00233,SKU_00759,2
SKU_00363,SKU_00403,1
SKU_00363,SKU_00476,1
SKU_00363,SKU_00482,1
SKU_00363,SKU_00550,1
SKU_00363,SKU_00759,2
SKU_00363,SKU_00891,1
SKU_00403,SKU_00476,2
SKU_00403,SKU_00482,1
SKU_00403,SKU_00759,1
SKU_00403,SKU_00891,2
SKU_00476,SKU_00482,3
SKU_00476,SKU_00550,4
SKU_00476,SKU_00759,1
SKU_00476,SKU_00891,2
SKU_00482,SKU_00550,2
SKU_00482,SKU_00759,3
SKU_00482,SKU_00891,2
SKU_00550,SKU_00759,1
SKU_00550,SKU_00891,1
SKU_00759,SKU_00891,1
SKU_00216,SKU_00252,1
SKU_00216,SKU_00722,2
SKU_00252,SKU_00722,2
SKU_00050,SKU_00208,2
SKU_00050,SKU_00409,1
SKU_00050,SKU_00450,1
SKU_00050,SKU_00667,1
SKU_00050,SKU_00905,1
SKU_00050,SKU_00973,1
SKU_00208,SKU_00409,2
SKU_00208,SKU_00450,1
SKU_00208,SKU_00667,1
SKU_00208,SKU_00905,2
SKU_00208,SKU_00973,1
SKU_00409,SKU_00450,2
SKU_00409,SKU_00667,2
SKU_00409,SKU_00905,1
SKU_00409,SKU_00973,2
SKU_00450,SKU_00667,2
SKU_00450,SKU_00905,1
SKU_00450,SKU_00973,2
SKU_00667,SKU_00905,1
SKU_00667,SKU_00973,2
SKU_00905,SKU_00973,1
SKU_00617,SKU_00800,2
SKU_00276,SKU_00479,1
SKU_00276,SKU_00967,1
SKU_00290,SKU_00479,1
SKU_00290,SKU_00967,1
SKU_00479,SKU_00967,1
SKU_00158,SKU_00697,1
SKU_00369,SKU_00697,1
SKU_00277,SKU_00967,1
SKU_00143,SKU_00247,1
SKU_00143,SKU_00315,1
SKU_00143,SKU_00869,1
SKU_00146,SKU_00247,1
SKU_00146,SKU_00315,1
SKU_00146,SKU_00345,1
SKU_00146,SKU_00552,1
SKU_00146,SKU_00702,3
SKU_00146,SKU_00869,1
SKU_00247,SKU_00315,3
SKU_00247,SKU_00345,1
SKU_00247,SKU_00552,2
SKU_00247,SKU_00702,1
SKU_00247,SKU_00869,1
SKU_00315,SKU_00552,1
SKU_00315,SKU_00702,3
SKU_00315,SKU_00869,1
SKU_00345,SKU_00702,1
SKU_00345,SKU_00869,2
SKU_00552,SKU_00702,1
SKU_00552,SKU_00869,3
SKU_00702,SKU_00869,2
SKU_00350,SKU_00428,1
SKU_00350,SKU_00976,1
SKU_00428,SKU_00976,1
SKU_00153,SKU_00175,1
SKU_00153,SKU_00330,1
SKU_00153,SKU_00464,2
SKU_00175,SKU_00464,1
SKU_00153,SKU_00194,1
SKU_00153,SKU_00296,3
SKU_00153,SKU_00457,2
SKU_00153,SKU_00753,1
SKU_00153,SKU_00808,2
SKU_00194,SKU_00258,1
SKU_00194,SKU_00296,3
SKU_00194,SKU_00499,2
SKU_00194,SKU_00753,1
SKU_00194,SKU_00808,1
SKU_00258,SKU_00296,1
SKU_00258,SKU_00457,1
SKU_00258,SKU_00499,1
SKU_00258,SKU_00753,3
SKU_00258,SKU_00808,1
SKU_00296,SKU_00499,2
SKU_00296,SKU_00753,1
SKU_00296,SKU_00808,2
SKU_00457,SKU_00499,1
SKU_00457,SKU_00753,2
SKU_00457,SKU_00808,2
SKU_00499,SKU_00753,1
SKU_00753,SKU_00808,1
SKU_00002,SKU_00072,1
SKU_00002,SKU_00390,1
SKU_00002,SKU_00735,2
SKU_00002,SKU_00819,1
SKU_00029,SKU_00390,4
SKU_00029,SKU_00735,1
SKU_00029,SKU_00819,1
SKU_00072,SKU_00390,2
SKU_00072,SKU_00735,2
SKU_00072,SKU_00819,1
SKU_00390,SKU_00735,2
SKU_00390,SKU_00819,2
SKU_00735,SKU_00819,1
SKU_00202,SKU_00369,3
SKU_00202,SKU_00400,1
SKU_00202,SKU_00401,2
SKU_00202,SKU_00523,1
SKU_00202,SKU_00992,2
SKU_00369,SKU_00400,1
SKU_00369,SKU_00401,1
SKU_00369,SKU_00523,2
SKU_00369,SKU_00992,2
SKU_00400,SKU_00401,1
SKU_00400,SKU_00523,2
SKU_00400,SKU_00992,2
SKU_00401,SKU_00523,3
SKU_00401,SKU_00992,1
SKU_00523,SKU_00992,2
SKU_00012,SKU_00676,1
SKU_00012,SKU_00742,1
SKU_00012,SKU_00949,2
SKU_00676,SKU_00742,1
SKU_00676,SKU_00949,1
SKU_00742,SKU_00949,1
SKU_00081,SKU_00573,3
SKU_00081,SKU_00663,1
SKU_00081,SKU_00880,1
SKU_00081,SKU_00968,2
SKU_00126,SKU_00264,1
SKU_00126,SKU_00573,2
SKU_00126,SKU_00663,1
SKU_00126,SKU_00880,2
SKU_00126,SKU_00968,2
SKU_00264,SKU_00663,1
SKU_00264,SKU_00880,2
SKU_00264,SKU_00968,2
SKU_00573,SKU_00663,2
SKU_00573,SKU_00968,1
SKU_00663,SKU_00880,1
SKU_00663,SKU_00968,1
SKU_00880,SKU_00968,1
SKU_00589,SKU_00661,2
SKU_00589,SKU_00678,2
SKU_00589,SKU_00877,2
SKU_00661,SKU_00678,3
SKU_00661,SKU_00877,1
SKU_00018,SKU_00186,1
SKU_00018,SKU_00414,1
SKU_00018,SKU_00456,1
SKU_00018,SKU_00568,1
SKU_00018,SKU_00582,2
SKU_00018,SKU_00677,2
SKU_00018,SKU_00933,1
SKU_00186,SKU_00414,3
SKU_00186,SKU_00456,3
SKU_00186,SKU_00568,2
SKU_00186,SKU_00582,1
SKU_00186,SKU_00933,3
SKU_00414,SKU_00456,2
SKU_00414,SKU_00568,2
SKU_00414,SKU_00582,1
SKU_00414,SKU_00677,1
SKU_00414,SKU_00933,1
SKU_00456,SKU_00568,3
SKU_00456,SKU_00582,2
SKU_00456,SKU_00677,1
SKU_00456,SKU_00933,2
SKU_00568,SKU_00582,2
SKU_00568,SKU_00677,1
SKU_00582,SKU_00677,2
SKU_00582,SKU_00933,2
SKU_00677,SKU_00933,2
SKU_00473,SKU_00910,1
SKU_00504,SKU_00811,1
SKU_00504,SKU_00828,3
SKU_00811,SKU_00828,1
SKU_00204,SKU_00365,2
SKU_00204,SKU_00442,1
SKU_00204,SKU_00561,2
SKU_00204,SKU_00946,2
SKU_00220,SKU_00365,2
SKU_00220,SKU_00442,1
SKU_00220,SKU_00946,1
SKU_00365,SKU_00442,2
SKU_00365,SKU_00561,2
SKU_00365,SKU_00946,1
SKU_00442,SKU_00561,1
SKU_00442,SKU_00946,1
SKU_00561,SKU_00946,3
SKU_00024,SKU_00048,2
SKU_00024,SKU_00269,3
SKU_00024,SKU_00336,1
SKU_00024,SKU_00417,2
SKU_00048,SKU_00336,2
SKU_00048,SKU_00417,2
SKU_00269,SKU_00336,1
SKU_00269,SKU_00417,1
SKU_00336,SKU_00417,2
SKU_00326,SKU_00381,2
SKU_00326,SKU_00495,1
SKU_00326,SKU_00529,1
SKU_00326,SKU_00725,1
SKU_00326,SKU_00762,1
SKU_00326,SKU_00792,2
SKU_00381,SKU_00495,1
SKU_00381,SKU_00529,2
SKU_00381,SKU_00725,1
SKU_00381,SKU_00762,1
SKU_00381,SKU_00792,1
SKU_00495,SKU_00529,2
SKU_00495,SKU_00725,3
SKU_00495,SKU_00762,3
SKU_00495,SKU_00792,2
SKU_00529,SKU_00725,1
SKU_00529,SKU_00762,2
SKU_00529,SKU_00792,1
SKU_00725,SKU_00792,2
SKU_00762,SKU_00792,2
SKU_00276,SKU_00415,2
SKU_00276,SKU_00667,1
SKU_00276,SKU_00733,1
SKU_00276,SKU_00765,1
SKU_00276,SKU_00880,2
SKU_00276,SKU_00960,1
SKU_00415,SKU_00667,1
SKU_00415,SKU_00733,2
SKU_00415,SKU_00765,1
SKU_00415,SKU_00880,2
SKU_00415,SKU_00960,1
SKU_00667,SKU_00733,2
SKU_00667,SKU_00765,1
SKU_00667,SKU_00880,2
SKU_00667,SKU_00960,3
SKU_00733,SKU_00765,1
SKU_00733,SKU_00880,1
SKU_00733,SKU_00960,1
SKU_00765,SKU_00880,1
SKU_00765,SKU_00960,2
SKU_00880,SKU_00960,1
SKU_00008,SKU_00066,1
SKU_00008,SKU_00132,2
SKU_00008,SKU_00199,2
SKU_00008,SKU_00575,1
SKU_00066,SKU_00132,1
SKU_00066,SKU_00251,2
SKU_00066,SKU_00575,1
SKU_00132,SKU_00199,2
SKU_00132,SKU_00575,1
SKU_00199,SKU_00251,1
SKU_00199,SKU_00575,1
SKU_00251,SKU_00575,1
SKU_00253,SKU_00273,1
SKU_00253,SKU_00287,1
SKU_00253,SKU_00419,1
SKU_00253,SKU_00665,2
SKU_00253,SKU_00753,2
SKU_00253,SKU_00908,3
SKU_00273,SKU_00287,1
SKU_00273,SKU_00320,1
SKU_00273,SKU_00419,1
SKU_00273,SKU_00665,2
SKU_00273,SKU_00753,2
SKU_00287,SKU_00320,1
SKU_00287,SKU_00419,1
SKU_00287,SKU_00665,1
SKU_00287,SKU_00753,1
SKU_00320,SKU_00419,1
SKU_00320,SKU_00665,2
SKU_00320,SKU_00753,1
SKU_00320,SKU_00908,2
SKU_00419,SKU_00665,1
SKU_00419,SKU_00753,1
SKU_00419,SKU_00908,2
SKU_00665,SKU_00753,1
SKU_00753,SKU_00908,1
SKU_00571,SKU_00803,2
SKU_00247,SKU_00270,2
SKU_00247,SKU_00645,2
SKU_00270,SKU_00645,1
SKU_00150,SKU_00292,2
SKU_00150,SKU_00347,1
SKU_00150,SKU_00808,1
SKU_00150,SKU_00958,1
SKU_00292,SKU_00347,2
SKU_00292,SKU_00808,2
SKU_00292,SKU_00958,1
SKU_00347,SKU_00808,3
SKU_00347,SKU_00958,1
SKU_00808,SKU_00958,1
SKU_00304,SKU_00379,3
SKU_00304,SKU_00638,1
SKU_00304,SKU_00690,1
SKU_00304,SKU_00877,3
SKU_00379,SKU_00638,1
SKU_00379,SKU_00690,2
SKU_00379,SKU_00877,2
SKU_00638,SKU_00690,1
SKU_00638,SKU_00877,2
SKU_00690,SKU_00877,3
SKU_00005,SKU_00383,2
SKU_00005,SKU_00662,1
SKU_00005,SKU_00848,2
SKU_00005,SKU_00914,1
SKU_00383,SKU_00662,1
SKU_00383,SKU_00848,2
SKU_00383,SKU_00914,1
SKU_00662,SKU_00848,1
SKU_00662,SKU_00914,2
SKU_00848,SKU_00914,2
SKU_00209,SKU_00263,3
SKU_00209,SKU_00886,1
SKU_00263,SKU_00886,2
SKU_00465,SKU_00886,1
SKU_00283,SKU_00758,2
SKU_00283,SKU_00825,2
SKU_00283,SKU_00845,2
SKU_00488,SKU_00758,1
SKU_00488,SKU_00845,1
SKU_00758,SKU_00825,2
SKU_00758,SKU_00845,2
SKU_00825,SKU_00845,3
SKU_00195,SKU_00439,1
SKU_00195,SKU_00526,2
SKU_00195,SKU_00614,2
SKU_00439,SKU_00614,1
SKU_00526,SKU_00614,2
SKU_00005,SKU_00666,3
SKU_00046,SKU_00614,1
SKU_00556,SKU_00614,1
SKU_00108,SKU_00121,1
SKU_00108,SKU_00266,2
SKU_00108,SKU_00445,2
SKU_00108,SKU_00457,1
SKU_00108,SKU_00801,2
SKU_00108,SKU_00833,2
SKU_00121,SKU_00134,2
SKU_00121,SKU_00266,2
SKU_00121,SKU_00445,2
SKU_00121,SKU_00801,2
SKU_00121,SKU_00833,2
SKU_00134,SKU_00266,2
SKU_00134,SKU_00445,2
SKU_00134,SKU_00457,1
SKU_00134,SKU_00801,3
SKU_00134,SKU_00833,2
SKU_00266,SKU_00457,1
SKU_00266,SKU_00801,1
SKU_00266,SKU_00833,2
SKU_00445,SKU_00457,1
SKU_00445,SKU_00801,1
SKU_00445,SKU_00833,1
SKU_00457,SKU_00801,2
SKU_00457,SKU_00833,1
SKU_00801,SKU_00833,1
SKU_00001,SKU_00173,1
SKU_00001,SKU_00493,1
SKU_00001,SKU_00538,1
SKU_00001,SKU_00722,1
SKU_00001,SKU_00839,2
SKU_00173,SKU_00493,1
SKU_00173,SKU_00538,2
SKU_00173,SKU_00722,2
SKU_00173,SKU_00839,1
SKU_00493,SKU_00538,1
SKU_00493,SKU_00722,1
SKU_00493,SKU_00839,2
SKU_00538,SKU_00722,1
SKU_00538,SKU_00839,1
SKU_00722,SKU_00839,1
SKU_00086,SKU_00434,1
SKU_00086,SKU_00837,3
SKU_00086,SKU_00936,1
SKU_00086,SKU_00982,1
SKU_00434,SKU_00837,2
SKU_00434,SKU_00936,1
SKU_00434,SKU_00982,1
SKU_00837,SKU_00936,2
SKU_00837,SKU_00982,2
SKU_00936,SKU_00982,1
SKU_00578,SKU_00913,2
SKU_00192,SKU_00355,2
SKU_00355,SKU_00773,1
SKU_00432,SKU_00446,2
SKU_00432,SKU_00473,1
SKU_00432,SKU_00735,1
SKU_00432,SKU_00793,1
SKU_00432,SKU_00956,2
SKU_00446,SKU_00473,1
SKU_00446,SKU_00793,1
SKU_00446,SKU_00956,3
SKU_00473,SKU_00735,1
SKU_00473,SKU_00793,1
SKU_00473,SKU_00956,1
SKU_00735,SKU_00793,2
SKU_00735,SKU_00956,1
SKU_00793,SKU_00956,2
SKU_00045,SKU_00120,2
SKU_00045,SKU_00252,2
SKU_00045,SKU_00267,2
SKU_00045,SKU_00328,3
SKU_00045,SKU_00456,1
SKU_00120,SKU_00267,2
SKU_00120,SKU_00328,1
SKU_00120,SKU_00396,2
SKU_00120,SKU_00456,2
SKU_00120,SKU_00790,2
SKU_00252,SKU_00267,1
SKU_00252,SKU_00328,1
SKU_00252,SKU_00396,1
SKU_00252,SKU_00456,1
SKU_00267,SKU_00328,2
SKU_00267,SKU_00396,2
SKU_00267,SKU_00456,1
SKU_00267,SKU_00790,2
SKU_00328,SKU_00396,2
SKU_00328,SKU_00456,1
SKU_00328,SKU_00790,2
SKU_00396,SKU_00456,2
SKU_00396,SKU_00790,1
SKU_00456,SKU_00790,2
SKU_00087,SKU_00275,3
SKU_00087,SKU_00418,2
SKU_00087,SKU_00457,1
SKU_00087,SKU_00612,1
SKU_00087,SKU_00888,2
SKU_00275,SKU_00418,1
SKU_00275,SKU_00457,1
SKU_00275,SKU_00570,2
SKU_00275,SKU_00612,2
SKU_00275,SKU_00888,1
SKU_00418,SKU_00457,1
SKU_00418,SKU_00570,1
SKU_00418,SKU_00612,2
SKU_00418,SKU_00888,1
SKU_00457,SKU_00612,1
SKU_00570,SKU_00612,1
SKU_00570,SKU_00888,1
SKU_00612,SKU_00888,3
SKU_00292,SKU_00359,1
SKU_00292,SKU_00450,1
SKU_00292,SKU_00677,2
SKU_00292,SKU_00780,1
SKU_00292,SKU_00861,2
SKU_00292,SKU_00973,1
SKU_00292,SKU_00990,2
SKU_00359,SKU_00450,1
SKU_00359,SKU_00780,1
SKU_00359,SKU_00861,2
SKU_00359,SKU_00973,1
SKU_00359,SKU_00990,1
SKU_00450,SKU_00677,1
SKU_00450,SKU_00780,1
SKU_00450,SKU_00861,2
SKU_00450,SKU_00990,1
SKU_00677,SKU_00780,1
SKU_00677,SKU_00861,2
SKU_00677,SKU_00973,2
SKU_00780,SKU_00861,1
SKU_00780,SKU_00973,2
SKU_00780,SKU_00990,1
SKU_00861,SKU_00973,1
SKU_00861,SKU_00990,1
SKU_00973,SKU_00990,1
SKU_00141,SKU_00624,2
SKU_00141,SKU_00639,1
SKU_00141,SKU_00649,1
SKU_00141,SKU_00829,1
SKU_00141,SKU_00885,1
SKU_00141,SKU_00929,1
SKU_00624,SKU_00639,2
SKU_00624,SKU_00649,2
SKU_00624,SKU_00829,3
SKU_00624,SKU_00885,2
SKU_00624,SKU_00929,1
SKU_00639,SKU_00649,2
SKU_00639,SKU_00829,4
