sku_id,unit_cost,annual_demand,weight_kg_x,volume_cu_m_x,pick_frequency_x,avg_daily_demand,demand_std,pick_frequency_y,volume_cu_m_y,weight_kg_y,abc_class,abc_priority
SKU_00523,1.2044485106356089,0.03347943463174466,12.31,0.089,151,69.8027397260274,21.23273683142143,151,0.089,12.31,A,1.226586632396466
SKU_00802,0.2944710869729007,0.8499998897706535,9.84,0.162,122,102.18082191780822,29.029166166694917,122,0.162,9.84,A,1.226586632396466
SKU_00766,0.9317803001711316,0.2066066433109794,11.17,0.188,119,78.58904109589041,21.454293107890887,119,0.188,11.17,A,1.226586632396466
SKU_00086,0.8193383751862875,0.28960709686664154,23.73,0.056,125,80.04657534246576,23.09275421653801,125,0.056,23.73,A,1.226586632396466
SKU_00884,1.059988989544994,0.10886452670797318,12.03,0.197,126,74.67671232876712,22.247968919199256,126,0.197,12.03,A,1.226586632396466
SKU_00723,0.8586861336834438,0.2571894113028139,3.06,0.054,153,79.58082191780822,22.41411359687427,153,0.054,3.06,A,1.226586632396466
SKU_00972,0.8294346365932905,0.2666911467266944,4.26,0.111,115,79.41095890410959,24.21800915609229,115,0.111,4.26,A,1.226586632396466
SKU_00076,0.96193077944136,0.16098434013602367,19.66,0.131,147,76.24657534246575,23.163288511523408,147,0.131,19.66,A,1.226586632396466
SKU_00851,0.8889749179044535,0.2143617361937054,7.76,0.088,124,77.18356164383562,23.264526442129597,124,0.088,7.76,A,1.226586632396466
SKU_00196,0.8068217771406191,0.2543947832369667,6.71,0.151,149,80.0986301369863,23.89321765201731,149,0.151,6.71,A,1.226586632396466
SKU_00876,0.7726604542977452,0.26969537189748016,2.16,0.074,124,79.36438356164383,24.388935125498467,124,0.074,2.16,A,1.226586632396466
SKU_00797,0.2562989205573818,0.7985787333590649,24.52,0.129,128,100.83835616438355,30.367233236388813,128,0.129,24.52,A,1.226586632396466
SKU_00686,0.27849686515771066,0.768746078756146,19.43,0.078,144,100.4876712328767,29.310163753078463,144,0.078,19.43,A,1.226586632396466
SKU_00093,0.24309079775780892,0.8135998592129937,18.92,0.19,138,101.12054794520547,30.24182279315813,138,0.19,18.92,A,1.226586632396466
SKU_00242,1.453466574516558,-0.18121786652696734,25.21,0.118,130,62.28493150684932,19.66829092527157,130,0.118,25.21,A,1.226586632396466
SKU_00186,1.1191835084792048,0.005253691166687826,20.31,0.198,155,70.36986301369863,19.09080876696391,155,0.198,20.31,A,1.226586632396466
SKU_00633,0.14330377576941405,0.9464145580423824,16.16,0.149,152,108.52602739726028,31.94814663577197,152,0.149,16.16,A,1.226586632396466
SKU_00862,0.11681837769487832,0.9844913654395506,19.37,0.189,127,108.9013698630137,30.7228147192305,127,0.189,19.37,A,1.226586632396466
SKU_00074,0.7414035354212692,0.2757038222390517,23.78,0.049,120,79.28219178082192,23.3306343822324,120,0.049,23.78,A,1.226586632396466
SKU_00535,1.555812238094399,-0.2423503554673751,11.45,0.055,134,60.67123287671233,18.89419266158209,134,0.055,11.45,A,1.226586632396466
SKU_00276,1.0544567915137597,0.02355850499798706,0.79,0.104,130,70.78630136986301,20.280812367692327,130,0.104,0.79,A,1.226586632396466
SKU_00861,-0.12652918320405543,1.3708486955429275,19.01,0.012,124,122.10958904109587,35.483381671292946,124,0.012,19.01,A,1.226586632396466
SKU_00490,-0.11843834358337466,1.3398981897136697,15.81,0.175,132,122.83013698630135,36.22030684199728,132,0.175,15.81,A,1.226586632396466
SKU_00554,1.3226300910778588,-0.15404010858660322,16.82,0.098,167,62.68219178082192,18.021136418668565,167,0.098,16.82,A,1.226586632396466
SKU_00444,1.1041082688440902,-0.03359163894858841,5.06,0.164,120,67.67123287671232,19.74720372089479,120,0.164,5.06,A,1.226586632396466
SKU_00981,0.9606860348843326,0.05995853555564699,14.31,0.118,126,71.74794520547945,20.27332539112839,126,0.118,14.31,A,1.226586632396466
SKU_00364,1.5445403846057582,-0.2739296526114486,23.65,0.042,159,58.42739726027397,17.01319187799472,159,0.042,23.65,A,1.226586632396466
SKU_00501,0.15692681342132955,0.8333718527788627,17.36,0.041,126,101.0164383561644,31.3586967348169,126,0.041,17.36,A,1.226586632396466
SKU_00838,0.3092005642310629,0.6345340658938337,13.73,0.076,136,94.87123287671233,26.90116974994582,136,0.076,13.73,A,1.226586632396466
SKU_00399,0.9046725298180817,0.07721536386225351,8.79,0.015,146,73.02191780821917,21.653225063545783,146,0.015,8.79,A,1.226586632396466
SKU_00915,-0.18530878728592348,1.3920180031417202,6.66,0.004,137,124.75890410958904,36.14708899416063,137,0.004,6.66,A,1.226586632396466
SKU_00258,0.27317212455264744,0.6531183425317175,19.92,0.122,133,94.91780821917808,29.40404090523145,133,0.122,19.92,A,1.226586632396466
SKU_00136,0.0976631420117285,0.8882164285711142,19.81,0.044,125,105.05479452054794,31.836416709053413,125,0.044,19.81,A,1.226586632396466
SKU_00778,0.7865601018512222,0.1477098568232494,29.41,0.076,132,76.40547945205479,21.534153108792097,132,0.076,29.41,A,1.226586632396466
SKU_00804,-0.22638535766784068,1.4622330332961313,13.9,0.042,136,127.76712328767124,37.96054941326233,136,0.042,13.9,A,1.226586632396466
SKU_00017,0.11806312225190617,0.849371098455838,0.78,0.165,133,101.9835616438356,29.0685010108211,133,0.165,0.78,A,1.226586632396466
SKU_00543,0.6210782282419159,0.27542435943246696,12.7,0.159,136,81.1041095890411,23.53767402377505,136,0.159,12.7,A,1.226586632396466
SKU_00890,0.7941668741441695,0.12081156168947,16.52,0.032,142,74.31506849315069,21.074225646567385,142,0.032,16.52,A,1.226586632396466
SKU_00749,0.45863906354978873,0.40802946115691713,3.25,0.062,126,86.0986301369863,26.42969365901785,126,0.062,3.25,A,1.226586632396466
SKU_00474,0.12815938365890925,0.7959937023981563,24.71,0.08,127,100.35890410958903,30.12008856327385,127,0.08,24.71,A,1.226586632396466
SKU_00695,0.4120302951366368,0.4475734482886552,22.26,0.117,133,86.37260273972603,24.63231405450293,133,0.117,22.26,A,1.226586632396466
SKU_00823,-0.31524628854454706,1.6065057071954936,28.48,0.017,140,133.7013698630137,38.34174156803473,140,0.017,28.48,A,1.226586632396466
SKU_00191,1.3930273110253195,-0.26058530359702814,9.58,0.181,124,59.608219178082194,17.013809464058962,124,0.181,9.58,A,1.226586632396466
SKU_00048,0.19323186300130687,0.6952473606243643,18.12,0.067,137,97.52054794520548,27.223590685448176,137,0.067,18.12,A,1.226586632396466
SKU_00159,0.8145668543843476,0.08392247122028683,20.05,0.076,139,71.45479452054795,21.58897409556256,139,0.076,20.05,A,1.226586632396466
SKU_00976,0.3587828890860035,0.4815281792886988,8.43,0.19,125,88.40547945205479,25.704469457915295,125,0.19,8.43,A,1.226586632396466
SKU_00027,0.08210383504888108,0.8184205926265801,4.26,0.007,123,101.97260273972604,29.71040286729219,123,0.007,4.26,A,1.226586632396466
SKU_00437,1.1350885778190043,-0.14572609009070775,9.44,0.1,140,63.7945205479452,18.40550480850114,140,0.1,9.44,A,1.226586632396466
SKU_00116,1.0728513499676147,-0.11100283637255616,24.29,0.113,164,66.14794520547945,19.011275641982856,164,0.113,24.29,A,1.226586632396466
SKU_00683,0.6106362044579606,0.21946193241387657,22.52,0.062,135,78.15616438356165,22.94080405613838,135,0.062,22.52,A,1.226586632396466
SKU_00296,0.9575741734917628,-0.04358243428399219,5.29,0.17,141,66.46849315068494,19.623019090284576,141,0.17,5.29,A,1.226586632396466
SKU_00302,0.1724169679087866,0.6785494579309271,22.44,0.133,131,96.7917808219178,28.326402826597757,131,0.133,22.44,A,1.226586632396466
SKU_00081,0.4553888972064382,0.3564685733420361,11.67,0.145,141,81.35068493150685,25.33506844693532,141,0.145,11.67,A,1.226586632396466
SKU_00055,1.4774624834770382,-0.336878649794657,22.65,0.133,139,55.47945205479452,17.304250247323857,139,0.133,22.65,A,1.226586632396466
SKU_00054,0.36846423564066394,0.4346482934841118,14.59,0.114,156,87.04657534246576,26.485544897438423,156,0.114,14.59,A,1.226586632396466
SKU_00692,0.05942182312081885,0.819119249643042,4.71,0.145,146,102.65205479452057,30.46484241734191,146,0.145,4.71,A,1.226586632396466
SKU_00913,-0.27672835975207594,1.4193354924853767,25.28,0.153,147,123.68219178082192,37.97841833093052,147,0.153,25.28,A,1.226586632396466
SKU_00739,-0.3878563877045017,1.685314218652385,0.3,0.142,135,134.4986301369863,38.91153849166915,135,0.142,0.3,A,1.226586632396466
SKU_00717,1.6251721709110032,-0.41009790511985394,17.75,0.158,124,53.12876712328767,15.827794785173127,124,0.158,17.75,A,1.226586632396466
SKU_00939,0.29530091667758596,0.49585064812616575,24.73,0.057,131,88.93972602739726,27.033590926591145,131,0.057,24.73,A,1.226586632396466
SKU_00363,0.18949762933022335,0.6211897168794132,24.85,0.015,133,94.0986301369863,26.813173801829425,133,0.015,24.85,A,1.226586632396466
SKU_00968,0.26065552650697904,0.5254038399225001,16.98,0.012,165,90.82465753424655,25.711350920553897,165,0.012,16.98,A,1.226586632396466
SKU_00921,-0.009661499794223595,0.871448660176031,21.62,0.132,124,102.67397260273972,29.7935295514163,124,0.132,21.62,A,1.226586632396466
SKU_00408,1.4209649110830547,-0.3425377716279976,16.39,0.113,143,55.45479452054794,15.438152407319274,143,0.113,16.39,A,1.226586632396466
SKU_00525,-0.07383499695654544,0.9752690928222548,27.12,0.052,147,107.13150684931507,33.065689185235456,147,0.052,27.12,A,1.226586632396466
SKU_00989,1.1256838411659054,-0.19861442623686623,3.42,0.187,145,62.07123287671233,18.520566823233587,145,0.187,3.42,A,1.226586632396466
SKU_00738,-0.1750050684527489,1.1386151032710243,11.43,0.163,128,112.44931506849316,33.72995181222252,128,0.163,11.43,A,1.226586632396466
SKU_00956,0.09807805686407112,0.6951076292210719,3.98,0.146,152,98.52602739726028,28.898600803600157,152,0.146,3.98,A,1.226586632396466
SKU_00521,-0.37437165500336733,1.5666822572571708,2.15,0.003,136,130.93698630136987,36.96819061390882,136,0.003,2.15,A,1.226586632396466
SKU_00691,-0.2218904467674625,1.2114151643863442,3.56,0.174,119,116.7917808219178,34.76918299450932,119,0.174,3.56,A,1.226586632396466
SKU_00162,0.4904492022293881,0.2338542669529897,7.9,0.01,127,80.5095890410959,23.81909938914084,127,0.01,7.9,A,1.226586632396466
SKU_00788,-0.09672446631077877,0.9679331941494059,15.27,0.101,130,107.1917808219178,30.43848847448196,130,0.101,15.27,A,1.226586632396466
SKU_00993,0.34218629499229974,0.3631756807000694,25.78,0.135,139,83.74794520547945,23.684905644346667,139,0.135,25.78,A,1.226586632396466
SKU_00677,-0.3162835756754036,1.37336386080219,2.86,0.121,132,123.52328767123288,39.01208083017347,132,0.121,2.86,A,1.226586632396466
SKU_00315,0.7041995036612163,0.03809057094039256,1.78,0.157,135,71.73424657534247,19.709234038074765,135,0.157,1.78,A,1.226586632396466
SKU_00817,-0.31234188457814893,1.3618360200305704,16.52,0.128,141,123.33698630136986,36.42354444303531,141,0.128,16.52,A,1.226586632396466
SKU_00248,1.620331497633673,-0.46787684038124505,22.71,0.003,145,51.02191780821918,14.797704070647455,145,0.003,22.71,A,1.226586632396466
SKU_00188,0.13486717377178142,0.5769647277373811,0.48,0.115,148,91.8958904109589,27.71668100876804,148,0.115,0.48,A,1.226586632396466
SKU_00865,0.23748944725118384,0.4489707623215788,22.02,0.106,128,89.22739726027397,25.799636147627997,128,0.106,22.02,A,1.226586632396466
SKU_00415,-0.14312577729775938,0.9791815721144409,7.74,0.036,124,108.0191780821918,32.61896509605997,124,0.036,7.74,A,1.226586632396466
SKU_00516,-0.38951604711387217,1.4895505226397878,2.4,0.15,136,130.13150684931506,36.58880840087165,136,0.15,2.4,A,1.226586632396466
SKU_00578,0.006381874496356815,0.7336036308281173,15.99,0.197,144,98.73424657534248,26.8254032218708,144,0.197,15.99,A,1.226586632396466
SKU_00129,0.07014045680633604,0.6394246650090663,26.49,0.082,140,96.11232876712327,25.529685076620016,140,0.082,26.49,A,1.226586632396466
SKU_00533,0.22310573236997389,0.4454774772392698,5.16,0.127,134,86.98082191780821,25.91092442999865,134,0.127,5.16,A,1.226586632396466
SKU_00275,0.0385377755529082,0.6753356356552029,18.1,0.055,138,96.11780821917807,26.735576076642374,138,0.055,18.1,A,1.226586632396466
SKU_00742,0.8809532307591631,-0.13049536713184046,17.92,0.181,141,63.73698630136986,20.297563235774174,141,0.181,17.92,A,1.226586632396466
SKU_00423,0.01426525669086628,0.6989502428116118,8.54,0.125,145,96.03561643835616,28.358601278022935,145,0.125,8.54,A,1.226586632396466
SKU_00078,-0.45113090268674794,1.6110469778024954,15.81,0.113,148,132.22465753424655,38.98074961933314,148,0.113,15.81,A,1.226586632396466
SKU_00160,-0.4192516115317582,1.5255313589875708,0.41,0.111,158,128.96438356164384,38.146210078708485,158,0.111,0.41,A,1.226586632396466
SKU_00504,0.6656815748687451,0.012170395629659674,25.33,0.094,134,69.18904109589042,20.874688664150884,134,0.094,25.33,A,1.226586632396466
SKU_00270,1.0922831955523264,-0.2618428862266594,6.84,0.031,130,59.51780821917808,16.91487529282763,130,0.031,6.84,A,1.226586632396466
SKU_00994,-0.4425559957383342,1.563608166384739,5.66,0.153,137,130.23835616438356,37.91018387249559,137,0.153,5.66,A,1.226586632396466
SKU_00488,1.5751057787283296,-0.5011329143648269,24.6,0.158,115,49.56164383561644,15.070335373819391,115,0.158,24.6,A,1.226586632396466
SKU_00277,0.5466701647218101,0.08217582867913231,9.73,0.055,131,71.7068493150685,21.909380854819183,131,0.055,9.73,A,1.226586632396466
SKU_00103,0.06267198946416938,0.5903090767518014,3.9,0.01,117,91.26849315068492,27.54375578263208,117,0.01,3.9,A,1.226586632396466
SKU_00461,0.544111523132364,0.08007985762974691,9.66,0.182,124,73.33698630136986,21.219389762235863,124,0.182,9.66,A,1.226586632396466
SKU_00303,0.5037956299797413,0.11172902047546657,22.23,0.032,147,74.03835616438356,21.5661175426132,147,0.032,22.23,A,1.226586632396466
SKU_00034,1.6272467451727162,-0.529498389233176,3.74,0.009,127,49.25205479452055,14.351437780606371,127,0.009,3.74,A,1.226586632396466
SKU_00848,0.04088895971618295,0.5997409464740359,9.02,0.155,140,93.43835616438356,28.79111312701504,140,0.155,9.02,A,1.226586632396466
SKU_00998,1.5745525589252063,-0.5177609513566177,11.2,0.134,112,49.43013698630137,14.718929698340814,112,0.134,11.2,A,1.226586632396466
SKU_00274,0.07214587859265874,0.5488088499739704,18.02,0.005,137,92.57534246575342,26.46442657327333,137,0.005,18.02,A,1.226586632396466
SKU_00348,-0.3958780748497919,1.3581331378433228,4.78,0.033,129,122.64931506849317,35.96858795650067,129,0.033,4.78,A,1.226586632396466
SKU_00793,0.41486554662764474,0.15930756329651535,5.04,0.023,132,76.21917808219177,22.19175087763249,132,0.023,5.04,A,1.226586632396466
SKU_00732,0.5988111311661963,-0.004038447152254151,19.41,0.103,150,68.61369863013698,20.58822689201958,150,0.103,19.41,A,1.226586632396466
SKU_00570,0.08120485286880548,0.5098237884554018,18.0,0.043,131,89.88493150684931,25.944740893079523,131,0.043,18.0,A,1.226586632396466
SKU_00623,-0.019619456250445935,0.644385129825945,27.23,0.097,130,94.67945205479452,28.59856178136702,130,0.097,27.23,A,1.226586632396466
SKU_00255,0.22780810069652338,0.3308977265395341,23.43,0.128,133,83.89315068493151,25.212003991465917,133,0.128,23.43,A,1.226586632396466
SKU_00612,0.47115566159545713,0.09111863848984339,29.13,0.14,135,73.22191780821917,22.44143933905779,135,0.14,29.13,A,1.226586632396466
SKU_00751,1.5389390340991334,-0.5351575110665167,29.16,0.192,162,48.18356164383562,14.179452453999334,162,0.192,29.16,A,1.226586632396466
SKU_00674,-0.27333988845794466,1.034235745011631,19.99,0.079,118,110.53972602739726,33.197406308912456,118,0.079,19.99,A,1.226586632396466
SKU_00219,1.2287901819730411,-0.4094691138050383,4.63,0.06,137,53.33150684931507,16.529434923100485,137,0.06,4.63,A,1.226586632396466
SKU_00263,0.09607263507774842,0.4255657522701084,5.52,0.026,149,86.27397260273973,26.06345820647304,149,0.026,5.52,A,1.226586632396466
SKU_00978,0.02090389432834771,0.5192556581776362,20.32,0.122,148,91.02191780821916,25.31992139381224,148,0.122,20.32,A,1.226586632396466
SKU_00545,-0.4521681898176045,1.3803504309668082,28.99,0.07,132,122.61917808219178,35.39650079532386,132,0.07,28.99,A,1.226586632396466
SKU_00043,1.434449643784189,-0.533341002823716,26.3,0.016,125,48.52876712328767,14.3887307042017,125,0.016,26.3,A,1.226586632396466
SKU_00417,-0.5531308038876367,1.614330665779866,16.85,0.09,134,132.73424657534247,37.90746475813946,134,0.09,16.85,A,1.226586632396466
SKU_00999,-0.15149322682000163,0.7371667816120725,26.11,0.094,152,98.67397260273972,29.07720883201801,152,0.094,26.11,A,1.226586632396466
SKU_00863,-0.1694037179461238,0.7662309134968834,24.61,0.016,136,100.4876712328767,30.574948200676204,136,0.016,24.61,A,1.226586632396466
SKU_00268,-0.44760412644183595,1.327601826223942,21.73,0.153,132,117.66849315068494,35.076011952350136,132,0.153,21.73,A,1.226586632396466
SKU_00125,-0.21615079131005666,0.8446202307438977,13.56,0.132,138,103.38356164383562,30.700981718645973,138,0.132,13.56,A,1.226586632396466
SKU_00714,-0.4839783284972036,1.4154230131931906,2.42,0.165,134,124.4,37.14116226056922,134,0.165,2.42,A,1.226586632396466
SKU_00560,0.7319296462927799,-0.18324397187470656,3.7,0.06,115,62.87123287671233,18.18728483088653,115,0.06,3.7,A,1.226586632396466
SKU_00338,-0.055025523650347664,0.5779428475604276,1.43,0.064,142,91.8958904109589,27.574576393566957,142,0.064,1.43,A,1.226586632396466
SKU_00194,-0.5176555840123446,1.4809570413373077,16.37,0.006,155,127.0986301369863,38.00984723896308,155,0.006,16.37,A,1.226586632396466
SKU_00039,-0.1714782922078369,0.7390531555565193,23.32,0.045,135,99.43561643835616,29.68588931946693,135,0.045,23.32,A,1.226586632396466
SKU_00564,-0.47810036808901685,1.3610674973124623,17.06,0.147,127,122.5095890410959,35.188316634614694,127,0.147,17.06,A,1.226586632396466
SKU_00246,-0.2124857101143637,0.7882386095154302,22.78,0.041,122,101.11780821917807,29.840783281128036,122,0.041,22.78,A,1.226586632396466
SKU_00499,1.6976439651201771,-0.6568635633341627,18.45,0.157,135,44.29041095890411,13.314580997475703,135,0.157,18.45,A,1.226586632396466
SKU_00786,0.318812758310333,0.10502191311743327,21.3,0.093,124,73.20821917808219,21.40582334129805,124,0.093,21.3,A,1.226586632396466
SKU_00395,1.5078204201734386,-0.5950324173772932,3.02,0.03,138,45.35068493150685,13.86642640059026,138,0.03,3.02,A,1.226586632396466
SKU_00089,-0.06173331376321966,0.5278491394801164,5.77,0.181,130,90.26849315068492,26.09996040538621,130,0.181,5.77,A,1.226586632396466
SKU_00484,0.32199377217829317,0.08811441331905764,27.05,0.173,123,73.62465753424658,21.96485567540077,123,0.173,27.05,A,1.226586632396466
SKU_00304,0.8073058444683521,-0.27763253479869615,28.51,0.025,150,58.19178082191781,16.56394330990684,150,0.025,28.51,A,1.226586632396466
SKU_00607,-0.43128414224969364,1.172569834271068,19.22,0.177,112,116.53150684931506,33.587956030481884,112,0.177,19.22,A,1.226586632396466
SKU_00161,0.48623090123057155,-0.06328456214821503,7.74,0.161,143,67.34246575342466,19.787899495166965,143,0.161,7.74,A,1.226586632396466
SKU_00217,0.8770806921372988,-0.33457308164033306,18.4,0.042,146,57.136986301369866,16.28161765029051,146,0.042,18.4,A,1.226586632396466
SKU_00174,0.5302810280542775,-0.11247001610712594,18.53,0.198,123,65.12328767123287,19.20332589488758,123,0.198,18.53,A,1.226586632396466
SKU_00365,-0.35653031635263555,0.9681427912543444,18.77,0.077,111,109.15890410958905,31.07818850888075,111,0.077,18.77,A,1.226586632396466
SKU_00910,0.3424629048938612,0.019715891407447145,8.06,0.01,151,68.25479452054795,20.635860717542563,151,0.01,8.06,A,1.226586632396466
SKU_00502,-0.6186181980823767,1.6065755728971398,22.17,0.118,149,130.813698630137,41.2292349168888,149,0.118,22.17,A,1.226586632396466
SKU_00639,-0.38668079562286445,0.9965781318243399,13.94,0.198,120,109.72602739726028,31.516723396961314,120,0.198,13.94,A,1.226586632396466
SKU_00343,-0.193053864529652,0.6264296445028767,29.25,0.187,152,94.30958904109588,27.80416288493051,152,0.187,29.25,A,1.226586632396466
SKU_00553,0.24191520567617186,0.08657736788284168,18.68,0.078,123,74.44109589041096,21.72910032637169,123,0.078,18.68,A,1.226586632396466
SKU_00990,1.0582601776602332,-0.4675275118730141,19.07,0.076,137,51.69041095890411,14.916619579040464,137,0.076,19.07,A,1.226586632396466
SKU_00069,1.6999951492834517,-0.7164590068383545,6.7,0.095,116,41.11780821917808,12.538066679596996,116,0.095,6.7,A,1.226586632396466
SKU_00153,-0.002746252255180295,0.3468271065148632,2.57,0.192,153,85.53150684931506,22.38995602865098,153,0.192,2.57,A,1.226586632396466
SKU_00857,-0.062286533566343213,0.41340912018367304,27.88,0.158,131,85.63835616438357,24.847129480972765,131,0.158,27.88,A,1.226586632396466
SKU_00003,0.37109202970550037,-0.04840316769757863,17.28,0.151,138,67.85479452054794,20.228862534061275,138,0.151,17.28,A,1.226586632396466
SKU_00085,-0.5650250296547911,1.3693815158083578,12.62,0.064,132,124.0027397260274,35.22287738635759,132,0.064,12.62,A,1.226586632396466
SKU_00657,-0.43529498582233883,1.0395455383367407,11.76,0.127,116,110.6054794520548,33.92668197912819,116,0.127,11.76,A,1.226586632396466
SKU_00195,-0.48280273641556615,1.145042747822473,19.12,0.168,130,115.75342465753424,33.98083688385869,130,0.168,19.12,A,1.226586632396466
SKU_00853,1.3959317149917179,-0.6351353301222006,29.15,0.134,138,44.345205479452055,13.520284324419984,138,0.134,29.15,A,1.226586632396466
SKU_00785,1.4314760873424004,-0.6505057844843602,24.82,0.172,121,43.8986301369863,12.646422561848295,121,0.172,24.82,B,0.07809727621999978
SKU_00376,1.2138532472887076,-0.5687629135583293,0.76,0.183,141,47.87123287671233,13.638075734485987,141,0.183,0.76,B,0.07809727621999978
SKU_00451,0.23327114625236772,0.03711245111734603,1.1,0.14,135,69.8082191780822,20.490454447579047,135,0.14,1.1,B,0.07809727621999978
SKU_00122,-0.5896433108937853,1.3654690365161717,24.77,0.199,142,124.7835616438356,36.90401499084724,142,0.199,24.77,B,0.07809727621999978
SKU_00045,0.5896830044146593,-0.2590482581608122,25.56,0.074,153,59.26849315068493,17.100839230678027,153,0.074,25.56,B,0.07809727621999978
SKU_00106,-0.2734090409333352,0.650952505780686,19.59,0.152,125,96.65205479452057,27.85435092174497,125,0.152,19.59,B,0.07809727621999978
SKU_00906,1.1199441857084995,-0.5490607856941065,25.92,0.11,126,48.68767123287671,13.73037005581558,126,0.11,25.92,B,0.07809727621999978
SKU_00684,1.503118051846889,-0.6972459388856549,12.44,0.084,128,41.72054794520548,12.014814103459498,128,0.084,12.44,B,0.07809727621999978
SKU_00157,0.9288758962047332,-0.46347530117753566,6.91,0.167,136,51.57808219178082,15.438554622741728,136,0.167,6.91,B,0.07809727621999978
SKU_00618,1.0814954093914189,-0.5386507961488256,12.27,0.058,139,48.25479452054795,13.634082224457444,139,0.058,12.27,B,0.07809727621999978
SKU_00452,-0.22603959529088843,0.547481401642693,10.97,0.042,125,92.5972602739726,26.92418115625465,125,0.042,10.97,B,0.07809727621999978
SKU_00547,0.6206633133895734,-0.3051596212472912,21.26,0.083,161,57.49041095890411,17.034484774537372,161,0.083,21.26,B,0.07809727621999978
SKU_00102,-0.6020907564640631,1.3257853179811414,4.56,0.047,134,123.85753424657534,35.80950023513549,134,0.047,4.56,B,0.07809727621999978
SKU_00526,-0.2581954963474398,0.5756372794061037,7.06,0.149,116,91.93698630136986,27.389415552349096,116,0.149,7.06,B,0.07809727621999978
SKU_00660,-0.4592217423074285,0.9486502604950602,20.16,0.011,132,108.04657534246576,30.45074424013247,132,0.011,20.16,B,0.07809727621999978
SKU_00572,-0.3207784865757818,0.6680696026840002,26.33,0.034,125,96.47671232876712,27.81152480966201,125,0.034,26.33,B,0.07809727621999978
SKU_00743,0.04268692407633415,0.15644306952902196,3.13,0.187,142,76.16712328767123,21.77070856258881,142,0.187,3.13,B,0.07809727621999978
SKU_00896,-0.6747008556240177,1.49500004736819,26.08,0.036,120,126.37260273972603,35.61968394989844,120,0.036,26.08,B,0.07809727621999978
SKU_00756,0.4443936536193595,-0.21244783516280993,3.07,0.017,145,61.55342465753424,17.90268322169064,145,0.017,3.07,B,0.07809727621999978
SKU_00566,-0.335507963833944,0.6741479187272178,24.75,0.025,127,95.84109589041095,27.836491957680483,127,0.025,24.75,B,0.07809727621999978
SKU_00849,0.3598893286922506,-0.1558566168294039,7.29,0.026,139,63.41917808219178,18.51349862102586,139,0.026,7.29,B,0.07809727621999978
SKU_00734,-0.4498861581297201,0.889683608305684,22.88,0.088,116,104.54246575342464,31.589946228105035,116,0.088,22.88,B,0.07809727621999978
SKU_00373,0.6598036144605582,-0.3819420273564433,28.42,0.198,118,54.47397260273973,16.55236468778672,118,0.198,28.42,B,0.07809727621999978
SKU_00341,-0.05744586028901278,0.21785502127601442,8.34,0.015,161,77.35342465753425,20.958449751514387,161,0.015,8.34,B,0.07809727621999978
SKU_00917,1.5683979886154578,-0.7876521568158121,6.52,0.095,125,38.75068493150685,11.193393892706178,125,0.095,6.52,B,0.07809727621999978
SKU_00685,0.22766979574574264,-0.09744889025319718,19.42,0.143,136,65.77808219178083,19.60341867594617,136,0.143,19.42,B,0.07809727621999978
SKU_00567,-0.18067557143476437,0.35206703413832674,2.32,0.127,111,83.75616438356164,24.355612810141285,111,0.127,2.32,B,0.07809727621999978
SKU_00675,1.6845741472713849,-0.8254495014063957,24.03,0.033,146,36.84931506849315,11.325444503899114,146,0.033,24.03,B,0.07809727621999978
SKU_00082,-0.5455240315946891,1.0123677803963766,28.92,0.124,120,110.72876712328768,29.967388316081703,120,0.124,28.92,B,0.07809727621999978
SKU_00138,-0.4334278689867971,0.757916895000988,3.25,0.004,127,99.27945205479452,29.32310981000653,127,0.004,3.25,B,0.07809727621999978
SKU_00584,0.4899651349016547,-0.31752585043866505,17.24,0.151,129,56.12876712328767,16.30571159498096,129,0.151,17.24,B,0.07809727621999978
SKU_00024,-0.11705529407556607,0.24014218010114594,14.43,0.168,134,78.1917808219178,22.55058875370311,134,0.168,14.43,B,0.07809727621999978
SKU_00279,1.045881884565346,-0.6164113220810243,4.56,0.097,136,45.16986301369863,13.861904124982043,136,0.097,4.56,B,0.07809727621999978
SKU_00596,0.6069019707868771,-0.39598503338732555,20.86,0.103,137,53.41095890410959,15.604341830660047,137,0.103,20.86,B,0.07809727621999978
SKU_00012,1.1713244749235914,-0.6698585838403522,21.67,0.094,124,43.827397260273976,12.801326986009682,124,0.094,21.67,B,0.07809727621999978
SKU_00986,0.6782673253898039,-0.44118814235240417,11.62,0.152,122,52.032876712328765,15.877761547420228,122,0.152,11.62,B,0.07809727621999978
SKU_00529,1.2818301305975035,-0.7127561246511069,26.98,0.166,144,42.01095890410959,12.93304356430531,144,0.166,26.98,B,0.07809727621999978
SKU_00115,1.3048579049025175,-0.7218386658651104,28.29,0.092,152,41.06849315068493,12.182595186183445,152,0.092,28.29,B,0.07809727621999978
SKU_00025,1.0095076825099782,-0.6085164977950059,9.48,0.142,156,45.38356164383562,14.001403125317326,156,0.142,9.48,B,0.07809727621999978
SKU_00843,1.6116182857344785,-0.825170038599811,14.35,0.044,144,36.93698630136986,11.272785312196229,144,0.044,14.35,B,0.07809727621999978
SKU_00229,0.4822200576579266,-0.3363197241814876,8.41,0.01,126,56.85479452054795,17.21066179500217,126,0.01,8.41,B,0.07809727621999978
SKU_00232,0.29661481371000414,-0.20609005631300753,19.76,0.071,105,62.12602739726027,17.426943483441722,105,0.071,19.76,B,0.07809727621999978
