sku_id,bin_id,on_hand_qty,reorder_point,safety_stock
SKU_00653,BIN_000613,687,754,329
SKU_00900,BIN_000842,1466,986,221
SKU_00123,BIN_000052,366,132,458
SKU_00587,BIN_000618,791,212,277
SKU_00047,BIN_000557,3690,886,497
SKU_00590,BIN_000680,1741,539,467
SKU_00985,BIN_001225,466,715,407
SKU_00422,BIN_000118,2018,471,216
SKU_00967,BIN_000651,560,712,283
SKU_00372,BIN_000413,4522,346,227
SKU_00218,BIN_000404,3268,218,127
SKU_00330,BIN_000046,861,315,241
SKU_00750,BIN_000111,2821,497,407
SKU_00562,BIN_000403,4776,577,168
SKU_00346,BIN_001308,2127,945,349
SKU_00014,BIN_000954,3795,931,325
SKU_00297,BIN_000187,516,816,161
SKU_00283,BIN_000763,3516,179,380
SKU_00038,BIN_001178,415,357,478
SKU_00919,BIN_000556,1661,301,467
SKU_00353,BIN_001083,2767,137,138
SKU_00676,BIN_001058,3154,549,368
SKU_00805,BIN_001360,2691,839,413
SKU_00837,BIN_001042,3459,972,157
SKU_00708,BIN_000960,3225,477,432
SKU_00214,BIN_000666,2480,252,437
SKU_00287,BIN_001336,2126,332,433
SKU_00867,BIN_000001,1065,849,79
SKU_00460,BIN_000725,3328,106,100
SKU_00809,BIN_000180,825,611,450
SKU_00694,BIN_000687,2108,624,219
SKU_00243,BIN_000229,2010,435,344
SKU_00933,BIN_001379,4121,790,191
SKU_00284,BIN_000874,4356,451,390
SKU_00454,BIN_001238,3992,589,54
SKU_00434,BIN_000824,305,564,181
SKU_00260,BIN_000790,1858,127,101
SKU_00830,BIN_000058,1493,666,210
SKU_00602,BIN_000266,2348,938,80
SKU_00650,BIN_000767,1302,781,172
SKU_00163,BIN_000148,3843,435,141
SKU_00066,BIN_001417,3812,708,408
SKU_00147,BIN_000319,2941,327,147
SKU_00339,BIN_000368,822,248,367
SKU_00111,BIN_000054,3534,377,456
SKU_00754,BIN_000969,4632,188,223
SKU_00681,BIN_000762,3933,570,477
SKU_00306,BIN_001204,606,483,328
SKU_00265,BIN_001351,1544,399,129
SKU_00696,BIN_001399,1057,212,164
SKU_00682,BIN_000477,1556,629,244
SKU_00617,BIN_000751,4340,408,130
SKU_00601,BIN_000392,1601,619,123
SKU_00897,BIN_001268,227,286,336
SKU_00965,BIN_001089,4960,573,414
SKU_00530,BIN_000692,2196,504,114
SKU_00776,BIN_000369,725,535,321
SKU_00391,BIN_001250,762,545,305
SKU_00254,BIN_000214,4809,693,58
SKU_00099,BIN_000986,2487,847,385
SKU_00672,BIN_001103,3012,791,325
SKU_00468,BIN_000242,1763,179,285
SKU_00895,BIN_000972,887,844,251
SKU_00712,BIN_000496,4354,263,444
SKU_00841,BIN_001272,75,639,243
SKU_00571,BIN_001355,4405,672,354
SKU_00320,BIN_001293,1131,476,229
SKU_00832,BIN_001441,2536,542,456
SKU_00411,BIN_000867,129,201,331
SKU_00192,BIN_000363,1860,875,438
SKU_00037,BIN_001496,3812,133,147
SKU_00202,BIN_000831,950,417,106
SKU_00278,BIN_000573,921,597,468
SKU_00858,BIN_001057,313,174,150
SKU_00969,BIN_000973,3666,865,125
SKU_00539,BIN_000863,2079,308,281
SKU_00746,BIN_000855,1843,885,356
SKU_00345,BIN_001343,592,313,283
SKU_00620,BIN_000638,3708,472,383
SKU_00181,BIN_000917,2596,326,166
SKU_00109,BIN_000945,1322,358,194
SKU_00711,BIN_001487,4529,641,214
SKU_00429,BIN_001394,4637,251,345
SKU_00443,BIN_001185,3502,998,194
SKU_00775,BIN_000044,1818,881,348
SKU_00466,BIN_000875,3526,911,158
SKU_00193,BIN_001041,4881,664,169
SKU_00179,BIN_000553,3029,391,484
SKU_00259,BIN_000488,272,615,372
SKU_00166,BIN_000177,2263,482,84
SKU_00080,BIN_001497,358,679,118
SKU_00400,BIN_000077,861,395,428
SKU_00040,BIN_000827,1338,529,489
SKU_00735,BIN_000014,1428,129,254
SKU_00253,BIN_000083,4081,883,207
SKU_00834,BIN_000898,1833,295,322
SKU_00222,BIN_000412,2716,395,451
SKU_00528,BIN_001108,1017,167,156
SKU_00770,BIN_000026,4820,540,462
SKU_00459,BIN_000074,1392,404,371
SKU_00209,BIN_000679,4732,496,101
SKU_00132,BIN_000974,3379,295,206
SKU_00441,BIN_001133,3862,498,75
SKU_00753,BIN_000891,2208,231,261
SKU_00641,BIN_000067,348,458,476
SKU_00230,BIN_001064,164,206,458
SKU_00083,BIN_001383,3000,982,342
SKU_00899,BIN_000414,4110,706,489
SKU_00409,BIN_000526,4110,503,156
SKU_00669,BIN_001270,1986,508,307
SKU_00864,BIN_000474,3559,717,103
SKU_00667,BIN_000840,2247,459,125
SKU_00924,BIN_000216,2050,203,443
SKU_00114,BIN_000485,4484,883,303
SKU_00383,BIN_000457,2412,951,218
SKU_00875,BIN_001197,802,836,398
SKU_00654,BIN_001297,4285,545,204
SKU_00542,BIN_000697,984,690,487
SKU_00908,BIN_000881,2805,208,388
SKU_00888,BIN_000480,384,786,315
SKU_00151,BIN_000213,3435,452,100
SKU_00152,BIN_000665,454,250,159
SKU_00565,BIN_001112,1043,373,166
SKU_00818,BIN_000441,2802,428,363
SKU_00063,BIN_000322,2857,945,226
SKU_00828,BIN_000379,589,282,224
SKU_00333,BIN_000401,2038,296,268
SKU_00053,BIN_000299,849,165,194
SKU_00722,BIN_000978,3533,431,66
SKU_00859,BIN_001032,1956,317,135
SKU_00960,BIN_001068,1774,910,419
SKU_00288,BIN_000009,1613,821,452
SKU_00241,BIN_000042,76,441,466
SKU_00656,BIN_001013,2594,578,90
SKU_00060,BIN_000780,3462,874,173
SKU_00030,BIN_001252,4845,285,247
SKU_00013,BIN_000596,2563,127,435
SKU_00057,BIN_000674,2345,850,205
SKU_00311,BIN_000211,1534,949,284
SKU_00090,BIN_001406,4644,573,375
SKU_00433,BIN_000749,4033,462,295
SKU_00387,BIN_001398,830,175,479
SKU_00827,BIN_001425,1403,344,401
SKU_00077,BIN_001433,167,672,101
SKU_00374,BIN_000636,520,782,216
SKU_00334,BIN_000372,2611,894,336
SKU_00281,BIN_000257,2987,102,329
SKU_00503,BIN_000359,3013,195,295
SKU_00613,BIN_000880,4064,229,234
SKU_00599,BIN_000255,1708,428,152
SKU_00199,BIN_001101,2712,372,111
SKU_00331,BIN_001186,1180,914,325
SKU_00335,BIN_001239,4236,610,477
SKU_00299,BIN_000758,2891,249,96
SKU_00916,BIN_001258,448,435,219
SKU_00239,BIN_000106,2593,597,396
SKU_00318,BIN_000283,4964,186,199
SKU_00959,BIN_000484,2121,648,267
SKU_00889,BIN_000929,472,232,418
SKU_00792,BIN_000168,497,976,164
SKU_00291,BIN_000159,2990,288,278
SKU_00428,BIN_001106,2221,162,318
SKU_00056,BIN_001038,2352,125,56
SKU_00922,BIN_000476,4951,683,322
SKU_00854,BIN_000183,1467,938,75
SKU_00603,BIN_000558,3026,454,421
SKU_00058,BIN_001138,1906,489,285
SKU_00782,BIN_000833,165,209,84
SKU_00285,BIN_000527,863,684,461
SKU_00592,BIN_001435,3620,539,402
SKU_00593,BIN_000297,2050,968,405
SKU_00292,BIN_001115,3198,309,119
SKU_00031,BIN_000512,117,380,67
SKU_00392,BIN_000466,2299,905,54
SKU_00773,BIN_000188,4690,349,55
SKU_00201,BIN_001166,1498,446,320
SKU_00995,BIN_001456,3264,919,218
SKU_00096,BIN_000479,4242,915,152
SKU_00616,BIN_000232,2453,373,489
SKU_00883,BIN_000764,3989,605,211
SKU_00021,BIN_001404,3789,524,237
SKU_00764,BIN_000033,3765,465,412
SKU_00760,BIN_001315,990,823,386
SKU_00812,BIN_000971,4460,398,423
SKU_00117,BIN_000946,3817,653,403
SKU_00009,BIN_001095,3403,847,59
SKU_00351,BIN_001135,155,712,264
SKU_00071,BIN_000346,450,432,495
SKU_00844,BIN_000493,1976,593,147
SKU_00168,BIN_000717,799,872,144
SKU_00079,BIN_000116,1894,199,179
SKU_00874,BIN_000028,3012,447,270
SKU_00121,BIN_001183,3961,266,375
SKU_00449,BIN_001443,4571,843,305
SKU_00974,BIN_000088,3216,815,218
SKU_00237,BIN_000095,1439,547,374
SKU_00379,BIN_001311,163,190,180
SKU_00514,BIN_001154,4696,213,290
SKU_00728,BIN_000722,3425,680,84
SKU_00042,BIN_000715,1963,645,478
SKU_00928,BIN_000048,1331,361,174
SKU_00833,BIN_000373,1082,430,407
SKU_00354,BIN_000164,2209,938,375
SKU_00440,BIN_000856,530,239,212
SKU_00491,BIN_000156,212,672,201
SKU_00190,BIN_001010,2223,470,240
SKU_00940,BIN_001078,1613,697,267
SKU_00988,BIN_001191,3562,908,308
SKU_00220,BIN_000641,2638,411,115
SKU_00019,BIN_000223,4168,966,288
SKU_00846,BIN_000478,1391,506,128
SKU_00926,BIN_000339,3669,708,245
SKU_00487,BIN_001299,4561,630,270
SKU_00664,BIN_000158,1289,239,135
SKU_00273,BIN_001134,3649,979,410
SKU_00492,BIN_000008,2832,779,276
SKU_00619,BIN_000349,3522,292,310
SKU_00101,BIN_001352,3074,925,143
SKU_00001,BIN_000080,126,613,363
SKU_00706,BIN_001244,614,336,195
SKU_00029,BIN_000410,1641,472,231
SKU_00300,BIN_001073,2686,125,480
SKU_00606,BIN_000912,894,958,420
SKU_00957,BIN_001422,1354,487,296
SKU_00231,BIN_000396,1930,813,387
SKU_00377,BIN_000645,1790,309,398
SKU_00436,BIN_001118,649,448,130
SKU_00476,BIN_001327,2969,767,473
SKU_00598,BIN_000022,1574,469,496
SKU_00936,BIN_001194,1526,352,190
SKU_00010,BIN_000531,1437,324,175
SKU_00628,BIN_000249,3027,896,91
SKU_00741,BIN_001071,268,313,196
SKU_00211,BIN_001397,4168,444,320
SKU_00901,BIN_000350,3424,801,105
SKU_00481,BIN_000935,832,924,72
SKU_00472,BIN_000544,4137,115,157
SKU_00032,BIN_000910,2244,299,116
SKU_00008,BIN_001074,2500,330,221
SKU_00486,BIN_001461,3993,785,444
SKU_00938,BIN_000134,630,936,323
SKU_00312,BIN_000538,3769,443,422
SKU_00586,BIN_000094,3055,118,407
SKU_00189,BIN_000550,3498,442,432
SKU_00518,BIN_001328,177,304,289
SKU_00580,BIN_000515,4606,157,487
SKU_00724,BIN_000703,542,278,328
SKU_00977,BIN_001055,3460,252,255
SKU_00323,BIN_000672,2291,137,72
SKU_00005,BIN_000075,3337,828,334
SKU_00370,BIN_000566,4424,603,240
SKU_00264,BIN_000234,446,410,246
SKU_00439,BIN_000811,4474,921,86
SKU_00983,BIN_001196,3983,200,436
SKU_00244,BIN_000012,2770,391,363
SKU_00458,BIN_000991,4722,473,117
SKU_00640,BIN_000276,1704,459,463
SKU_00497,BIN_001301,4692,695,303
SKU_00668,BIN_000932,3483,550,256
SKU_00871,BIN_000324,1834,836,497
SKU_00407,BIN_000321,3806,772,258
SKU_00257,BIN_000729,3818,209,113
SKU_00236,BIN_001000,103,973,420
SKU_00006,BIN_001202,1150,936,72
SKU_00100,BIN_000453,2971,308,179
SKU_00701,BIN_000329,387,179,268
SKU_00646,BIN_000828,702,420,346
SKU_00068,BIN_000178,4407,668,478
SKU_00448,BIN_000958,1457,470,219
SKU_00470,BIN_001384,3705,978,238
SKU_00126,BIN_000395,3868,799,282
SKU_00164,BIN_000694,2515,260,178
SKU_00850,BIN_001044,2476,910,297
SKU_00347,BIN_001277,4473,450,152
SKU_00368,BIN_000948,3637,278,145
SKU_00369,BIN_001061,3741,323,289
SKU_00145,BIN_001357,4091,379,232
SKU_00563,BIN_000124,4314,493,394
SKU_00898,BIN_000536,250,267,215
SKU_00930,BIN_001325,177,906,465
SKU_00952,BIN_001432,823,427,399
SKU_00356,BIN_001093,964,345,102
SKU_00726,BIN_000191,99,884,443
SKU_00576,BIN_000432,1320,726,366
SKU_00794,BIN_001316,3969,868,307
SKU_00424,BIN_000099,1170,796,68
SKU_00704,BIN_000239,3787,648,92
SKU_00736,BIN_001214,1929,254,226
SKU_00982,BIN_000415,288,532,271
SKU_00878,BIN_000228,581,579,105
SKU_00500,BIN_000317,4566,605,184
SKU_00128,BIN_001279,1551,371,232
SKU_00840,BIN_001114,781,464,386
SKU_00626,BIN_000736,3392,678,327
SKU_00371,BIN_000693,2177,838,380
SKU_00171,BIN_000420,4150,567,481
SKU_00290,BIN_000025,59,548,74
SKU_00856,BIN_000949,429,813,292
SKU_00655,BIN_000241,4332,885,169
SKU_00557,BIN_001291,2490,642,263
SKU_00148,BIN_000585,1950,528,419
SKU_00382,BIN_000366,3604,589,127
SKU_00559,BIN_000865,4636,350,140
SKU_00098,BIN_000728,3827,638,289
SKU_00465,BIN_001180,295,965,59
SKU_00665,BIN_001292,4787,853,356
SKU_00821,BIN_000807,4723,220,475
SKU_00610,BIN_001362,4320,856,166
SKU_00332,BIN_001372,4065,660,130
SKU_00630,BIN_001059,719,687,160
SKU_00515,BIN_001139,1100,579,287
SKU_00149,BIN_000023,282,259,168
SKU_00868,BIN_000237,652,795,263
SKU_00044,BIN_000391,3075,106,323
SKU_00205,BIN_001030,2816,662,68
SKU_00772,BIN_000049,1148,573,234
SKU_00621,BIN_000388,1754,111,441
SKU_00634,BIN_000016,2927,203,410
SKU_00925,BIN_000905,1657,742,146
SKU_00955,BIN_000543,745,899,165
SKU_00687,BIN_000742,1716,775,99
SKU_00649,BIN_000849,1926,209,176
SKU_00882,BIN_001181,584,206,132
SKU_00718,BIN_001278,655,651,257
SKU_00442,BIN_000066,635,687,393
SKU_00456,BIN_000500,1081,866,74
SKU_00004,BIN_000084,190,340,416
SKU_00208,BIN_000603,333,616,435
SKU_00945,BIN_001375,1088,378,129
SKU_00072,BIN_001333,3964,426,468
