order_id,order_priority
ORD_0007757,low
ORD_0007758,medium
ORD_0007759,medium
ORD_0007760,medium
ORD_0007761,medium
ORD_0007762,low
ORD_0007763,low
ORD_0007764,low
ORD_0007765,low
ORD_0007766,low
ORD_0007767,low
ORD_0007768,low
ORD_0007769,low
ORD_0007770,medium
ORD_0007771,medium
ORD_0007772,low
ORD_0007773,high
ORD_0007774,low
ORD_0007775,medium
ORD_0007776,low
ORD_0007777,medium
ORD_0007778,low
ORD_0007779,low
ORD_0007780,low
ORD_0007781,low
ORD_0007782,high
ORD_0007783,low
ORD_0007784,low
ORD_0007785,medium
ORD_0007786,low
ORD_0007787,medium
ORD_0007788,medium
ORD_0007789,medium
ORD_0007790,low
ORD_0007791,low
ORD_0007792,medium
ORD_0007793,medium
ORD_0007794,low
ORD_0007795,low
ORD_0007796,low
ORD_0007797,low
ORD_0007798,medium
ORD_0007799,medium
ORD_0007800,medium
ORD_0007801,low
ORD_0007802,low
ORD_0007803,low
ORD_0007804,medium
ORD_0007805,low
ORD_0007806,low
ORD_0007807,medium
ORD_0007808,medium
ORD_0007809,low
ORD_0007810,medium
ORD_0007811,high
ORD_0007812,high
ORD_0007813,high
ORD_0007814,medium
ORD_0007815,low
ORD_0007816,low
ORD_0007817,low
ORD_0007818,low
ORD_0007819,high
ORD_0007820,low
ORD_0007821,medium
ORD_0007822,medium
ORD_0007823,medium
ORD_0007824,low
ORD_0007825,medium
ORD_0007826,low
ORD_0007827,high
ORD_0007828,medium
ORD_0007829,medium
ORD_0007830,low
ORD_0007831,medium
ORD_0007832,medium
ORD_0007833,low
ORD_0007834,medium
ORD_0007835,low
ORD_0007836,low
ORD_0007837,low
ORD_0007838,low
ORD_0007839,high
ORD_0007840,low
ORD_0007841,low
ORD_0007842,low
ORD_0007843,high
ORD_0007844,high
ORD_0007845,low
ORD_0007846,low
ORD_0007847,high
ORD_0007848,low
ORD_0007849,high
ORD_0007850,high
ORD_0007851,high
ORD_0007852,low
ORD_0007853,low
ORD_0007854,low
ORD_0007855,low
ORD_0007856,medium
ORD_0007857,low
ORD_0007858,high
ORD_0007859,medium
ORD_0007860,medium
ORD_0007861,medium
ORD_0007862,medium
ORD_0007863,low
ORD_0007864,low
ORD_0007865,medium
ORD_0007866,medium
ORD_0007867,high
ORD_0007868,medium
ORD_0007869,medium
ORD_0007870,high
ORD_0007871,low
ORD_0007872,high
ORD_0007873,low
ORD_0007874,medium
ORD_0007875,medium
ORD_0007876,low
ORD_0007877,low
ORD_0007878,medium
ORD_0007879,low
ORD_0007880,medium
ORD_0007881,low
ORD_0007882,low
ORD_0007883,medium
ORD_0007884,high
ORD_0007885,low
ORD_0007886,medium
ORD_0007887,low
ORD_0007888,low
ORD_0007889,medium
ORD_0007890,medium
ORD_0007891,medium
ORD_0007892,high
ORD_0007893,low
ORD_0007894,high
ORD_0007895,medium
ORD_0007896,high
ORD_0007897,low
ORD_0007898,high
ORD_0007899,low
ORD_0007900,high
ORD_0007901,low
ORD_0007902,medium
ORD_0007903,medium
ORD_0007904,medium
ORD_0007905,medium
ORD_0007906,low
ORD_0007907,low
ORD_0007908,medium
ORD_0007909,low
ORD_0007910,low
ORD_0007911,medium
ORD_0007912,low
ORD_0007913,low
ORD_0007914,medium
ORD_0007915,medium
ORD_0007916,low
ORD_0007917,high
ORD_0007918,medium
ORD_0007919,high
ORD_0007920,low
ORD_0007921,high
ORD_0007922,low
ORD_0007923,low
ORD_0007924,low
ORD_0007925,low
ORD_0007926,low
ORD_0007927,medium
ORD_0007928,low
ORD_0007929,low
ORD_0007930,medium
ORD_0007931,medium
ORD_0007932,medium
ORD_0007933,low
ORD_0007934,low
ORD_0007935,medium
ORD_0007936,medium
ORD_0007937,high
ORD_0007938,low
ORD_0007939,medium
ORD_0007940,medium
ORD_0007941,medium
ORD_0007942,high
ORD_0007943,low
ORD_0007944,medium
ORD_0007945,high
ORD_0007946,medium
ORD_0007947,medium
ORD_0007948,low
ORD_0007949,low
ORD_0007950,low
ORD_0007951,high
ORD_0007952,low
ORD_0007953,high
ORD_0007954,medium
ORD_0007955,medium
ORD_0007956,high
ORD_0007957,low
ORD_0007958,high
ORD_0007959,high
ORD_0007960,low
ORD_0007961,medium
ORD_0007962,high
ORD_0007963,medium
ORD_0007964,low
ORD_0007965,low
ORD_0007966,high
ORD_0007967,low
ORD_0007968,medium
ORD_0007969,low
ORD_0007970,medium
ORD_0007971,medium
ORD_0007972,low
ORD_0007973,low
ORD_0007974,low
ORD_0007975,medium
ORD_0007976,high
ORD_0007977,low
ORD_0007978,high
ORD_0007979,low
ORD_0007980,low
ORD_0007981,medium
ORD_0007982,high
ORD_0007983,low
ORD_0007984,low
ORD_0007985,medium
ORD_0007986,low
ORD_0007987,medium
ORD_0007988,high
ORD_0007989,medium
ORD_0007990,low
ORD_0007991,medium
ORD_0007992,low
ORD_0007993,medium
ORD_0007994,medium
ORD_0007995,medium
ORD_0007996,medium
ORD_0007997,medium
ORD_0007998,medium
ORD_0007999,medium
ORD_0008000,medium
ORD_0008001,high
ORD_0008002,high
ORD_0008003,low
ORD_0008004,medium
ORD_0008005,high
ORD_0008006,high
ORD_0008007,medium
ORD_0008008,low
ORD_0008009,low
ORD_0008010,medium
ORD_0008011,high
ORD_0008012,medium
ORD_0008013,low
ORD_0008014,high
ORD_0008015,low
ORD_0008016,medium
ORD_0008017,medium
ORD_0008018,low
ORD_0008019,low
ORD_0008020,high
ORD_0008021,medium
ORD_0008022,high
ORD_0008023,medium
ORD_0008024,low
ORD_0008025,low
ORD_0008026,high
ORD_0008027,high
ORD_0008028,low
ORD_0008029,low
ORD_0008030,medium
ORD_0008031,low
ORD_0008032,low
ORD_0008033,low
ORD_0008034,high
ORD_0008035,low
ORD_0008036,low
ORD_0008037,medium
ORD_0008038,medium
ORD_0008039,high
ORD_0008040,low
ORD_0008041,low
ORD_0008042,medium
ORD_0008043,low
ORD_0008044,medium
ORD_0008045,medium
ORD_0008046,medium
ORD_0008047,high
ORD_0008048,medium
ORD_0008049,high
ORD_0008050,high
ORD_0008051,low
ORD_0008052,medium
ORD_0008053,low
ORD_0008054,high
ORD_0008055,medium
ORD_0008056,medium
ORD_0008057,medium
ORD_0008058,low
ORD_0008059,low
ORD_0008060,low
ORD_0008061,low
ORD_0008062,medium
ORD_0008063,low
ORD_0008064,medium
ORD_0008065,high
ORD_0008066,low
ORD_0008067,medium
ORD_0008068,medium
ORD_0008069,medium
ORD_0008070,low
ORD_0008071,high
ORD_0008072,low
ORD_0008073,low
ORD_0008074,low
ORD_0008075,medium
ORD_0008076,medium
ORD_0008077,medium
ORD_0008078,medium
ORD_0008079,high
ORD_0008080,low
ORD_0008081,low
ORD_0008082,medium
ORD_0008083,medium
ORD_0008084,low
ORD_0008085,medium
ORD_0008086,high
ORD_0008087,low
ORD_0008088,high
ORD_0008089,medium
ORD_0008090,low
ORD_0008091,medium
ORD_0008092,medium
ORD_0008093,medium
ORD_0008094,low
ORD_0008095,high
ORD_0008096,low
ORD_0008097,medium
ORD_0008098,medium
ORD_0008099,low
ORD_0008100,low
ORD_0008101,high
ORD_0008102,medium
ORD_0008103,low
ORD_0008104,medium
ORD_0008105,medium
ORD_0008106,medium
ORD_0008107,low
ORD_0008108,high
ORD_0008109,medium
ORD_0008110,high
ORD_0008111,low
ORD_0008112,low
ORD_0008113,low
ORD_0008114,medium
ORD_0008115,high
ORD_0008116,medium
ORD_0008117,high
ORD_0008118,high
ORD_0008119,low
ORD_0008120,low
ORD_0008121,low
ORD_0008122,low
ORD_0008123,low
ORD_0008124,medium
ORD_0008125,low
ORD_0008126,low
ORD_0008127,low
ORD_0008128,low
ORD_0008129,low
ORD_0008130,low
ORD_0008131,low
ORD_0008132,medium
ORD_0008133,medium
ORD_0008134,medium
ORD_0008135,medium
ORD_0008136,low
ORD_0008137,low
ORD_0008138,medium
ORD_0008139,low
ORD_0008140,high
ORD_0008141,high
ORD_0008142,low
ORD_0008143,low
ORD_0008144,medium
ORD_0008145,low
ORD_0008146,low
ORD_0008147,low
ORD_0008148,high
ORD_0008149,low
ORD_0008150,medium
ORD_0008151,low
ORD_0008152,high
ORD_0008153,high
ORD_0008154,medium
ORD_0008155,high
ORD_0008156,medium
ORD_0008157,low
ORD_0008158,low
ORD_0008159,high
ORD_0008160,medium
ORD_0008161,high
ORD_0008162,medium
ORD_0008163,low
ORD_0008164,low
ORD_0008165,high
ORD_0008166,low
ORD_0008167,medium
ORD_0008168,low
ORD_0008169,medium
ORD_0008170,medium
ORD_0008171,high
ORD_0008172,low
ORD_0008173,low
ORD_0008174,medium
ORD_0008175,low
ORD_0008176,low
ORD_0008177,medium
ORD_0008178,low
ORD_0008179,low
ORD_0008180,low
ORD_0008181,low
ORD_0008182,low
ORD_0008183,low
ORD_0008184,high
ORD_0008185,low
ORD_0008186,high
ORD_0008187,high
ORD_0008188,high
ORD_0008189,high
ORD_0008190,medium
ORD_0008191,high
ORD_0008192,low
ORD_0008193,medium
ORD_0008194,low
ORD_0008195,low
ORD_0008196,high
ORD_0008197,medium
ORD_0008198,low
ORD_0008199,low
ORD_0008200,medium
ORD_0008201,high
ORD_0008202,medium
ORD_0008203,high
ORD_0008204,medium
ORD_0008205,low
ORD_0008206,medium
ORD_0008207,low
ORD_0008208,medium
ORD_0008209,high
ORD_0008210,low
ORD_0008211,medium
ORD_0008212,high
ORD_0008213,medium
ORD_0008214,low
ORD_0008215,low
ORD_0008216,low
ORD_0008217,medium
ORD_0008218,high
ORD_0008219,low
ORD_0008220,medium
ORD_0008221,high
ORD_0008222,low
ORD_0008223,low
ORD_0008224,high
ORD_0008225,low
ORD_0008226,medium
ORD_0008227,medium
ORD_0008228,medium
ORD_0008229,medium
ORD_0008230,low
ORD_0008231,low
ORD_0008232,medium
ORD_0008233,medium
ORD_0008234,high
ORD_0008235,low
ORD_0008236,low
ORD_0008237,low
ORD_0008238,low
ORD_0008239,low
ORD_0008240,medium
ORD_0008241,low
ORD_0008242,low
ORD_0008243,low
ORD_0008244,medium
ORD_0008245,medium
ORD_0008246,medium
ORD_0008247,high
ORD_0008248,low
ORD_0008249,low
ORD_0008250,low
ORD_0008251,low
ORD_0008252,low
ORD_0008253,low
ORD_0008254,high
ORD_0008255,medium
ORD_0008256,low
ORD_0008257,low
ORD_0008258,low
ORD_0008259,low
ORD_0008260,medium
ORD_0008261,low
ORD_0008262,low
ORD_0008263,medium
ORD_0008264,medium
ORD_0008265,medium
ORD_0008266,medium
ORD_0008267,low
ORD_0008268,low
ORD_0008269,medium
ORD_0008270,low
ORD_0008271,high
ORD_0008272,high
ORD_0008273,medium
ORD_0008274,high
ORD_0008275,low
ORD_0008276,medium
ORD_0008277,medium
ORD_0008278,low
ORD_0008279,medium
ORD_0008280,low
ORD_0008281,low
ORD_0008282,high
ORD_0008283,low
ORD_0008284,medium
ORD_0008285,low
ORD_0008286,high
ORD_0008287,medium
ORD_0008288,medium
ORD_0008289,medium
ORD_0008290,medium
ORD_0008291,low
ORD_0008292,low
ORD_0008293,medium
ORD_0008294,medium
ORD_0008295,low
ORD_0008296,high
ORD_0008297,low
ORD_0008298,low
ORD_0008299,high
ORD_0008300,low
ORD_0008301,low
ORD_0008302,medium
ORD_0008303,low
ORD_0008304,medium
ORD_0008305,high
ORD_0008306,low
ORD_0008307,low
ORD_0008308,medium
ORD_0008309,medium
ORD_0008310,medium
ORD_0008311,medium
ORD_0008312,medium
ORD_0008313,medium
ORD_0008314,high
ORD_0008315,low
ORD_0008316,medium
ORD_0008317,low
ORD_0008318,medium
ORD_0008319,low
ORD_0008320,medium
ORD_0008321,medium
ORD_0008322,medium
ORD_0008323,high
ORD_0008324,high
ORD_0008325,low
ORD_0008326,low
ORD_0008327,medium
ORD_0008328,low
ORD_0008329,low
ORD_0008330,low
ORD_0008331,high
ORD_0008332,high
ORD_0008333,low
ORD_0008334,low
ORD_0008335,high
ORD_0008336,low
ORD_0008337,high
ORD_0008338,medium
ORD_0008339,low
ORD_0008340,low
ORD_0008341,medium
ORD_0008342,medium
ORD_0008343,low
ORD_0008344,high
ORD_0008345,medium
ORD_0008346,medium
ORD_0008347,high
ORD_0008348,medium
ORD_0008349,medium
ORD_0008350,high
ORD_0008351,low
ORD_0008352,high
ORD_0008353,low
ORD_0008354,low
ORD_0008355,low
ORD_0008356,low
ORD_0008357,medium
ORD_0008358,medium
ORD_0008359,medium
ORD_0008360,medium
ORD_0008361,high
ORD_0008362,medium
ORD_0008363,high
ORD_0008364,medium
ORD_0008365,medium
ORD_0008366,low
ORD_0008367,medium
ORD_0008368,medium
ORD_0008369,high
ORD_0008370,low
ORD_0008371,medium
ORD_0008372,high
ORD_0008373,low
ORD_0008374,low
ORD_0008375,low
ORD_0008376,medium
ORD_0008377,medium
ORD_0008378,low
ORD_0008379,low
ORD_0008380,low
ORD_0008381,low
ORD_0008382,low
ORD_0008383,high
ORD_0008384,medium
ORD_0008385,low
ORD_0008386,medium
ORD_0008387,high
ORD_0008388,low
ORD_0008389,high
ORD_0008390,medium
ORD_0008391,low
ORD_0008392,low
ORD_0008393,high
ORD_0008394,low
ORD_0008395,high
ORD_0008396,low
ORD_0008397,medium
ORD_0008398,low
ORD_0008399,low
ORD_0008400,medium
ORD_0008401,low
ORD_0008402,low
ORD_0008403,medium
ORD_0008404,high
ORD_0008405,high
ORD_0008406,low
ORD_0008407,low
ORD_0008408,low
ORD_0008409,low
ORD_0008410,medium
ORD_0008411,high
ORD_0008412,low
ORD_0008413,low
ORD_0008414,low
ORD_0008415,medium
ORD_0008416,high
ORD_0008417,low
ORD_0008418,low
ORD_0008419,low
ORD_0008420,medium
ORD_0008421,low
ORD_0008422,high
ORD_0008423,low
ORD_0008424,medium
ORD_0008425,low
ORD_0008426,medium
ORD_0008427,medium
ORD_0008428,low
ORD_0008429,low
ORD_0008430,high
ORD_0008431,low
ORD_0008432,low
ORD_0008433,low
ORD_0008434,medium
ORD_0008435,medium
ORD_0008436,low
ORD_0008437,low
ORD_0008438,low
ORD_0008439,low
ORD_0008440,medium
ORD_0008441,low
ORD_0008442,medium
ORD_0008443,low
ORD_0008444,medium
ORD_0008445,low
ORD_0008446,medium
ORD_0008447,low
ORD_0008448,low
ORD_0008449,high
ORD_0008450,low
ORD_0008451,low
ORD_0008452,medium
ORD_0008453,high
ORD_0008454,high
ORD_0008455,low
ORD_0008456,medium
ORD_0008457,low
ORD_0008458,medium
ORD_0008459,high
ORD_0008460,low
ORD_0008461,low
ORD_0008462,low
ORD_0008463,low
ORD_0008464,low
ORD_0008465,low
ORD_0008466,low
ORD_0008467,low
ORD_0008468,medium
ORD_0008469,low
ORD_0008470,low
ORD_0008471,low
ORD_0008472,low
ORD_0008473,medium
ORD_0008474,high
ORD_0008475,medium
ORD_0008476,low
ORD_0008477,low
ORD_0008478,medium
ORD_0008479,low
ORD_0008480,medium
ORD_0008481,high
ORD_0008482,low
ORD_0008483,medium
ORD_0008484,low
ORD_0008485,low
ORD_0008486,low
ORD_0008487,medium
ORD_0008488,low
ORD_0008489,low
ORD_0008490,high
ORD_0008491,low
ORD_0008492,medium
ORD_0008493,high
ORD_0008494,low
ORD_0008495,low
ORD_0008496,high
ORD_0008497,low
ORD_0008498,low
ORD_0008499,low
ORD_0008500,low
ORD_0008501,low
ORD_0008502,medium
ORD_0008503,low
ORD_0008504,high
ORD_0008505,high
ORD_0008506,medium
ORD_0008507,high
ORD_0008508,low
ORD_0008509,medium
ORD_0008510,low
ORD_0008511,low
ORD_0008512,high
ORD_0008513,medium
ORD_0008514,low
ORD_0008515,high
ORD_0008516,low
ORD_0008517,medium
ORD_0008518,medium
ORD_0008519,low
ORD_0008520,low
ORD_0008521,medium
ORD_0008522,high
ORD_0008523,medium
ORD_0008524,medium
ORD_0008525,medium
ORD_0008526,low
ORD_0008527,medium
ORD_0008528,medium
ORD_0008529,medium
ORD_0008530,low
ORD_0008531,low
ORD_0008532,low
ORD_0008533,medium
ORD_0008534,low
ORD_0008535,high
ORD_0008536,medium
ORD_0008537,low
ORD_0008538,low
ORD_0008539,low
ORD_0008540,high
ORD_0008541,low
ORD_0008542,medium
ORD_0008543,medium
ORD_0008544,low
ORD_0008545,low
ORD_0008546,high
ORD_0008547,medium
ORD_0008548,low
ORD_0008549,medium
ORD_0008550,medium
ORD_0008551,low
ORD_0008552,low
ORD_0008553,low
ORD_0008554,medium
ORD_0008555,low
ORD_0008556,low
ORD_0008557,low
ORD_0008558,low
ORD_0008559,low
ORD_0008560,low
ORD_0008561,high
ORD_0008562,medium
ORD_0008563,low
ORD_0008564,low
ORD_0008565,low
ORD_0008566,low
ORD_0008567,medium
ORD_0008568,low
ORD_0008569,medium
ORD_0008570,high
ORD_0008571,medium
ORD_0008572,low
ORD_0008573,low
ORD_0008574,low
ORD_0008575,high
ORD_0008576,low
ORD_0008577,high
ORD_0008578,low
ORD_0008579,medium
ORD_0008580,medium
ORD_0008581,low
ORD_0008582,low
ORD_0008583,medium
ORD_0008584,medium
ORD_0008585,low
ORD_0008586,medium
ORD_0008587,low
ORD_0008588,medium
ORD_0008589,low
ORD_0008590,low
ORD_0008591,low
ORD_0008592,medium
ORD_0008593,low
ORD_0008594,low
ORD_0008595,low
ORD_0008596,low
ORD_0008597,low
ORD_0008598,medium
ORD_0008599,medium
ORD_0008600,low
ORD_0008601,medium
ORD_0008602,low
ORD_0008603,medium
ORD_0008604,low
ORD_0008605,medium
ORD_0008606,medium
ORD_0008607,medium
ORD_0008608,medium
ORD_0008609,high
ORD_0008610,medium
ORD_0008611,low
ORD_0008612,high
ORD_0008613,low
ORD_0008614,low
ORD_0008615,high
ORD_0008616,high
ORD_0008617,low
ORD_0008618,medium
ORD_0008619,medium
ORD_0008620,medium
ORD_0008621,low
ORD_0008622,medium
ORD_0008623,medium
ORD_0008624,high
ORD_0008625,medium
ORD_0008626,low
ORD_0008627,low
ORD_0008628,low
ORD_0008629,low
ORD_0008630,low
ORD_0008631,low
ORD_0008632,high
ORD_0008633,high
ORD_0008634,medium
ORD_0008635,medium
ORD_0008636,high
ORD_0008637,medium
ORD_0008638,high
ORD_0008639,high
ORD_0008640,medium
ORD_0008641,low
ORD_0008642,low
ORD_0008643,low
ORD_0008644,medium
ORD_0008645,high
ORD_0008646,low
ORD_0008647,high
ORD_0008648,low
ORD_0008649,low
ORD_0008650,medium
ORD_0008651,medium
ORD_0008652,low
ORD_0008653,high
ORD_0008654,low
ORD_0008655,low
ORD_0008656,low
ORD_0008657,medium
ORD_0008658,low
ORD_0008659,low
ORD_0008660,low
ORD_0008661,high
ORD_0008662,high
ORD_0008663,medium
ORD_0008664,medium
ORD_0008665,low
ORD_0008666,high
ORD_0008667,low
ORD_0008668,low
ORD_0008669,high
ORD_0008670,low
ORD_0008671,high
ORD_0008672,high
ORD_0008673,high
ORD_0008674,medium
ORD_0008675,low
ORD_0008676,low
ORD_0008677,high
ORD_0008678,low
ORD_0008679,medium
ORD_0008680,medium
ORD_0008681,medium
ORD_0008682,high
ORD_0008683,high
ORD_0008684,low
ORD_0008685,low
ORD_0008686,high
ORD_0008687,medium
ORD_0008688,high
ORD_0008689,medium
ORD_0008690,low
ORD_0008691,low
ORD_0008692,low
ORD_0008693,low
ORD_0008694,medium
ORD_0008695,medium
ORD_0008696,low
ORD_0008697,high
ORD_0008698,high
ORD_0008699,high
ORD_0008700,high
ORD_0008701,low
ORD_0008702,low
ORD_0008703,medium
ORD_0008704,low
ORD_0008705,low
ORD_0008706,low
ORD_0008707,low
ORD_0008708,medium
ORD_0008709,high
ORD_0008710,medium
ORD_0008711,low
ORD_0008712,high
ORD_0008713,medium
ORD_0008714,high
ORD_0008715,low
ORD_0008716,low
ORD_0008717,low
ORD_0008718,high
ORD_0008719,medium
ORD_0008720,high
ORD_0008721,high
ORD_0008722,medium
ORD_0008723,high
ORD_0008724,low
ORD_0008725,high
ORD_0008726,high
ORD_0008727,low
ORD_0008728,low
ORD_0008729,low
ORD_0008730,low
ORD_0008731,high
ORD_0008732,low
ORD_0008733,low
ORD_0008734,low
ORD_0008735,medium
ORD_0008736,high
ORD_0008737,low
ORD_0008738,low
ORD_0008739,high
ORD_0008740,high
ORD_0008741,low
ORD_0008742,low
ORD_0008743,medium
ORD_0008744,high
ORD_0008745,medium
ORD_0008746,high
ORD_0008747,high
ORD_0008748,medium
ORD_0008749,low
ORD_0008750,low
ORD_0008751,medium
ORD_0008752,medium
ORD_0008753,low
ORD_0008754,low
ORD_0008755,low
ORD_0008756,medium
ORD_0008757,high
ORD_0008758,high
ORD_0008759,low
ORD_0008760,low
ORD_0008761,medium
ORD_0008762,low
ORD_0008763,high
ORD_0008764,high
ORD_0008765,high
ORD_0008766,medium
ORD_0008767,medium
ORD_0008768,low
ORD_0008769,low
ORD_0008770,medium
ORD_0008771,medium
ORD_0008772,medium
ORD_0008773,medium
ORD_0008774,medium
ORD_0008775,low
ORD_0008776,medium
ORD_0008777,low
ORD_0008778,low
ORD_0008779,high
ORD_0008780,low
ORD_0008781,low
ORD_0008782,low
ORD_0008783,medium
ORD_0008784,high
ORD_0008785,medium
ORD_0008786,low
ORD_0008787,low
ORD_0008788,low
ORD_0008789,low
ORD_0008790,low
ORD_0008791,low
ORD_0008792,medium
ORD_0008793,medium
ORD_0008794,low
ORD_0008795,medium
ORD_0008796,medium
ORD_0008797,medium
ORD_0008798,high
ORD_0008799,low
ORD_0008800,low
ORD_0008801,low
ORD_0008802,high
ORD_0008803,medium
ORD_0008804,medium
ORD_0008805,low
ORD_0008806,low
ORD_0008807,low
ORD_0008808,high
ORD_0008809,high
ORD_0008810,medium
ORD_0008811,high
ORD_0008812,low
ORD_0008813,low
ORD_0008814,low
ORD_0008815,medium
ORD_0008816,medium
ORD_0008817,low
ORD_0008818,low
ORD_0008819,medium
ORD_0008820,medium
ORD_0008821,low
ORD_0008822,medium
ORD_0008823,medium
ORD_0008824,high
ORD_0008825,low
ORD_0008826,medium
ORD_0008827,low
ORD_0008828,medium
ORD_0008829,high
ORD_0008830,high
ORD_0008831,low
ORD_0008832,high
ORD_0008833,low
ORD_0008834,medium
ORD_0008835,low
ORD_0008836,medium
ORD_0008837,low
ORD_0008838,medium
ORD_0008839,high
ORD_0008840,medium
ORD_0008841,high
ORD_0008842,medium
ORD_0008843,medium
ORD_0008844,high
ORD_0008845,high
ORD_0008846,medium
ORD_0008847,low
ORD_0008848,medium
ORD_0008849,medium
ORD_0008850,high
ORD_0008851,high
ORD_0008852,low
ORD_0008853,medium
ORD_0008854,low
ORD_0008855,high
ORD_0008856,high
ORD_0008857,low
ORD_0008858,medium
ORD_0008859,medium
ORD_0008860,low
ORD_0008861,low
ORD_0008862,low
ORD_0008863,high
ORD_0008864,high
ORD_0008865,high
ORD_0008866,medium
ORD_0008867,medium
ORD_0008868,high
ORD_0008869,high
ORD_0008870,medium
ORD_0008871,medium
ORD_0008872,medium
ORD_0008873,low
ORD_0008874,low
ORD_0008875,medium
ORD_0008876,high
ORD_0008877,medium
ORD_0008878,medium
ORD_0008879,low
ORD_0008880,high
ORD_0008881,high
ORD_0008882,medium
ORD_0008883,low
ORD_0008884,medium
ORD_0008885,low
ORD_0008886,low
ORD_0008887,low
ORD_0008888,medium
ORD_0008889,low
ORD_0008890,low
ORD_0008891,medium
ORD_0008892,low
ORD_0008893,low
ORD_0008894,medium
ORD_0008895,high
ORD_0008896,low
ORD_0008897,medium
ORD_0008898,high
ORD_0008899,low
ORD_0008900,low
ORD_0008901,high
ORD_0008902,low
ORD_0008903,low
ORD_0008904,low
ORD_0008905,low
ORD_0008906,low
ORD_0008907,low
ORD_0008908,low
ORD_0008909,low
ORD_0008910,high
ORD_0008911,low
ORD_0008912,high
ORD_0008913,medium
ORD_0008914,medium
ORD_0008915,low
ORD_0008916,high
ORD_0008917,high
ORD_0008918,medium
ORD_0008919,medium
ORD_0008920,low
ORD_0008921,low
ORD_0008922,low
ORD_0008923,medium
ORD_0008924,low
ORD_0008925,high
ORD_0008926,low
ORD_0008927,medium
ORD_0008928,high
ORD_0008929,medium
ORD_0008930,high
ORD_0008931,low
ORD_0008932,high
ORD_0008933,high
ORD_0008934,low
ORD_0008935,medium
ORD_0008936,high
ORD_0008937,low
ORD_0008938,medium
ORD_0008939,high
ORD_0008940,high
ORD_0008941,medium
ORD_0008942,low
ORD_0008943,high
ORD_0008944,low
ORD_0008945,medium
ORD_0008946,low
ORD_0008947,low
ORD_0008948,low
ORD_0008949,medium
ORD_0008950,low
ORD_0008951,low
ORD_0008952,medium
ORD_0008953,high
ORD_0008954,low
ORD_0008955,low
ORD_0008956,medium
ORD_0008957,medium
ORD_0008958,medium
ORD_0008959,low
ORD_0008960,low
ORD_0008961,medium
ORD_0008962,medium
ORD_0008963,high
ORD_0008964,low
ORD_0008965,high
ORD_0008966,low
ORD_0008967,low
ORD_0008968,medium
ORD_0008969,medium
ORD_0008970,low
ORD_0008971,low
ORD_0008972,medium
ORD_0008973,low
ORD_0008974,medium
ORD_0008975,high
ORD_0008976,high
ORD_0008977,low
ORD_0008978,low
ORD_0008979,medium
ORD_0008980,medium
ORD_0008981,medium
ORD_0008982,low
ORD_0008983,high
ORD_0008984,low
ORD_0008985,low
ORD_0008986,high
ORD_0008987,high
ORD_0008988,low
ORD_0008989,medium
ORD_0008990,medium
ORD_0008991,high
ORD_0008992,high
ORD_0008993,low
ORD_0008994,high
ORD_0008995,low
ORD_0008996,medium
ORD_0008997,medium
ORD_0008998,low
ORD_0008999,medium
ORD_0009000,medium
ORD_0009001,medium
ORD_0009002,medium
ORD_0009003,low
ORD_0009004,low
ORD_0009005,medium
ORD_0009006,low
ORD_0009007,low
ORD_0009008,low
ORD_0009009,low
ORD_0009010,low
ORD_0009011,medium
ORD_0009012,low
ORD_0009013,low
ORD_0009014,high
ORD_0009015,high
ORD_0009016,medium
ORD_0009017,medium
ORD_0009018,low
ORD_0009019,high
ORD_0009020,low
ORD_0009021,medium
ORD_0009022,low
ORD_0009023,low
ORD_0009024,medium
ORD_0009025,low
ORD_0009026,low
ORD_0009027,low
ORD_0009028,high
ORD_0009029,low
ORD_0009030,medium
ORD_0009031,low
ORD_0009032,low
ORD_0009033,high
ORD_0009034,low
ORD_0009035,medium
ORD_0009036,high
ORD_0009037,medium
ORD_0009038,high
ORD_0009039,medium
ORD_0009040,low
ORD_0009041,low
ORD_0009042,low
ORD_0009043,high
ORD_0009044,low
ORD_0009045,medium
ORD_0009046,medium
ORD_0009047,high
ORD_0009048,low
ORD_0009049,medium
ORD_0009050,medium
ORD_0009051,medium
ORD_0009052,medium
ORD_0009053,medium
ORD_0009054,medium
ORD_0009055,low
ORD_0009056,medium
ORD_0009057,low
ORD_0009058,high
ORD_0009059,low
ORD_0009060,high
ORD_0009061,medium
ORD_0009062,high
ORD_0009063,medium
ORD_0009064,high
ORD_0009065,medium
ORD_0009066,low
ORD_0009067,medium
ORD_0009068,low
ORD_0009069,low
ORD_0009070,medium
ORD_0009071,medium
ORD_0009072,low
ORD_0009073,medium
ORD_0009074,high
ORD_0009075,high
ORD_0009076,low
ORD_0009077,high
ORD_0009078,medium
ORD_0009079,medium
ORD_0009080,low
ORD_0009081,low
ORD_0009082,low
ORD_0009083,low
ORD_0009084,medium
ORD_0009085,low
ORD_0009086,medium
ORD_0009087,low
ORD_0009088,medium
ORD_0009089,medium
ORD_0009090,high
ORD_0009091,medium
ORD_0009092,low
ORD_0009093,high
ORD_0009094,high
ORD_0009095,low
ORD_0009096,low
ORD_0009097,medium
ORD_0009098,medium
ORD_0009099,medium
ORD_0009100,medium
ORD_0009101,medium
ORD_0009102,high
ORD_0009103,high
ORD_0009104,low
ORD_0009105,medium
ORD_0009106,medium
ORD_0009107,low
ORD_0009108,low
ORD_0009109,medium
