sku_id,bin_id,edge_type
SKU_00571,BIN_001355,stored_in
SKU_00320,BIN_001293,stored_in
SKU_00832,BIN_001441,stored_in
SKU_00411,BIN_000867,stored_in
SKU_00192,BIN_000363,stored_in
SKU_00037,BIN_001496,stored_in
SKU_00202,BIN_000831,stored_in
SKU_00278,BIN_000573,stored_in
SKU_00858,BIN_001057,stored_in
SKU_00969,BIN_000973,stored_in
SKU_00539,BIN_000863,stored_in
SKU_00746,BIN_000855,stored_in
SKU_00345,BIN_001343,stored_in
SKU_00620,BIN_000638,stored_in
SKU_00181,BIN_000917,stored_in
SKU_00109,BIN_000945,stored_in
SKU_00711,BIN_001487,stored_in
SKU_00429,BIN_001394,stored_in
SKU_00443,BIN_001185,stored_in
SKU_00775,BIN_000044,stored_in
SKU_00466,BIN_000875,stored_in
SKU_00193,BIN_001041,stored_in
SKU_00179,BIN_000553,stored_in
SKU_00259,BIN_000488,stored_in
SKU_00166,BIN_000177,stored_in
SKU_00080,BIN_001497,stored_in
SKU_00400,BIN_000077,stored_in
SKU_00040,BIN_000827,stored_in
SKU_00735,BIN_000014,stored_in
SKU_00253,BIN_000083,stored_in
SKU_00834,BIN_000898,stored_in
SKU_00222,BIN_000412,stored_in
SKU_00528,BIN_001108,stored_in
SKU_00770,BIN_000026,stored_in
SKU_00459,BIN_000074,stored_in
SKU_00209,BIN_000679,stored_in
SKU_00132,BIN_000974,stored_in
SKU_00441,BIN_001133,stored_in
SKU_00753,BIN_000891,stored_in
SKU_00641,BIN_000067,stored_in
SKU_00230,BIN_001064,stored_in
SKU_00083,BIN_001383,stored_in
SKU_00899,BIN_000414,stored_in
SKU_00409,BIN_000526,stored_in
SKU_00669,BIN_001270,stored_in
SKU_00864,BIN_000474,stored_in
SKU_00667,BIN_000840,stored_in
SKU_00924,BIN_000216,stored_in
SKU_00114,BIN_000485,stored_in
SKU_00383,BIN_000457,stored_in
SKU_00875,BIN_001197,stored_in
SKU_00654,BIN_001297,stored_in
SKU_00542,BIN_000697,stored_in
SKU_00908,BIN_000881,stored_in
SKU_00888,BIN_000480,stored_in
SKU_00151,BIN_000213,stored_in
SKU_00152,BIN_000665,stored_in
SKU_00565,BIN_001112,stored_in
SKU_00818,BIN_000441,stored_in
SKU_00063,BIN_000322,stored_in
SKU_00828,BIN_000379,stored_in
SKU_00333,BIN_000401,stored_in
SKU_00053,BIN_000299,stored_in
SKU_00722,BIN_000978,stored_in
SKU_00859,BIN_001032,stored_in
SKU_00960,BIN_001068,stored_in
SKU_00288,BIN_000009,stored_in
SKU_00241,BIN_000042,stored_in
SKU_00656,BIN_001013,stored_in
SKU_00060,BIN_000780,stored_in
SKU_00030,BIN_001252,stored_in
SKU_00013,BIN_000596,stored_in
SKU_00057,BIN_000674,stored_in
SKU_00311,BIN_000211,stored_in
SKU_00090,BIN_001406,stored_in
SKU_00433,BIN_000749,stored_in
SKU_00387,BIN_001398,stored_in
SKU_00827,BIN_001425,stored_in
SKU_00077,BIN_001433,stored_in
SKU_00374,BIN_000636,stored_in
SKU_00334,BIN_000372,stored_in
SKU_00281,BIN_000257,stored_in
SKU_00503,BIN_000359,stored_in
SKU_00613,BIN_000880,stored_in
SKU_00599,BIN_000255,stored_in
SKU_00199,BIN_001101,stored_in
SKU_00331,BIN_001186,stored_in
SKU_00335,BIN_001239,stored_in
SKU_00299,BIN_000758,stored_in
SKU_00916,BIN_001258,stored_in
SKU_00239,BIN_000106,stored_in
SKU_00318,BIN_000283,stored_in
SKU_00959,BIN_000484,stored_in
SKU_00889,BIN_000929,stored_in
SKU_00792,BIN_000168,stored_in
SKU_00291,BIN_000159,stored_in
SKU_00428,BIN_001106,stored_in
SKU_00056,BIN_001038,stored_in
SKU_00922,BIN_000476,stored_in
SKU_00854,BIN_000183,stored_in
SKU_00603,BIN_000558,stored_in
SKU_00058,BIN_001138,stored_in
SKU_00782,BIN_000833,stored_in
SKU_00285,BIN_000527,stored_in
SKU_00592,BIN_001435,stored_in
SKU_00593,BIN_000297,stored_in
SKU_00292,BIN_001115,stored_in
SKU_00031,BIN_000512,stored_in
SKU_00392,BIN_000466,stored_in
SKU_00773,BIN_000188,stored_in
SKU_00201,BIN_001166,stored_in
SKU_00995,BIN_001456,stored_in
SKU_00096,BIN_000479,stored_in
SKU_00616,BIN_000232,stored_in
SKU_00883,BIN_000764,stored_in
SKU_00021,BIN_001404,stored_in
SKU_00764,BIN_000033,stored_in
SKU_00760,BIN_001315,stored_in
SKU_00812,BIN_000971,stored_in
SKU_00117,BIN_000946,stored_in
SKU_00009,BIN_001095,stored_in
SKU_00351,BIN_001135,stored_in
SKU_00071,BIN_000346,stored_in
SKU_00844,BIN_000493,stored_in
SKU_00168,BIN_000717,stored_in
SKU_00079,BIN_000116,stored_in
SKU_00874,BIN_000028,stored_in
SKU_00121,BIN_001183,stored_in
SKU_00449,BIN_001443,stored_in
SKU_00974,BIN_000088,stored_in
SKU_00237,BIN_000095,stored_in
SKU_00379,BIN_001311,stored_in
SKU_00514,BIN_001154,stored_in
SKU_00728,BIN_000722,stored_in
SKU_00042,BIN_000715,stored_in
SKU_00928,BIN_000048,stored_in
SKU_00833,BIN_000373,stored_in
SKU_00354,BIN_000164,stored_in
SKU_00440,BIN_000856,stored_in
SKU_00491,BIN_000156,stored_in
SKU_00190,BIN_001010,stored_in
SKU_00940,BIN_001078,stored_in
SKU_00988,BIN_001191,stored_in
SKU_00220,BIN_000641,stored_in
SKU_00019,BIN_000223,stored_in
SKU_00846,BIN_000478,stored_in
SKU_00926,BIN_000339,stored_in
SKU_00487,BIN_001299,stored_in
SKU_00664,BIN_000158,stored_in
SKU_00273,BIN_001134,stored_in
SKU_00492,BIN_000008,stored_in
SKU_00619,BIN_000349,stored_in
SKU_00101,BIN_001352,stored_in
SKU_00001,BIN_000080,stored_in
SKU_00706,BIN_001244,stored_in
SKU_00029,BIN_000410,stored_in
SKU_00300,BIN_001073,stored_in
SKU_00606,BIN_000912,stored_in
SKU_00957,BIN_001422,stored_in
SKU_00231,BIN_000396,stored_in
SKU_00377,BIN_000645,stored_in
SKU_00436,BIN_001118,stored_in
SKU_00476,BIN_001327,stored_in
SKU_00598,BIN_000022,stored_in
SKU_00936,BIN_001194,stored_in
SKU_00010,BIN_000531,stored_in
SKU_00628,BIN_000249,stored_in
SKU_00741,BIN_001071,stored_in
SKU_00211,BIN_001397,stored_in
SKU_00901,BIN_000350,stored_in
SKU_00481,BIN_000935,stored_in
SKU_00472,BIN_000544,stored_in
SKU_00032,BIN_000910,stored_in
SKU_00008,BIN_001074,stored_in
SKU_00486,BIN_001461,stored_in
SKU_00938,BIN_000134,stored_in
SKU_00312,BIN_000538,stored_in
SKU_00586,BIN_000094,stored_in
SKU_00189,BIN_000550,stored_in
SKU_00518,BIN_001328,stored_in
SKU_00580,BIN_000515,stored_in
SKU_00724,BIN_000703,stored_in
SKU_00977,BIN_001055,stored_in
SKU_00323,BIN_000672,stored_in
SKU_00005,BIN_000075,stored_in
SKU_00370,BIN_000566,stored_in
SKU_00264,BIN_000234,stored_in
SKU_00439,BIN_000811,stored_in
SKU_00983,BIN_001196,stored_in
SKU_00244,BIN_000012,stored_in
SKU_00458,BIN_000991,stored_in
SKU_00640,BIN_000276,stored_in
SKU_00497,BIN_001301,stored_in
SKU_00668,BIN_000932,stored_in
SKU_00871,BIN_000324,stored_in
SKU_00407,BIN_000321,stored_in
SKU_00257,BIN_000729,stored_in
SKU_00236,BIN_001000,stored_in
SKU_00006,BIN_001202,stored_in
SKU_00100,BIN_000453,stored_in
SKU_00701,BIN_000329,stored_in
SKU_00646,BIN_000828,stored_in
SKU_00068,BIN_000178,stored_in
SKU_00448,BIN_000958,stored_in
SKU_00470,BIN_001384,stored_in
SKU_00126,BIN_000395,stored_in
SKU_00164,BIN_000694,stored_in
SKU_00850,BIN_001044,stored_in
SKU_00347,BIN_001277,stored_in
SKU_00368,BIN_000948,stored_in
SKU_00369,BIN_001061,stored_in
SKU_00145,BIN_001357,stored_in
SKU_00563,BIN_000124,stored_in
SKU_00898,BIN_000536,stored_in
SKU_00930,BIN_001325,stored_in
SKU_00952,BIN_001432,stored_in
SKU_00356,BIN_001093,stored_in
SKU_00726,BIN_000191,stored_in
SKU_00576,BIN_000432,stored_in
SKU_00794,BIN_001316,stored_in
SKU_00424,BIN_000099,stored_in
SKU_00704,BIN_000239,stored_in
SKU_00736,BIN_001214,stored_in
SKU_00982,BIN_000415,stored_in
SKU_00878,BIN_000228,stored_in
SKU_00500,BIN_000317,stored_in
SKU_00128,BIN_001279,stored_in
SKU_00840,BIN_001114,stored_in
SKU_00626,BIN_000736,stored_in
SKU_00371,BIN_000693,stored_in
SKU_00171,BIN_000420,stored_in
SKU_00290,BIN_000025,stored_in
SKU_00856,BIN_000949,stored_in
SKU_00655,BIN_000241,stored_in
SKU_00557,BIN_001291,stored_in
SKU_00148,BIN_000585,stored_in
SKU_00382,BIN_000366,stored_in
SKU_00559,BIN_000865,stored_in
SKU_00098,BIN_000728,stored_in
SKU_00465,BIN_001180,stored_in
SKU_00665,BIN_001292,stored_in
SKU_00821,BIN_000807,stored_in
SKU_00610,BIN_001362,stored_in
SKU_00332,BIN_001372,stored_in
SKU_00630,BIN_001059,stored_in
SKU_00515,BIN_001139,stored_in
SKU_00149,BIN_000023,stored_in
SKU_00868,BIN_000237,stored_in
SKU_00044,BIN_000391,stored_in
SKU_00205,BIN_001030,stored_in
SKU_00772,BIN_000049,stored_in
SKU_00621,BIN_000388,stored_in
SKU_00634,BIN_000016,stored_in
SKU_00925,BIN_000905,stored_in
SKU_00955,BIN_000543,stored_in
SKU_00687,BIN_000742,stored_in
SKU_00649,BIN_000849,stored_in
SKU_00882,BIN_001181,stored_in
SKU_00718,BIN_001278,stored_in
SKU_00442,BIN_000066,stored_in
SKU_00456,BIN_000500,stored_in
SKU_00004,BIN_000084,stored_in
SKU_00208,BIN_000603,stored_in
SKU_00945,BIN_001375,stored_in
SKU_00072,BIN_001333,stored_in
