sku_id,unit_cost,annual_demand,weight_kg,volume_cu_m,handling_type,annual_consumption_value,abc_class
SKU_00624,311.04,20437,7.24,0.004,fragile,6356724.48,B
SKU_00918,382.98,16556,12.54,0.132,normal,6340616.88,B
SKU_00349,314.8,20082,25.61,0.038,fragile,6321813.600000001,B
SKU_00904,213.61,29471,20.04,0.039,normal,6295300.3100000005,B
SKU_00611,400.71,15663,23.62,0.147,fragile,6276320.7299999995,B
SKU_00289,297.46,21053,7.15,0.09,hazardous,6262425.38,B
SKU_00522,485.11,12903,22.92,0.185,normal,6259374.33,B
SKU_00768,174.33,35731,14.27,0.081,hazardous,6228985.23,B
SKU_00061,139.32,44647,23.5,0.122,hazardous,6220220.04,B
SKU_00808,228.17,27217,21.36,0.19,fragile,6210102.89,B
SKU_00954,212.29,29082,27.93,0.179,fragile,6173817.779999999,B
SKU_00538,228.02,27058,3.95,0.181,normal,6169765.16,B
SKU_00673,264.63,23296,7.78,0.07,normal,6164820.4799999995,B
SKU_00740,234.03,26300,11.64,0.193,normal,6154989.0,B
SKU_00095,249.43,24674,2.03,0.145,hazardous,6154435.82,B
SKU_00394,173.7,35301,6.56,0.138,normal,6131783.699999999,B
SKU_00569,177.39,34514,21.93,0.025,hazardous,6122438.46,B
SKU_00457,236.99,25783,29.04,0.007,fragile,6110313.17,B
SKU_00931,418.29,14584,8.77,0.103,fragile,6100341.36,B
SKU_00280,445.55,13607,20.89,0.073,fragile,6062598.850000001,B
SKU_00361,323.43,18739,26.48,0.067,normal,6060754.7700000005,B
SKU_00310,222.29,27182,17.62,0.097,fragile,6042286.779999999,B
SKU_00909,192.95,31107,4.65,0.041,hazardous,6002095.649999999,B
SKU_00329,127.63,46866,0.31,0.025,hazardous,5981507.58,B
SKU_00496,293.91,20149,27.17,0.157,normal,5921992.590000001,B
SKU_00907,174.2,33993,12.1,0.198,fragile,5921580.6,B
SKU_00964,147.9,39991,28.1,0.118,fragile,5914668.9,B
SKU_00088,444.17,13084,20.46,0.106,hazardous,5811520.28,B
SKU_00272,434.2,13381,1.68,0.083,fragile,5810030.2,B
SKU_00822,170.08,34154,29.09,0.129,fragile,5808912.32,B
SKU_00416,150.14,38659,28.4,0.024,fragile,5804262.26,B
SKU_00301,268.02,21527,29.73,0.043,normal,5769666.54,B
SKU_00432,311.02,18433,5.68,0.145,fragile,5733031.659999999,B
SKU_00216,166.07,34180,22.33,0.109,fragile,5676272.6,B
SKU_00877,331.17,17114,0.27,0.071,fragile,5667643.38,B
SKU_00184,132.68,42620,8.29,0.056,fragile,5654821.600000001,B
SKU_00879,114.88,49204,24.68,0.195,normal,5652555.52,B
SKU_00140,481.41,11693,15.31,0.147,normal,5629127.13,B
SKU_00483,315.64,17750,29.64,0.067,fragile,5602610.0,B
SKU_00552,278.19,20075,29.46,0.145,normal,5584664.25,B
SKU_00108,118.26,47137,18.46,0.19,fragile,5574421.62,B
SKU_00537,127.44,43685,11.51,0.064,normal,5567216.399999999,B
SKU_00067,402.09,13837,6.94,0.188,hazardous,5563719.33,B
SKU_00131,114.94,48380,29.65,0.105,normal,5560797.2,B
SKU_00544,310.97,17878,0.91,0.177,hazardous,5559521.66,B
SKU_00666,126.75,43853,21.67,0.136,normal,5558367.75,B
SKU_00527,140.34,39163,24.24,0.016,fragile,5496135.42,B
SKU_00322,331.8,16522,28.13,0.101,hazardous,5481999.600000001,B
SKU_00911,137.69,39632,0.76,0.026,normal,5456930.08,B
SKU_00873,207.32,26260,1.42,0.045,hazardous,5444223.2,B
SKU_00561,110.42,49253,2.14,0.109,normal,5438516.26,B
SKU_00962,126.45,42991,12.73,0.104,fragile,5436211.95,B
SKU_00224,136.28,39792,4.91,0.06,fragile,5422853.76,B
SKU_00327,307.8,17582,27.29,0.062,hazardous,5411739.600000001,B
SKU_00173,117.12,46107,15.67,0.032,hazardous,5400051.84,B
SKU_00591,322.23,16753,1.08,0.14,normal,5398319.19,B
SKU_00829,228.85,23586,14.79,0.047,hazardous,5397656.1,B
SKU_00410,163.06,33081,22.65,0.135,hazardous,5394187.86,B
SKU_00941,279.32,19301,8.22,0.171,normal,5391155.32,B
SKU_00540,477.26,11271,24.09,0.166,fragile,5379197.46,B
SKU_00381,349.88,15351,16.4,0.11,normal,5371007.88,B
SKU_00155,124.82,42974,26.98,0.171,fragile,5364014.68,B
SKU_00210,276.62,19229,28.96,0.181,fragile,5319125.98,B
SKU_00169,297.49,17864,14.28,0.081,fragile,5314361.36,B
SKU_00227,199.58,26392,22.28,0.02,hazardous,5267315.36,B
SKU_00826,176.44,29834,22.66,0.119,fragile,5263910.96,B
SKU_00638,138.28,38046,8.62,0.103,normal,5261000.88,B
SKU_00835,212.37,24711,10.93,0.101,fragile,5247875.07,B
SKU_00307,164.86,31698,29.39,0.088,normal,5225732.28,B
SKU_00141,129.63,40142,11.69,0.072,fragile,5203607.46,B
SKU_00185,331.69,15685,27.86,0.125,normal,5202557.65,B
SKU_00536,425.58,12103,6.88,0.047,hazardous,5150794.74,B
SKU_00251,195.62,26223,15.11,0.011,hazardous,5129743.26,B
SKU_00550,262.48,19442,21.01,0.092,normal,5103136.16,B
SKU_00234,101.65,49808,22.3,0.104,hazardous,5062983.2,B
SKU_00426,223.56,22531,11.22,0.126,fragile,5037030.36,B
SKU_00594,448.91,11183,28.68,0.088,fragile,5020160.53,B
SKU_00608,254.19,19676,20.33,0.045,hazardous,5001442.44,B
SKU_00328,212.7,23511,23.43,0.097,hazardous,5000789.7,B
SKU_00992,139.71,35685,0.19,0.096,fragile,4985551.350000001,B
SKU_00880,119.38,41721,24.29,0.035,normal,4980652.9799999995,B
SKU_00007,433.76,11444,11.98,0.026,fragile,4963949.4399999995,B
SKU_00314,418.81,11845,23.5,0.004,fragile,4960804.45,B
SKU_00935,139.79,35296,21.65,0.081,hazardous,4934027.84,B
SKU_00146,306.73,15976,23.54,0.079,hazardous,4900318.48,B
SKU_00041,250.11,19526,17.87,0.172,fragile,4883647.86,B
SKU_00690,165.22,29359,4.25,0.172,hazardous,4850693.9799999995,B
SKU_00929,132.65,36478,7.12,0.178,hazardous,4838806.7,B
SKU_00845,210.24,22768,1.88,0.121,normal,4786744.32,B
SKU_00699,243.16,19608,24.62,0.192,fragile,4767881.28,B
SKU_00059,166.04,28635,5.2,0.11,normal,4754555.399999999,B
SKU_00733,263.92,17872,1.44,0.148,fragile,4716778.24,B
SKU_00635,226.47,20777,1.58,0.11,normal,4705367.19,B
SKU_00385,402.72,11636,16.32,0.117,normal,4686049.92,B
SKU_00172,258.49,18124,27.62,0.18,normal,4684872.76,B
SKU_00800,355.08,13176,22.06,0.111,normal,4678534.08,B
SKU_00256,468.4,9982,6.59,0.084,normal,4675568.8,B
SKU_00026,103.84,44913,18.23,0.19,hazardous,4663765.92,B
SKU_00362,231.84,20094,11.86,0.136,normal,4658592.96,B
SKU_00702,171.62,27084,13.52,0.107,fragile,4648156.08,B
SKU_00721,94.71,48608,17.42,0.044,normal,4603663.68,B
SKU_00036,155.78,29498,15.23,0.153,normal,4595198.44,B
SKU_00762,128.0,35857,4.5,0.062,normal,4589696.0,B
SKU_00615,460.83,9947,14.24,0.175,fragile,4583876.01,B
SKU_00652,295.49,15498,20.3,0.186,fragile,4579504.0200000005,B
SKU_00402,255.1,17873,10.74,0.092,hazardous,4559402.3,B
SKU_00360,197.14,23119,3.93,0.018,fragile,4557679.66,B
SKU_00763,373.25,12140,14.69,0.027,normal,4531255.0,B
SKU_00713,208.86,21692,12.18,0.156,hazardous,4530591.12,B
SKU_00180,173.83,26031,11.34,0.019,hazardous,4524968.73,B
SKU_00744,119.95,37674,25.43,0.16,normal,4518996.3,B
SKU_00783,176.12,25619,25.17,0.089,hazardous,4512018.28,B
SKU_00015,95.79,46717,24.58,0.01,normal,4475021.430000001,B
SKU_00658,324.73,13705,21.92,0.02,hazardous,4450424.65,B
SKU_00342,90.73,49001,23.64,0.063,hazardous,4445860.73,B
SKU_00198,444.11,10003,22.47,0.191,hazardous,4442432.33,B
SKU_00920,434.89,10206,5.72,0.138,fragile,4438487.34,B
SKU_00269,150.33,29357,3.21,0.109,hazardous,4413237.8100000005,B
SKU_00397,217.35,20272,13.86,0.035,normal,4406119.2,B
SKU_00495,179.91,24463,12.66,0.03,normal,4401138.33,B
SKU_00689,97.59,45012,15.11,0.12,normal,4392721.08,B
SKU_00293,183.29,23921,23.02,0.161,hazardous,4384480.09,B
SKU_00142,251.14,17420,13.91,0.14,normal,4374858.8,B
SKU_00016,155.6,28035,9.74,0.134,normal,4362246.0,B
SKU_00893,201.61,21500,20.96,0.061,hazardous,4334615.0,B
SKU_00406,197.65,21904,10.26,0.141,fragile,4329325.600000001,B
SKU_00477,279.16,15449,29.21,0.198,normal,4312742.840000001,B
SKU_00643,167.11,25711,1.43,0.09,fragile,4296565.21,B
SKU_00404,163.42,26243,23.84,0.111,hazardous,4288631.06,B
SKU_00143,153.93,27476,29.75,0.08,normal,4229380.680000001,B
SKU_00777,362.52,11656,23.23,0.174,hazardous,4225533.12,B
SKU_00796,466.4,9006,4.6,0.012,hazardous,4200398.399999999,B
SKU_00469,481.8,8701,19.72,0.177,hazardous,4192141.8000000003,B
SKU_00225,125.77,33230,16.79,0.176,fragile,4179337.1,B
SKU_00505,85.5,48870,7.69,0.007,normal,4178385.0,B
SKU_00105,128.4,32513,7.38,0.061,fragile,4174669.2,B
SKU_00386,144.61,28641,23.77,0.042,hazardous,4141775.0100000002,B
SKU_00092,381.59,10716,25.05,0.162,normal,4089118.44,B
SKU_00761,159.3,25637,9.46,0.142,hazardous,4083974.1,B
SKU_00852,108.9,37484,1.02,0.08,hazardous,4082007.6,B
SKU_00340,248.35,16435,8.34,0.101,normal,4081632.25,B
SKU_00979,300.44,13495,28.33,0.185,fragile,4054437.8,B
SKU_00585,123.87,32519,19.8,0.042,hazardous,4028128.5300000003,B
SKU_00250,150.75,26688,14.16,0.177,normal,4023216.0,B
SKU_00663,122.43,32656,8.97,0.11,fragile,3998074.08,B
SKU_00963,197.7,20203,11.38,0.105,hazardous,3994133.0999999996,B
SKU_00175,91.31,43742,4.78,0.191,normal,3994082.02,B
SKU_00632,258.28,15460,17.77,0.037,fragile,3993008.7999999993,B
SKU_00842,93.13,42768,24.22,0.041,normal,3982983.84,B
SKU_00881,337.59,11795,26.54,0.18,hazardous,3981874.05,B
SKU_00819,170.92,23271,20.45,0.176,fragile,3977479.32,B
SKU_00801,80.51,49392,9.08,0.15,normal,3976549.9200000004,B
SKU_00605,233.09,17059,13.41,0.135,hazardous,3976282.31,B
SKU_00064,144.06,27445,20.78,0.031,fragile,3953726.7,B
SKU_00984,365.45,10799,3.23,0.141,hazardous,3946494.55,B
SKU_00000,190.4,20591,26.21,0.146,hazardous,3920526.4,B
SKU_00757,269.06,14537,6.35,0.063,normal,3911325.22,B
SKU_00912,313.95,12423,17.54,0.113,normal,3900200.8499999996,B
SKU_00670,90.82,42424,24.9,0.143,fragile,3852947.6799999997,B
SKU_00046,159.3,24177,0.11,0.037,normal,3851396.1,B
SKU_00033,474.7,8107,20.02,0.176,fragile,3848392.9,B
SKU_00309,139.06,27670,21.04,0.063,hazardous,3847790.2,B
SKU_00693,124.99,30759,5.24,0.149,hazardous,3844567.4099999997,B
SKU_00855,99.39,38620,22.05,0.062,hazardous,3838441.8,B
SKU_00597,90.3,42340,2.56,0.024,fragile,3823302.0,B
SKU_00698,81.41,46833,29.74,0.091,hazardous,3812674.53,B
SKU_00124,117.83,32223,11.65,0.079,hazardous,3796836.09,B
SKU_00266,350.02,10806,26.24,0.082,normal,3782316.1199999996,B
SKU_00298,313.33,12039,14.94,0.007,hazardous,3772179.8699999996,B
SKU_00110,148.43,25380,11.83,0.125,hazardous,3767153.4000000004,B
SKU_00779,322.37,11663,14.39,0.075,hazardous,3759801.31,B
SKU_00642,109.67,34097,11.96,0.01,normal,3739417.99,B
SKU_00212,327.72,11403,4.61,0.081,hazardous,3736991.16,B
SKU_00507,412.16,9046,22.2,0.057,hazardous,3728399.3600000003,B
SKU_00583,167.73,22027,23.7,0.083,hazardous,3694588.71,B
SKU_00075,365.86,10096,12.2,0.107,normal,3693722.56,B
SKU_00816,297.68,12389,22.4,0.182,hazardous,3687957.52,B
SKU_00934,89.98,40847,27.51,0.174,normal,3675413.06,B
SKU_00023,186.35,19641,17.3,0.182,hazardous,3660100.35,B
SKU_00167,97.33,37543,9.73,0.052,hazardous,3654060.19,B
SKU_00589,80.19,44838,22.15,0.005,normal,3595559.2199999997,B
SKU_00987,220.24,16263,25.99,0.103,normal,3581763.12,B
SKU_00637,125.02,28504,25.33,0.091,fragile,3563570.08,B
SKU_00389,404.38,8812,6.86,0.121,normal,3563396.56,C
SKU_00213,116.01,30661,10.34,0.153,normal,3556982.6100000003,C
SKU_00430,75.78,46924,13.29,0.188,normal,3555900.72,C
SKU_00951,334.19,10626,10.28,0.157,fragile,3551102.94,C
SKU_00579,132.83,26716,25.16,0.084,normal,3548686.2800000003,C
SKU_00478,484.8,7279,10.17,0.059,hazardous,3528859.2,C
SKU_00286,235.47,14959,11.27,0.142,hazardous,3522395.73,C
SKU_00659,287.54,12215,26.48,0.022,normal,3512301.1,C
SKU_00282,190.91,18371,29.46,0.127,hazardous,3507207.61,C
SKU_00980,170.45,20521,8.14,0.157,normal,3497804.4499999997,C
SKU_00511,212.03,16409,20.48,0.185,hazardous,3479200.27,C
SKU_00177,196.43,17702,3.41,0.103,fragile,3477203.8600000003,C
SKU_00582,248.85,13860,8.11,0.136,normal,3449061.0,C
SKU_00944,107.18,32107,5.75,0.099,fragile,3441228.2600000002,C
SKU_00600,88.62,38763,4.21,0.155,hazardous,3435177.06,C
SKU_00223,187.02,18188,13.07,0.074,fragile,3401519.7600000002,C
SKU_00806,467.51,7251,4.52,0.116,hazardous,3389915.01,C
SKU_00747,274.06,12278,17.45,0.094,hazardous,3364908.68,C
SKU_00022,149.61,22397,27.99,0.049,normal,3350815.1700000004,C
SKU_00622,188.38,17758,18.16,0.082,normal,3345252.04,C
SKU_00629,129.96,25719,14.15,0.042,normal,3342441.24,C
SKU_00556,71.34,46778,16.03,0.148,hazardous,3337142.52,C
SKU_00531,499.86,6663,26.24,0.162,hazardous,3330567.18,C
SKU_00235,362.61,9117,24.47,0.093,normal,3305915.37,C
SKU_00317,90.78,36224,6.84,0.16,hazardous,3288414.72,C
SKU_00946,72.76,44943,21.48,0.181,normal,3270052.68,C
SKU_00715,465.12,7024,16.32,0.093,hazardous,3267002.88,C
SKU_00215,122.44,26672,22.77,0.178,hazardous,3265719.68,C
SKU_00942,327.45,9786,12.13,0.034,hazardous,3204425.6999999997,C
SKU_00703,71.54,44733,2.62,0.128,hazardous,3200198.8200000003,C
SKU_00885,93.38,33855,21.72,0.055,fragile,3161379.9,C
SKU_00482,230.0,13712,22.81,0.16,normal,3153760.0,C
SKU_00158,122.63,25525,29.28,0.157,normal,3130130.75,C
SKU_00892,415.96,7521,17.35,0.156,fragile,3128435.1599999997,C
SKU_00997,72.73,42785,21.62,0.046,normal,3111753.0500000003,C
SKU_00130,211.62,14661,3.26,0.191,fragile,3102560.8200000003,C
SKU_00902,94.81,32596,4.44,0.057,fragile,3090426.7600000002,C
SKU_00870,189.79,16135,29.84,0.032,normal,3062261.65,C
SKU_00319,128.87,23750,13.91,0.169,fragile,3060662.5,C
SKU_00625,187.61,16101,14.14,0.083,fragile,3020708.6100000003,C
SKU_00418,337.9,8883,22.55,0.123,fragile,3001565.6999999997,C
SKU_00049,96.5,31007,11.01,0.069,hazardous,2992175.5,C
SKU_00927,273.11,10856,15.84,0.103,fragile,2964882.16,C
SKU_00866,81.84,36141,15.9,0.197,normal,2957779.44,C
SKU_00811,420.25,6994,17.83,0.006,fragile,2939228.5,C
SKU_00445,473.89,6190,18.44,0.103,normal,2933379.1,C
SKU_00326,279.41,10496,27.13,0.086,fragile,2932687.3600000003,C
SKU_00350,254.05,11525,1.49,0.005,fragile,2927926.25,C
SKU_00887,122.9,23811,20.65,0.166,hazardous,2926371.9,C
SKU_00958,87.31,33500,26.01,0.068,normal,2924885.0,C
SKU_00730,86.31,33868,15.4,0.086,normal,2923147.08,C
SKU_00973,111.4,26216,7.7,0.041,fragile,2920462.4000000004,C
SKU_00636,268.65,10824,25.02,0.196,fragile,2907867.5999999996,C
SKU_00767,439.0,6571,11.31,0.084,normal,2884669.0,C
SKU_00380,63.49,44959,20.54,0.022,fragile,2854446.91,C
SKU_00413,288.85,9868,19.82,0.051,fragile,2850371.8000000003,C
SKU_00366,480.79,5876,14.88,0.196,hazardous,2825122.04,C
SKU_00604,64.71,43420,28.45,0.172,normal,2809708.1999999997,C
SKU_00405,448.28,6254,14.97,0.129,hazardous,2803543.1199999996,C
SKU_00262,74.34,37411,5.09,0.055,fragile,2781133.74,C
SKU_00519,79.46,34939,6.54,0.09,hazardous,2776252.94,C
SKU_00097,216.63,12776,11.21,0.013,normal,2767664.88,C
SKU_00479,263.93,10426,8.97,0.154,normal,2751734.18,C
SKU_00087,320.59,8536,17.51,0.196,normal,2736556.2399999998,C
SKU_00316,207.43,13125,25.6,0.026,fragile,2722518.75,C
SKU_00787,203.42,13278,5.4,0.188,fragile,2701010.76,C
SKU_00790,80.91,33274,7.13,0.167,normal,2692199.34,C
SKU_00588,68.38,39298,14.7,0.116,normal,2687197.2399999998,C
SKU_00729,86.01,31216,15.82,0.157,hazardous,2684888.16,C
SKU_00028,298.25,8920,26.96,0.148,hazardous,2660390.0,C
SKU_00644,64.28,41335,8.41,0.015,normal,2657013.8000000003,C
SKU_00493,98.12,27011,2.71,0.1,normal,2650319.3200000003,C
SKU_00135,164.99,16034,22.41,0.036,fragile,2645449.66,C
SKU_00555,204.72,12865,18.88,0.086,hazardous,2633722.8,C
SKU_00011,485.11,5419,16.02,0.137,hazardous,2628811.09,C
SKU_00156,337.71,7757,23.5,0.121,normal,2619616.4699999997,C
SKU_00206,55.23,47427,21.87,0.066,hazardous,2619393.21,C
SKU_00084,158.94,16471,4.1,0.17,normal,2617900.7399999998,C
SKU_00520,299.09,8695,10.88,0.161,hazardous,2600587.55,C
SKU_00546,61.21,42329,3.91,0.093,fragile,2590958.09,C
SKU_00133,172.12,14999,1.53,0.092,fragile,2581627.88,C
SKU_00784,94.89,27066,10.75,0.099,normal,2568292.74,C
SKU_00294,67.89,37667,22.04,0.025,fragile,2557212.63,C
SKU_00425,277.02,9227,23.97,0.011,fragile,2556063.54,C
SKU_00975,134.82,18852,5.57,0.048,fragile,2541626.6399999997,C
SKU_00653,373.99,6738,1.44,0.076,hazardous,2519944.62,C
SKU_00900,107.9,23264,7.34,0.08,normal,2510185.6,C
SKU_00123,59.48,41998,14.91,0.106,hazardous,2498041.04,C
SKU_00587,68.8,36242,6.68,0.11,hazardous,2493449.6,C
SKU_00047,262.43,9474,0.63,0.088,normal,2486261.82,C
SKU_00590,73.72,33497,15.8,0.189,hazardous,2469398.84,C
SKU_00985,250.27,9815,15.01,0.123,normal,2456400.0500000003,C
SKU_00422,50.15,48887,10.38,0.155,normal,2451683.05,C
SKU_00967,152.08,16001,1.36,0.12,fragile,2433432.08,C
SKU_00372,51.75,46865,9.33,0.121,hazardous,2425263.75,C
SKU_00218,326.57,7414,3.27,0.052,hazardous,2421189.98,C
SKU_00330,181.21,13361,1.81,0.192,fragile,2421146.81,C
SKU_00750,62.86,38460,5.1,0.064,hazardous,2417595.6,C
SKU_00562,72.5,33242,7.97,0.07,normal,2410045.0,C
SKU_00346,319.37,7524,25.36,0.126,normal,2402939.88,C
SKU_00014,95.0,25164,6.44,0.018,hazardous,2390580.0,C
SKU_00297,111.83,21295,19.16,0.07,normal,2381419.85,C
SKU_00283,51.52,45639,6.37,0.027,hazardous,2351321.2800000003,C
SKU_00038,343.7,6837,2.49,0.054,fragile,2349876.9,C
SKU_00919,74.36,31467,22.81,0.112,hazardous,2339886.12,C
SKU_00353,85.65,26531,10.44,0.083,fragile,2272380.1500000004,C
SKU_00676,60.46,37480,19.91,0.052,hazardous,2266040.8,C
SKU_00805,369.54,6112,21.95,0.009,hazardous,2258628.48,C
SKU_00837,184.38,12249,26.84,0.137,hazardous,2258470.62,C
SKU_00708,131.05,17187,14.05,0.093,fragile,2252356.35,C
SKU_00214,357.53,6283,12.46,0.165,normal,2246360.9899999998,C
SKU_00287,273.61,8173,3.76,0.035,hazardous,2236214.5300000003,C
SKU_00867,95.05,23484,23.82,0.034,fragile,2232154.1999999997,C
SKU_00460,63.18,35298,22.22,0.016,fragile,2230127.64,C
SKU_00809,61.05,36478,27.22,0.013,hazardous,2226981.9,C
SKU_00694,61.84,35940,19.17,0.112,fragile,2222529.6,C
SKU_00243,188.23,11800,25.0,0.013,fragile,2221114.0,C
SKU_00933,265.22,8358,3.69,0.103,fragile,2216708.7600000002,C
SKU_00284,291.25,7591,24.77,0.112,hazardous,2210878.75,C
SKU_00454,60.04,36779,24.63,0.164,hazardous,2208211.16,C
SKU_00434,46.63,47319,10.76,0.148,hazardous,2206484.97,C
SKU_00260,309.43,7109,5.43,0.164,fragile,2199737.87,C
SKU_00830,116.18,18843,15.72,0.183,hazardous,2189179.74,C
SKU_00602,92.62,23599,5.03,0.156,hazardous,2185739.38,C
SKU_00650,48.03,45372,17.29,0.01,fragile,2179217.16,C
SKU_00163,270.21,8006,2.17,0.162,fragile,2163301.26,C
SKU_00066,74.76,28787,19.03,0.142,normal,2152116.12,C
SKU_00147,253.83,8345,10.71,0.171,fragile,2118211.35,C
SKU_00339,53.43,39314,1.18,0.163,normal,2100547.02,C
SKU_00111,84.8,24657,28.69,0.186,normal,2090913.5999999999,C
SKU_00754,73.94,28244,16.0,0.082,hazardous,2088361.3599999999,C
SKU_00681,132.66,15677,12.19,0.109,fragile,2079710.8199999998,C
SKU_00306,260.57,7913,17.01,0.135,fragile,2061890.41,C
SKU_00265,371.68,5545,12.13,0.2,hazardous,2060965.6,C
SKU_00696,147.87,13698,15.95,0.028,normal,2025523.26,C
SKU_00682,89.59,22573,9.7,0.152,fragile,2022315.07,C
SKU_00617,142.05,14235,8.14,0.026,normal,2022081.7500000002,C
SKU_00601,142.9,14094,10.29,0.19,fragile,2014032.6,C
SKU_00897,448.69,4458,20.48,0.175,fragile,2000260.02,C
SKU_00965,181.06,10854,20.29,0.151,normal,1965225.24,C
SKU_00530,407.39,4803,19.56,0.044,hazardous,1956694.17,C
SKU_00776,118.48,16453,29.13,0.114,hazardous,1949351.4400000002,C
SKU_00391,209.25,9308,12.92,0.148,fragile,1947699.0,C
SKU_00254,88.9,21827,19.34,0.147,hazardous,1940420.3,C
SKU_00099,58.41,32833,19.42,0.138,hazardous,1917775.5299999998,C
SKU_00672,44.72,42859,26.16,0.133,fragile,1916654.48,C
SKU_00468,115.68,16505,29.4,0.067,hazardous,1909298.4000000001,C
SKU_00895,106.47,17827,3.12,0.002,fragile,1898040.69,C
SKU_00712,238.43,7948,25.57,0.014,hazardous,1895041.6400000001,C
SKU_00841,333.45,5595,17.78,0.026,normal,1865652.75,C
SKU_00571,392.91,4699,2.03,0.063,fragile,1846284.09,C
SKU_00320,276.87,6640,14.48,0.02,hazardous,1838416.8,C
SKU_00832,74.72,24589,13.29,0.05,normal,1837290.08,C
SKU_00411,475.28,3862,0.64,0.117,normal,1835531.3599999999,C
SKU_00192,450.71,4072,26.39,0.176,fragile,1835291.1199999999,C
SKU_00037,53.35,34368,7.05,0.092,hazardous,1833532.8,C
SKU_00202,85.01,21552,9.67,0.087,fragile,1832135.52,C
SKU_00278,352.47,5184,19.13,0.126,normal,1827204.4800000002,C
SKU_00858,284.6,6395,1.01,0.084,hazardous,1820017.0000000002,C
SKU_00969,240.64,7546,27.91,0.076,hazardous,1815869.44,C
SKU_00539,68.93,26117,12.44,0.016,fragile,1800244.8100000003,C
SKU_00746,195.03,9208,25.27,0.002,hazardous,1795836.24,C
SKU_00345,309.85,5726,12.92,0.196,fragile,1774201.1,C
SKU_00620,96.34,18409,0.19,0.103,fragile,1773523.06,C
SKU_00181,61.17,28941,16.55,0.007,normal,1770320.97,C
SKU_00109,43.11,40700,25.8,0.192,hazardous,1754577.0,C
SKU_00711,299.84,5804,11.68,0.165,hazardous,1740271.3599999999,C
SKU_00429,62.95,27524,2.89,0.109,hazardous,1732635.8,C
SKU_00443,188.47,9178,16.78,0.172,hazardous,1729777.66,C
SKU_00775,79.21,21736,1.03,0.116,normal,1721708.5599999998,C
SKU_00466,146.43,11753,9.76,0.119,hazardous,1720991.79,C
SKU_00193,318.39,5395,7.83,0.195,hazardous,1717714.0499999998,C
SKU_00179,73.07,23365,2.94,0.127,normal,1707280.5499999998,C
SKU_00259,53.1,32066,0.16,0.179,hazardous,1702704.6,C
SKU_00166,163.79,10322,26.88,0.162,fragile,1690640.38,C
SKU_00080,432.24,3910,5.39,0.042,fragile,1690058.4000000001,C
SKU_00400,56.05,30115,23.63,0.087,hazardous,1687945.75,C
SKU_00040,65.41,25610,3.75,0.027,fragile,1675150.0999999999,C
SKU_00735,439.21,3812,28.4,0.134,normal,1674268.52,C
SKU_00253,161.88,10277,11.62,0.063,normal,1663640.76,C
SKU_00834,251.69,6541,27.57,0.12,fragile,1646304.29,C
SKU_00222,51.37,31390,26.33,0.128,hazardous,1612504.2999999998,C
SKU_00528,32.91,48789,1.87,0.175,hazardous,1605645.9899999998,C
SKU_00770,59.76,26623,29.85,0.015,hazardous,1590990.48,C
SKU_00459,63.81,24926,3.62,0.004,hazardous,1590528.06,C
SKU_00209,84.6,18646,2.85,0.087,hazardous,1577451.5999999999,C
SKU_00132,64.33,24362,13.35,0.045,fragile,1567207.46,C
SKU_00441,493.39,3141,15.65,0.018,fragile,1549737.99,C
SKU_00753,170.78,9027,29.33,0.17,fragile,1541631.06,C
SKU_00641,164.43,9300,6.63,0.189,fragile,1529199.0,C
SKU_00230,398.43,3838,5.9,0.146,fragile,1529174.34,C
SKU_00083,36.46,41873,7.53,0.179,hazardous,1526689.58,C
SKU_00899,47.33,32217,25.28,0.197,fragile,1524830.6099999999,C
SKU_00409,50.19,30187,22.78,0.091,normal,1515085.53,C
SKU_00669,146.12,10325,21.56,0.042,fragile,1508689.0,C
SKU_00864,203.38,7327,10.07,0.088,normal,1490165.26,C
SKU_00667,84.54,17375,25.9,0.152,fragile,1468882.5,C
SKU_00924,215.48,6804,24.66,0.026,hazardous,1466125.92,C
SKU_00114,318.53,4594,19.79,0.037,hazardous,1463326.8199999998,C
SKU_00383,439.35,3324,6.9,0.112,hazardous,1460399.4000000001,C
SKU_00875,82.3,17733,19.02,0.165,normal,1459425.9,C
SKU_00654,218.67,6670,13.57,0.166,normal,1458528.9,C
SKU_00542,118.18,12301,0.64,0.105,hazardous,1453732.1800000002,C
SKU_00908,133.41,10893,8.85,0.133,fragile,1453235.13,C
SKU_00888,54.22,26222,0.83,0.142,hazardous,1421756.84,C
SKU_00151,123.58,11462,2.15,0.092,fragile,1416473.96,C
SKU_00152,76.72,18397,12.79,0.156,normal,1411417.84,C
SKU_00565,297.01,4748,8.59,0.176,hazardous,1410203.48,C
SKU_00818,32.11,43696,1.83,0.191,fragile,1403078.56,C
SKU_00063,181.59,7664,5.42,0.042,fragile,1391705.76,C
SKU_00828,370.06,3754,9.14,0.014,hazardous,1389205.24,C
SKU_00333,62.46,22142,12.03,0.046,hazardous,1382989.32,C
SKU_00053,447.94,3083,6.43,0.115,hazardous,1380999.02,C
SKU_00722,37.92,36041,22.8,0.093,hazardous,1366674.72,C
SKU_00859,37.53,36093,26.17,0.034,normal,1354570.29,C
SKU_00960,45.99,29428,27.23,0.006,hazardous,1353393.72,C
SKU_00288,146.84,9177,22.09,0.195,hazardous,1347550.68,C
SKU_00241,477.19,2819,25.46,0.107,fragile,1345198.61,C
